,Unnamed: 0.1,SchoolCode,CohortStudents,Dropout (Count),Dropout Rate,Unnamed: 0,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName,FundPerStudent,Educational Option Type,Enrollment (K-12),Free Meal Count (K-12),Percent (%) Eligible Free (K-12),Low Grade,High Grade,Enrollment (Ages 5-17),TotalFTE,ClearFTE,OtherFTE,EnrollmentTotal,EnrollmentWhite,EnrollmentBlack,EnrollmentAsian,EnrollmentHispanic,EnrollmentNative,CountyMedianIncome,MedianIncome,TotalCourses,TotalEnrollment,UCCSUCourses,UCCSUEnrollment,StaffACourses,StaffAEnrollment,StaffBCourses,StaffBEnrollment,StaffNCourses,StaffNEnrollment,NCLBCoreCourses,NCLBEnrollment
770,1459,2431492,936.0,124.0,0.1324786324786324,2431492,San Luis High (Continuation),65755,Los Banos Unified,24,Merced,30305.019273186794,Continuation School,90,73,0.8111111111111111,9,12,77,6.55,3.91,2.65,152.0,15,*,*,132,*,32697,"68,605",43,600,12.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,221,3630241,672.0,252.0,0.375,3630241,Mountain High,67868,Rim of the World Unified,36,San Bernardino,23590.10452305016,Continuation School,48,26,0.5416666666666666,9,12,38,2.99,2.78,0.21,69.0,42,*,*,24,*,35438,"73,993",11,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,1322,3635265,2768.0,40.0,0.0144508670520231,3635265,Rim of the World Senior High,67868,Rim of the World Unified,36,San Bernardino,23590.10452305016,Traditional,965,462,0.4787564766839378,9,12,926,43.86,35.69,8.58,976.0,519,13,*,388,*,35438,"73,993",284,5514,142.0,3394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,224,730291,980.0,0.0,0.0,730291,Middle College High,61796,West Contra Costa Unified,7,Contra Costa,38320.377303916655,Traditional,294,107,0.3639455782312925,9,12,293,10.0,9.45,0.56,298.0,15,27,72,145,*,54897,"89,352",95,1996,41.0,942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,287,730598,3132.0,40.0,0.0127713920817369,730598,Hercules High,61796,West Contra Costa Unified,7,Contra Costa,38320.377303916655,Traditional,762,196,0.2572178477690289,9,12,745,34.59,27.33,5.17,809.0,39,163,164,189,*,54897,"89,352",194,5204,154.0,4486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,606,732164,5876.0,188.0,0.0319945541184479,732164,De Anza High,61796,West Contra Costa Unified,7,Contra Costa,38320.377303916655,Traditional,1308,621,0.4747706422018348,9,12,1258,63.88,47.7,11.51,1426.0,109,320,172,686,*,54897,"89,352",373,9312,271.0,7770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,620,101477,2700.0,88.0,0.0325925925925925,101477,Leadership Public Schools: Richmond,61796,West Contra Costa Unified,7,Contra Costa,38320.377303916655,Traditional,577,305,0.5285961871750433,9,12,567,29.65,19.02,7.93,603.0,*,11,*,579,*,54897,"89,352",132,3554,103.0,2927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,758,732941,6088.0,232.0,0.038107752956636,732941,El Cerrito High,61796,West Contra Costa Unified,7,Contra Costa,38320.377303916655,Traditional,1570,481,0.3063694267515923,9,12,1526,63.89,54.58,7.12,1648.0,496,269,268,507,*,54897,"89,352",225,5875,154.0,4593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,823,733253,3584.0,496.0,0.1383928571428571,733253,Greenwood Academy,61796,West Contra Costa Unified,7,Contra Costa,38320.377303916655,Continuation School,207,132,0.6376811594202898,9,12,125,14.0,8.04,5.96,376.0,24,89,19,229,*,54897,"89,352",93,1491,71.0,1203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,928,733659,4216.0,632.0,0.1499051233396584,733659,John F. Kennedy High,61796,West Contra Costa Unified,7,Contra Costa,38320.377303916655,Traditional,824,475,0.5764563106796117,9,12,794,40.0,33.08,5.03,941.0,20,212,39,648,*,54897,"89,352",290,6653,197.0,5402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,1327,735316,4480.0,92.0,0.0205357142857142,735316,Pinole Valley High,61796,West Contra Costa Unified,7,Contra Costa,38320.377303916655,Traditional,1316,528,0.4012158054711246,9,12,1272,51.79,43.82,8.0,1373.0,178,233,148,631,*,54897,"89,352",303,7159,198.0,6078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,1492,735902,6352.0,468.0,0.0736775818639798,735902,Richmond High,61796,West Contra Costa Unified,7,Contra Costa,38320.377303916655,Traditional,1494,817,0.5468540829986613,9,12,1437,67.7,52.79,14.41,1604.0,32,120,60,1356,*,54897,"89,352",393,9546,298.0,8133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,228,3630266,100.0,0.0,0.0,3630266,Educational Training Center,67801,Needles Unified,36,San Bernardino,43820.53873165619,Continuation School,16,8,0.5,9,12,13,0.67,0.0,0.67,34.0,15,*,*,14,*,35438,"37,069",6,56,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,1068,3634169,740.0,0.0,0.0,3634169,Needles High,67801,Needles Unified,36,San Bernardino,43820.53873165619,Traditional,294,186,0.6326530612244898,9,12,285,13.49,11.49,1.84,292.0,152,14,*,76,40,35438,"37,069",89,1753,45.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,229,3630274,1060.0,0.0,0.0,3630274,Silver Valley High,73890,Silver Valley Unified,36,San Bernardino,44699.88967223252,Traditional,330,130,0.3939393939393939,9,12,323,22.79,18.96,1.77,375.0,139,37,*,143,*,35438,"52,813",126,2244,64.0,1271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,230,3630282,212.0,0.0,0.0,3630282,Calico Continuation High,73890,Silver Valley Unified,36,San Bernardino,44699.88967223252,Continuation School,27,20,0.7407407407407407,9,12,25,1.0,1.0,0.0,50.0,21,*,*,19,*,35438,"52,813",4,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,231,107722,6424.0,660.0,0.1027397260273972,107722,River Valley High,71464,Yuba City Unified,51,Sutter,22637.164922818374,Traditional,1810,1175,0.649171270718232,9,12,1769,90.86,82.51,2.44,2004.0,372,34,631,838,*,35901,"66,022",271,7458,160.0,4549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,357,5130018,1908.0,300.0,0.1572327044025157,5130018,Albert Powell Continuation,71464,Yuba City Unified,51,Sutter,22637.164922818374,Continuation School,90,69,0.7666666666666667,10,12,66,12.57,7.89,4.49,168.0,45,*,11,90,*,35901,"66,022",130,600,89.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,525,5139001,6824.0,732.0,0.1072684642438452,5139001,Yuba City High,71464,Yuba City Unified,51,Sutter,22637.164922818374,Traditional,1851,1195,0.6455969746083198,9,12,1794,90.73,72.69,8.15,2065.0,569,45,229,1059,*,35901,"66,022",435,11041,276.0,7310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,232,1230028,648.0,12.0,0.0185185185185185,1230028,Captain John Continuation High,62901,Klamath-Trinity Joint Unified,12,Humboldt,36940.737565841984,Continuation School,45,37,0.8222222222222222,9,12,40,2.01,0.08,1.92,71.0,*,*,*,*,58,33244,"49,141",27,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,1099,1234004,588.0,52.0,0.0884353741496598,1234004,Hoopa Valley High,62901,Klamath-Trinity Joint Unified,12,Humboldt,36940.737565841984,Traditional,267,180,0.6741573033707865,9,12,262,19.0,14.77,3.83,282.0,28,*,*,23,224,33244,"49,141",98,1600,47.0,831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,233,1033430,5884.0,76.0,0.0129163834126444,1033430,Kerman High,73999,Kerman Unified,10,Fresno,36192.27062799826,Traditional,1477,1018,0.6892349356804333,9,12,1421,67.47,53.63,7.05,1692.0,139,18,90,1427,*,32414,"56,825",388,9190,212.0,5494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,234,1934553,8080.0,64.0,0.0079207920792079,1934553,Mark Keppel High,75713,Alhambra Unified,19,Los Angeles,30947.30054218657,Traditional,2208,964,0.4365942028985507,9,12,2189,84.29,78.37,4.19,2256.0,31,*,1581,504,*,35925,"59,654",468,13652,372.0,11290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,872,1937697,8032.0,16.0,0.0019920318725099,1937697,San Gabriel High,75713,Alhambra Unified,19,Los Angeles,30947.30054218657,Traditional,1767,1098,0.6213921901528013,9,12,1748,78.57,72.75,4.19,1968.0,22,*,1088,708,*,35925,"59,654",411,12066,316.0,9952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,979,1995430,1452.0,56.0,0.0385674931129476,1995430,Independence High (Alternative),75713,Alhambra Unified,19,Los Angeles,30947.30054218657,Alternative School of Choice,216,144,0.6666666666666666,9,12,213,5.01,1.44,3.58,149.0,*,*,21,117,*,35925,"59,654",106,430,79.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,1048,1930163,9068.0,104.0,0.0114689016321129,1930163,Alhambra High,75713,Alhambra Unified,19,Los Angeles,30947.30054218657,Traditional,2185,1165,0.5331807780320366,9,12,2105,99.35,91.52,3.52,2352.0,52,16,905,1241,*,35925,"59,654",498,14261,391.0,11722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,238,124131,872.0,0.0,0.0,124131,California Preparatory Academy,66464,Capistrano Unified,30,Orange,16378.801006475485,Alternative School of Choice,295,61,0.2067796610169491,9,12,285,7.45,7.01,0.44,298.0,231,*,11,33,*,43800,"127,291",45,846,35.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,1017,3035987,1280.0,88.0,0.06875,3035987,Junipero Serra High,66464,Capistrano Unified,30,Orange,16378.801006475485,Continuation School,136,87,0.6397058823529411,9,12,127,11.36,9.48,1.88,206.0,48,*,*,138,*,43800,"127,291",72,634,10.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,1021,3036001,10708.0,100.0,0.0093388121031004,3036001,San Clemente High,66464,Capistrano Unified,30,Orange,16378.801006475485,Traditional,2904,663,0.2283057851239669,9,12,2768,117.84,101.35,5.84,3033.0,1938,14,52,823,12,43800,"127,291",693,17634,469.0,14159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,1510,113381,9700.0,64.0,0.0065979381443298,113381,San Juan Hills High,66464,Capistrano Unified,30,Orange,16378.801006475485,Traditional,2939,723,0.2460020415107179,9,12,2844,113.62,98.03,4.02,2980.0,1657,13,127,968,*,43800,"127,291",602,15984,420.0,12895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,1595,3030210,7140.0,12.0,0.0016806722689075,3030210,Capistrano Valley High,66464,Capistrano Unified,30,Orange,16378.801006475485,Traditional,2077,550,0.2648050072219547,9,12,1975,79.17,66.76,5.53,2125.0,1082,23,147,684,*,43800,"127,291",615,12194,398.0,9853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,1626,3038569,8596.0,64.0,0.0074453234062354,3038569,Dana Hills High,66464,Capistrano Unified,30,Orange,16378.801006475485,Traditional,2062,554,0.2686711930164888,9,12,1952,86.49,73.87,1.4,2288.0,1307,15,75,715,*,43800,"127,291",755,16300,377.0,10800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,1663,3030574,10028.0,108.0,0.0107698444355803,3030574,Aliso Niguel High,66464,Capistrano Unified,30,Orange,16378.801006475485,Traditional,2773,519,0.1871619184998197,9,12,2679,107.98,93.57,3.04,2940.0,1547,49,371,611,*,43800,"127,291",692,17673,479.0,14064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,1698,3030756,7760.0,36.0,0.0046391752577319,3030756,Tesoro High,66464,Capistrano Unified,30,Orange,16378.801006475485,Traditional,2268,259,0.1141975308641975,9,12,2189,93.35,83.82,0.63,2453.0,1521,26,250,405,*,43800,"127,291",637,15266,393.0,11745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,239,3630308,6340.0,472.0,0.0744479495268138,3630308,San Andreas High,67876,San Bernardino City Unified,36,San Bernardino,28871.006391456922,Continuation School,459,361,0.7864923747276689,10,12,382,31.0,24.78,4.72,555.0,26,76,*,430,*,35438,"55,608",112,1754,42.0,782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,399,3631082,10368.0,608.0,0.0586419753086419,3631082,Arroyo Valley High,67876,San Bernardino City Unified,36,San Bernardino,28871.006391456922,Traditional,2884,2281,0.7909153952843273,9,12,2827,110.73,95.5,6.58,2907.0,34,143,32,2655,*,35438,"55,608",944,17889,477.0,14019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,400,3631090,1032.0,0.0,0.0,3631090,Middle College High,67876,San Bernardino City Unified,36,San Bernardino,28871.006391456922,Alternative School of Choice,249,167,0.6706827309236948,9,12,248,10.05,8.71,1.34,280.0,11,21,*,235,*,35438,"55,608",52,1332,44.0,1133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,516,125450,6644.0,472.0,0.0710415412402167,125450,Indian Springs High,67876,San Bernardino City Unified,36,San Bernardino,28871.006391456922,Traditional,1993,1606,0.8058203712995484,9,12,1938,84.91,70.73,9.47,2120.0,54,209,51,1762,*,35438,"55,608",458,12493,319.0,9533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,619,3632221,10736.0,296.0,0.0275707898658718,3632221,Cajon High,67876,San Bernardino City Unified,36,San Bernardino,28871.006391456922,Traditional,2790,1657,0.5939068100358423,9,12,2726,116.76,99.36,8.95,3076.0,318,375,45,2223,15,35438,"55,608",656,19135,478.0,14779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,737,3632809,7272.0,2236.0,0.3074807480748074,3632809,Sierra High,67876,San Bernardino City Unified,36,San Bernardino,28871.006391456922,Continuation School,446,343,0.7690582959641256,9,12,360,21.96,15.88,4.83,703.0,29,78,*,569,*,35438,"55,608",97,1789,54.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,1206,3634680,3900.0,200.0,0.0512820512820512,3634680,Pacific High,67876,San Bernardino City Unified,36,San Bernardino,28871.006391456922,Traditional,1218,950,0.7799671592775042,9,12,1175,53.99,42.93,4.32,1289.0,50,162,11,1018,*,35438,"55,608",415,8204,229.0,5966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,1489,3635844,6092.0,508.0,0.0833880499015101,3635844,San Bernardino High,67876,San Bernardino City Unified,36,San Bernardino,28871.006391456922,Traditional,1639,1287,0.785234899328859,9,12,1589,75.51,58.57,6.11,1829.0,59,178,11,1525,*,35438,"55,608",463,11155,278.0,7878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,1532,3636081,6960.0,496.0,0.0712643678160919,3636081,San Gorgonio High,67876,San Bernardino City Unified,36,San Bernardino,28871.006391456922,Traditional,1605,1172,0.7302180685358255,9,12,1570,76.96,62.77,6.07,1821.0,108,186,44,1400,*,35438,"55,608",498,12374,351.0,9438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,241,4130027,308.0,36.0,0.1168831168831168,4130027,Pilarcitos Alternative High (Continuation),68890,Cabrillo Unified,41,San Mateo,52087.724041765796,Continuation School,36,22,0.6111111111111112,9,12,19,0.93,0.51,0.37,41.0,12,*,*,28,*,67870,"146,507",13,181,8.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,794,4132817,3416.0,224.0,0.0655737704918032,4132817,Half Moon Bay High,68890,Cabrillo Unified,41,San Mateo,52087.724041765796,Traditional,1039,339,0.3262752646775746,9,12,1000,45.33,40.11,0.38,1085.0,435,*,16,559,*,67870,"146,507",297,6199,189.0,4780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,242,3638509,9328.0,120.0,0.0128644939965694,3638509,Yucaipa High,67959,Yucaipa-Calimesa Joint Unified,36,San Bernardino,19437.41725929054,Traditional,2865,1121,0.3912739965095986,9,12,2787,115.32,94.83,6.33,2943.0,1485,43,45,1286,14,35438,"76,167",677,16655,474.0,13407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,853,3633351,1540.0,196.0,0.1272727272727272,3633351,Green Valley High,67959,Yucaipa-Calimesa Joint Unified,36,San Bernardino,19437.41725929054,Continuation School,136,103,0.7573529411764706,9,12,110,9.69,7.37,1.92,202.0,104,*,*,81,*,35438,"76,167",62,428,43.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,244,4334850,3452.0,1160.0,0.33603707995365,4334850,Mt. Madonna High,69484,Gilroy Unified,43,Santa Clara,37988.77558237623,Continuation School,177,129,0.7288135593220338,9,12,165,8.43,8.26,0.0,305.0,18,*,*,277,*,69431,"117,168",31,533,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,722,118380,5428.0,176.0,0.032424465733235,118380,Christopher High,69484,Gilroy Unified,43,Santa Clara,37988.77558237623,Traditional,1708,537,0.3144028103044496,9,12,1670,72.07,59.77,11.51,1779.0,370,30,79,1129,*,69431,"117,168",270,7881,221.0,6560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,1613,4332839,5452.0,360.0,0.066030814380044,4332839,Gilroy High,69484,Gilroy Unified,43,Santa Clara,37988.77558237623,Traditional,1753,856,0.4883057615516258,9,12,1722,78.04,65.68,10.56,1831.0,239,24,28,1428,*,69431,"117,168",283,8213,211.0,6599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,1719,114496,964.0,12.0,0.0124481327800829,114496,Dr. TJ Owens Gilroy Early College Academy,69484,Gilroy Unified,43,Santa Clara,37988.77558237623,Traditional,289,98,0.3391003460207612,9,12,286,10.31,10.31,0.0,301.0,60,*,52,154,*,69431,"117,168",109,3033,72.0,2150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,246,107797,8344.0,100.0,0.0119846596356663,107797,Heritage High,61721,Liberty Union High,7,Contra Costa,13678.764188774467,Traditional,2618,385,0.1470588235294117,9,12,2567,107.51,99.34,4.42,2742.0,1071,261,217,743,11,54897,"121,803",648,18726,461.0,13769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,259,730457,8572.0,52.0,0.0060662622491833,730457,Freedom High,61721,Liberty Union High,7,Contra Costa,13678.764188774467,Traditional,2538,649,0.2557131599684791,9,12,2480,111.33,95.19,7.94,2541.0,746,262,92,1184,*,54897,"121,803",641,18726,450.0,13519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,277,730572,1640.0,164.0,0.1,730572,Independence High,61721,Liberty Union High,7,Contra Costa,13678.764188774467,Alternative School of Choice,176,45,0.2556818181818182,9,12,159,11.69,10.1,1.58,264.0,131,16,*,95,*,54897,"121,803",238,1567,141.0,829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,1001,733980,8440.0,252.0,0.0298578199052132,733980,Liberty High,61721,Liberty Union High,7,Contra Costa,13678.764188774467,Traditional,2779,528,0.1899964015833033,9,12,2659,125.39,109.63,9.53,2803.0,1176,163,101,1038,28,54897,"121,803",690,19517,469.0,14382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,1005,733998,2172.0,388.0,0.1786372007366482,733998,La Paloma High (Continuation),61721,Liberty Union High,7,Contra Costa,13678.764188774467,Continuation School,164,77,0.4695121951219512,9,12,123,11.0,9.7,1.3,268.0,73,42,*,132,*,54897,"121,803",85,807,70.0,657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,247,1434901,176.0,0.0,0.0,1434901,Lone Pine High,63289,Lone Pine Unified,14,Inyo,93662.79681818181,Traditional,119,59,0.4957983193277311,9,12,115,7.17,4.11,2.27,111.0,21,*,*,68,12,41156,"35,811",54,512,25.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,255,730440,588.0,88.0,0.1496598639455782,730440,Vicente Martinez High,61739,Martinez Unified,7,Contra Costa,50448.69241846675,Continuation School,65,33,0.5076923076923077,9,12,55,4.19,2.11,2.08,95.0,43,*,*,33,*,54897,"113,257",71,486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,270,730549,3616.0,48.0,0.0132743362831858,730549,Alhambra Senior High,61739,Martinez Unified,7,Contra Costa,50448.69241846675,Traditional,1163,301,0.2588134135855546,9,12,1126,52.99,41.05,7.29,1246.0,544,31,42,418,*,54897,"113,257",302,7399,201.0,5576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,257,3630423,7620.0,336.0,0.0440944881889763,3630423,Apple Valley High,75077,Apple Valley Unified,36,San Bernardino,20995.161185789726,Traditional,2178,1059,0.4862258953168044,9,12,2106,87.48,67.76,15.58,2204.0,882,135,51,1069,*,35438,"63,031",524,11780,295.0,8865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,361,3630894,5244.0,164.0,0.0312738367658276,3630894,Granite Hills High,75077,Apple Valley Unified,36,San Bernardino,20995.161185789726,Traditional,1805,1105,0.6121883656509696,9,12,1741,72.71,53.59,8.78,1745.0,515,214,31,930,*,35438,"63,031",511,8857,224.0,6664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,265,107920,6152.0,136.0,0.0221066319895968,107920,Lakeside High,75176,Lake Elsinore Unified,33,Riverside,21338.47638003245,Traditional,1761,1009,0.5729699034639409,9,12,1728,83.76,78.85,0.0,1877.0,287,60,23,1416,*,35590,"82,179",417,11703,287.0,8757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,821,3330115,6276.0,20.0,0.0031867431485022,3330115,Ortega High,75176,Lake Elsinore Unified,33,Riverside,21338.47638003245,Continuation School,455,277,0.6087912087912087,9,12,368,17.99,9.5,5.49,739.0,138,27,*,525,*,35590,"82,179",88,1364,46.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,916,3330487,6448.0,36.0,0.0055831265508684,3330487,Temescal Canyon High,75176,Lake Elsinore Unified,33,Riverside,21338.47638003245,Traditional,2161,896,0.4146228597871356,9,12,2137,92.28,86.86,0.6,2280.0,643,119,68,1254,*,35590,"82,179",509,13997,345.0,10394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,1377,3332350,5988.0,164.0,0.0273881095524382,3332350,Elsinore High,75176,Lake Elsinore Unified,33,Riverside,21338.47638003245,Traditional,2105,1089,0.5173396674584323,9,12,2075,92.03,83.47,2.1,2273.0,609,102,33,1356,*,35590,"82,179",476,13498,317.0,9923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,269,4130217,5340.0,116.0,0.0217228464419475,4130217,Aragon High,69047,San Mateo Union High,41,San Mateo,29268.815937920568,Traditional,1757,273,0.1553784860557769,9,12,1733,76.14,64.99,6.42,1756.0,481,*,442,465,*,67870,"142,397",547,13574,301.0,8950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,335,4130472,4732.0,92.0,0.0194420963651732,4130472,Burlingame High,69047,San Mateo Union High,41,San Mateo,29268.815937920568,Traditional,1530,181,0.1183006535947712,9,12,1449,71.82,59.42,4.53,1558.0,708,*,309,313,*,67870,"142,397",412,11753,255.0,7395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,391,4130738,5096.0,104.0,0.0204081632653061,4130738,Capuchino High,69047,San Mateo Union High,41,San Mateo,29268.815937920568,Traditional,1123,335,0.2983081032947462,9,12,1058,59.19,47.78,7.29,1219.0,212,15,140,586,*,67870,"142,397",479,9412,224.0,5939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,855,4133070,5936.0,232.0,0.0390835579514824,4133070,Hillsdale High,69047,San Mateo Union High,41,San Mateo,29268.815937920568,Traditional,1647,351,0.2131147540983606,9,12,1614,89.03,74.22,8.53,1714.0,560,17,276,595,*,67870,"142,397",625,14070,300.0,7843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,969,135814,2220.0,316.0,0.1423423423423423,135814,Peninsula High (Continuation),69047,San Mateo Union High,41,San Mateo,29268.815937920568,Continuation School,173,89,0.5144508670520231,9,12,155,14.15,9.9,4.21,254.0,19,*,*,194,*,67870,"142,397",59,1115,32.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,1236,4134557,3656.0,68.0,0.0185995623632385,4134557,Mills High,69047,San Mateo Union High,41,San Mateo,29268.815937920568,Traditional,1156,229,0.1980968858131488,9,12,1134,55.52,50.26,2.03,1194.0,157,*,545,236,*,67870,"142,397",332,8550,210.0,5905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,1508,129759,1580.0,40.0,0.0253164556962025,129759,Design Tech High,69047,San Mateo Union High,41,San Mateo,29268.815937920568,Traditional,562,36,0.0640569395017793,9,12,554,21.6,16.38,5.2,562.0,253,*,132,76,*,67870,"142,397",91,2385,89.0,2359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,1641,4136370,6096.0,552.0,0.0905511811023622,4136370,San Mateo High,69047,San Mateo Union High,41,San Mateo,29268.815937920568,Traditional,1669,584,0.3499101258238466,9,12,1624,85.4,68.59,11.2,1716.0,329,15,381,762,*,67870,"142,397",580,15410,310.0,8727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,271,3032505,6288.0,128.0,0.0203562340966921,3032505,Fullerton Union High,66514,Fullerton Joint Union High,30,Orange,11058.65885127104,Traditional,1944,953,0.4902263374485596,9,12,1901,74.58,65.7,7.86,1977.0,375,32,105,1287,*,43800,"92,131",386,11604,308.0,9362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,458,3033362,7548.0,104.0,0.0137784843667196,3033362,La Habra High,66514,Fullerton Joint Union High,30,Orange,11058.65885127104,Traditional,2034,913,0.4488692232055064,9,12,1992,85.57,74.03,4.11,2157.0,335,39,30,1678,*,43800,"92,131",412,11950,315.0,9836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,515,3033610,4728.0,868.0,0.1835871404399323,3033610,La Vista High (Continuation),66514,Fullerton Joint Union High,30,Orange,11058.65885127104,Continuation School,361,227,0.628808864265928,9,12,321,19.31,18.13,1.12,698.0,33,12,18,619,*,43800,"92,131",105,2132,8.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,1292,3037090,6560.0,48.0,0.0073170731707317,3037090,Sonora High,66514,Fullerton Joint Union High,30,Orange,11058.65885127104,Traditional,1697,729,0.4295816146140248,9,12,1676,70.27,63.13,3.08,1801.0,297,30,134,1278,*,43800,"92,131",394,10699,250.0,8083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,1345,3037348,8104.0,100.0,0.0123395853899308,3037348,Sunny Hills High,66514,Fullerton Joint Union High,30,Orange,11058.65885127104,Traditional,2422,824,0.3402146985962014,9,12,2379,85.47,79.82,3.6,2435.0,347,36,949,831,*,43800,"92,131",436,13694,364.0,11559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
