,Dcode,avg_dropout_rate,total_fund,CO Code,District,EDP 365,Current Expense ADA,Current Expense Per ADA,LEA Type,TOTALREV,TFEDREV,C14,C15,C16,C17,C19,B11,C20,C25,C36,B10,B12,B13,TSTREV,C01,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C24,C35,C38,C39,TLOCREV,T02,T06,T09,T15,T40,T99,D11,D23,A07,A08,A09,A11,A13,A15,A20,A40,U11,U22,U30
298,73783,1.4475,58959272.38,9,BLACK OAK MINE UNIF SCH DIST,"11,758,400.93",977.58,"12,028.07",Unified,16215,772,160,102,30,0,9,0,190,288,0,0,0,23,6946,4840,12,0,78,0,0,0,21,0,0,1614,0,0,381,0,8497,0,7176,0,0,0,0,248,0,0,39,80,0,0,0,133,7,0,94,0
299,73791,7.89014598540146,1294149392.67,37,SAN MARCOS UNIFIED SCH DIST,"226,996,969.20","20,100.82","11,292.92",Unified,289545,14100,2958,4057,502,0,112,396,1208,5369,0,0,0,0,159484,122107,112,0,1495,0,0,9,335,0,0,28625,0,0,6801,0,115961,0,59449,0,0,0,6553,10451,26753,0,0,1936,0,0,0,36,221,0,2922,0
300,73825,12.267567567567568,247444774.19,27,NORTH MONTEREY CO UNIFIED SCHOOL DISTRICT,"57,712,048.34","4,320.11","13,358.93",Unified,71506,6383,1726,823,46,0,34,273,840,2687,0,0,0,0,41109,31662,37,0,304,0,0,0,194,0,0,7157,0,0,1755,0,24014,0,20281,0,0,0,0,2097,0,0,0,64,0,0,0,39,38,0,591,0
301,73858,11.625,27914782.64,36,BAKER VALLEY UNIF SCH DIST,"2,836,031.04",129.60,"21,882.96",Unified,2934,100,57,25,8,0,0,0,18,0,0,0,0,0,616,223,2,0,10,0,0,0,0,0,0,315,0,0,66,0,2218,0,1974,0,0,0,0,66,0,0,0,6,0,0,0,0,0,0,100,0
302,73866,27.160000000000004,18591114.92,23,POTTER VALLEY CMTY. UNIF. SCH. DIST.,"3,995,787.29",246.72,"16,195.64",Unified,4883,347,114,48,14,0,3,0,35,144,0,0,0,3,2522,1778,4,0,18,0,0,8,7,0,0,603,0,0,104,0,2014,0,1379,0,0,0,0,360,0,0,0,18,0,0,0,0,1,0,30,0
303,73890,4.036111111111111,112282735.41,36,SILVER VLY UNIFIED SCHOOL DIST,"30,307,581.43","2,033.86","14,901.51",Unified,36739,11205,494,490,77,0,0,0,552,697,0,8972,0,0,21655,17480,18,0,147,0,0,0,49,0,0,3186,0,0,775,0,3879,0,2312,0,0,0,0,1050,0,0,0,273,0,0,0,0,31,0,136,0
304,73908,14.913461538461538,249949887.27,15,MCFARLAND UNIFIED SCHOOL DIST,"41,739,885.55","3,306.93","12,621.94",Unified,58454,5557,2191,625,267,0,43,219,291,2163,0,0,0,25,39924,31696,24,0,247,0,0,7,159,745,0,5935,0,0,1111,0,12973,0,9378,0,0,0,0,1664,378,0,0,35,0,0,0,1,3,0,608,0
305,73916,93.01666666666667,33923591.56,23,LAYTONVILLE UNIFIED SCHOOL DST,"5,637,158.67",334.07,"16,874.18",Unified,6953,494,178,76,20,0,0,0,22,143,0,50,17,8,2599,1771,6,0,25,0,0,0,11,0,0,630,0,0,156,0,3860,0,3106,0,0,0,0,492,0,0,0,21,0,0,0,0,21,0,68,0
306,73924,1.2227272727272727,815437291.06,30,LOS ALAMITOS UNIF SCH DIST,"108,644,810.37","9,470.12","11,472.38",Unified,125736,6313,287,1625,24,0,24,24,73,748,0,3532,0,0,55256,35610,49,5321,699,0,0,0,45,0,0,10011,0,0,3521,0,64167,0,51993,0,0,0,0,196,829,0,0,1669,0,0,0,1,202,0,1685,0
307,73932,17.72,213029295.21,16,REEF SUNSET UNIFIED SCHOOL DISTRICT,"33,543,580.55","2,550.86","13,149.91",Unified,41741,3391,1158,129,216,0,21,143,65,1875,0,0,0,0,33396,27790,21,0,190,0,0,8,116,0,0,4373,0,0,898,0,4954,0,2707,0,0,0,0,748,315,0,0,4,0,0,0,0,0,0,444,0
308,73957,7.1238636363636365,343021843.19,36,SNOWLINE JOINT UNIF SCH DIST,"87,666,436.84","6,985.67","12,549.47",Unified,100539,6011,1414,1415,219,0,54,91,256,2781,0,0,0,0,79479,65370,44,0,517,0,0,14,198,0,0,10687,0,0,2649,0,15049,0,8343,0,0,0,0,1628,2129,0,138,352,0,0,0,1,220,0,631,0
309,73965,12.462195121951218,1007996185.9599999,10,CENTRAL UNIFIED SCHOOL DIST,"174,390,715.01","14,932.98","11,678.23",Unified,229503,17740,5679,2860,639,0,169,249,924,7859,0,0,0,0,169715,137696,108,0,1108,0,0,26,548,2148,0,23049,0,0,5032,0,42048,0,26361,0,0,0,0,5608,177,0,0,262,0,0,0,48,45,0,1785,0
310,73973,9.135616438356164,213460203.53,34,CENTER FOR ADVANCED RESEARCH AND TECHNOLOGY,"50,745,057.83","4,013.33","12,644.13",Unified,4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4492,0,0,0,0,0,0,537,3888,0,0,0,0,0,0,30,0,0,32,0
311,73981,8.08904109589041,124989048.08,3,AMADOR CO UNIF SCH DIST,"36,092,488.90","3,775.31","9,560.14",Unified,49778,2059,759,0,158,0,28,0,141,1080,0,0,0,51,18223,11112,24,0,277,0,0,21,83,0,0,5672,0,0,1034,0,29496,0,26561,0,0,0,0,0,14,0,0,388,0,0,0,0,13,0,177,0
312,73999,4.884615384615385,376865002.54,10,KERMAN UNIF SCH DIST,"55,517,150.47","5,018.86","11,061.71",Unified,74615,6170,2082,979,257,0,57,172,339,2541,0,0,0,0,56724,50203,34,0,340,0,0,22,234,0,0,4269,0,0,1622,0,11721,0,7683,0,0,0,0,1671,1,0,0,379,0,0,0,0,0,0,965,0
313,75010,91.90975609756099,33349462.0,42,CUYAMA JT UNIFIED SCH DIST,"3,462,449.03",186.65,"18,550.49",Unified,7357,184,54,0,4,0,0,0,0,127,0,0,0,3,3030,2472,3,0,12,0,0,2,10,0,0,436,0,0,95,0,4143,0,3229,0,0,0,0,0,0,0,0,16,0,0,0,0,60,0,73,0
314,75036,5.021428571428571,26205296.78,18,FORT SAGE UNIFIED SCHOOL DISTRICT,"2,312,850.40",124.13,"18,632.49",Unified,3811,173,33,0,1,0,1,0,52,66,0,0,0,21,3042,2607,2,0,11,0,0,7,5,0,0,330,0,0,80,0,596,0,415,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,77,0
315,75044,12.498254364089776,1096240992.82,36,HESPERIA UNIF SCHOOL DISTRICT,"252,991,214.01","20,624.51","12,266.53",Unified,305927,24319,8125,3691,97,0,213,148,1471,10671,0,0,0,0,246630,207965,166,0,1515,0,0,0,787,0,0,28892,0,0,7305,0,34978,0,8448,0,0,0,0,2456,9575,0,0,619,0,0,0,6,676,0,1825,0
316,75051,20.637962962962963,98564954.89999999,36,LUCERNE VALLEY UNIFIED SCH DT,"11,263,609.30",695.63,"16,191.95",Unified,13623,1122,483,137,108,0,13,0,42,447,0,0,0,0,9878,8181,9,0,50,0,0,14,26,0,0,1284,0,0,314,0,2623,0,2397,0,0,0,0,0,0,0,0,29,0,0,0,0,15,0,40,0
317,75069,12.29620253164557,497842720.86,36,UPLAND UNIF SCHOOL DISTRICT,"119,512,502.99","10,195.74","11,721.81",Unified,141497,10125,3769,1845,382,0,80,111,922,3398,0,0,0,0,87744,72132,63,0,749,0,0,0,347,0,0,10956,0,0,3497,0,43628,0,26398,0,0,0,0,3981,6949,0,0,986,0,0,0,1588,525,0,635,0
318,75077,9.51694214876033,563637742.02,36,APPLE VALLEY UNIF SCH DIST,"157,161,110.73","12,378.06","12,696.75",Unified,179866,14963,5988,2018,629,0,144,253,1325,5235,0,0,0,0,141119,112242,84,0,904,0,0,6,396,0,0,23934,0,0,3553,0,23784,0,16450,0,0,0,0,0,3570,0,0,0,0,0,0,0,150,0,789,0
319,75085,3.9166666666666665,763204668.08,31,ROCKLIN UNIF SCHOOL DISTRICT,"127,901,296.11","11,589.79","11,035.69",Unified,166805,4287,705,2043,146,0,45,46,357,1091,0,0,0,0,84622,63566,70,31,873,0,0,0,70,0,0,15954,0,0,4058,0,77896,0,66848,0,0,0,339,0,2312,0,158,1702,0,0,0,425,158,0,1177,0
320,75093,9.674285714285714,1557262068.3799999,1,DUBLIN UNIF SCH DISTRICT,"122,537,246.11","11,769.85","10,411.11",Unified,179202,2239,178,1362,56,0,0,135,54,510,0,0,0,0,73992,53137,49,0,760,0,0,0,6,1,0,16056,0,0,3983,0,102971,0,76794,0,0,0,1804,5130,0,67,0,2308,0,0,0,0,478,0,4351,0
321,75101,4.827272727272728,968048498.32,1,PLEASANTON UNIFIED SCH DIST,"165,366,882.26","14,502.94","11,402.30",Unified,222385,4831,247,3023,182,0,47,276,533,705,0,0,0,0,109131,59024,73,19741,1066,0,0,0,42,0,0,23804,0,0,5381,0,108423,0,86447,0,0,0,0,564,0,10,0,3769,0,0,0,612,0,0,2097,0
322,75127,20.53611111111111,322102070.8,10,MENDOTA UNIFIED SCHOOL DIST,"40,020,598.57","3,330.32","12,017.04",Unified,73601,6135,2111,319,203,0,43,370,527,2765,0,0,0,0,60500,36611,21,0,234,0,0,27,226,17461,0,4854,0,0,1066,0,6966,0,5498,0,0,0,0,0,1,0,0,161,0,0,0,0,0,0,781,0
323,75168,0.0,100822998.44,15,EL TEJON UNIFIED SCH DIST,"8,625,448.99",684.41,"12,602.75",Unified,11325,791,274,132,34,0,9,2,130,244,0,0,0,0,5567,4196,7,0,43,0,0,5,14,0,0,1081,0,0,221,0,4967,0,4116,0,0,0,0,201,0,0,0,19,0,0,0,226,0,0,201,0
324,75176,4.07887323943662,1111260959.0,33,LAKE ELSINORE UNIF SCHOOL DIST,"246,377,365.60","20,092.33","12,262.26",Unified,299469,21593,7204,4059,656,0,168,294,1993,7868,0,0,0,7,200746,163795,153,0,1483,0,0,7,602,2,0,27148,0,0,7556,0,77130,0,40058,0,0,0,0,11120,8244,0,284,1225,0,0,0,0,399,0,1598,0
325,75192,4.44235668789809,1578609795.31,33,TEMECULA VALLEY UNIF SCHOOL DIST,"282,842,860.92","26,622.22","10,624.32",Unified,367281,13626,3454,4928,623,0,146,139,1492,3467,0,0,0,0,220293,164989,154,15252,1992,0,0,0,256,0,0,28405,0,0,9245,0,133362,0,83569,0,0,0,0,0,25402,0,218,3102,0,0,0,4674,494,0,3461,0
326,75200,2.055725190839695,941656808.35,33,MURRIETA VALLEY UNIF SCH DIST,"239,474,229.09","22,088.73","10,841.47",Unified,300765,13570,1758,5295,456,0,114,28,2286,4075,0,0,0,14,179037,144928,139,0,1631,0,0,0,311,0,0,24226,0,0,7802,0,108158,0,69934,0,0,0,0,12368,3464,0,281,3590,0,0,378,0,506,0,1484,0
327,75234,3.7625,103897135.18,10,GOLDEN PLAINS UNIFIED SCH DIST,"23,921,080.97","1,546.63","15,466.58",Unified,27202,3065,1075,277,118,0,22,37,199,1455,0,0,0,0,17457,14641,17,0,82,0,0,8,117,0,0,1947,0,0,645,0,6680,0,5433,0,0,0,0,499,233,0,0,36,0,0,0,0,56,0,201,0
328,75242,6.5680327868852455,1852076837.25,33,VAL VERDE UNIFIED SCHOOL DISTRICT,"235,133,285.57","19,342.17","12,156.51",Unified,490494,75568,5892,55554,529,0,174,278,2842,10825,0,0,0,3,337091,179244,130,108814,1438,0,0,11,718,0,0,39539,0,0,7197,0,77835,0,34735,0,0,0,0,26003,8464,0,0,479,0,0,0,80,324,0,2871,0
329,75275,3.3777777777777778,48964273.53,10,SIERRA UNIFIED SCHOOL DISTRICT,"17,211,194.94","1,194.08","14,413.77",Unified,19112,1456,349,315,48,0,1,0,382,41,0,177,39,152,8388,5764,0,0,135,0,0,17,0,0,0,1956,0,0,516,0,9268,0,8077,0,0,0,0,396,1,26,0,138,0,0,0,123,41,0,61,0
330,75283,2.241509433962264,1011393387.94,34,NATOMAS UNIFIED SCHOOL DIST,"122,032,772.60","9,753.65","12,511.50",Unified,201610,8727,1773,2553,395,0,80,40,97,4108,0,0,0,76,127069,101379,72,0,922,0,0,0,257,0,0,19977,0,0,4462,0,65814,0,47426,0,0,0,0,1782,15,0,0,967,0,0,0,0,383,0,2376,0
331,75291,22.45897435897436,279782447.21,19,SAN GABRIEL UNIFIED SCHOOL DIST,"62,011,475.72","4,816.76","12,874.11",Unified,76470,5208,1365,1344,142,0,77,166,316,1940,0,0,0,0,45610,37763,41,0,362,0,0,0,114,0,0,5517,0,0,1813,0,25652,0,20260,0,0,0,0,2914,200,0,0,387,0,0,0,0,146,0,531,0
332,75333,0.26,687200816.98,19,MANHATTAN BEACH UNIFIED SCH DIST,"87,391,823.60","6,310.70","13,848.20",Unified,117236,2398,141,1898,69,0,0,0,10,349,0,0,0,0,27065,13024,50,2821,463,0,0,0,9,0,0,8177,0,0,2521,0,87773,0,59532,0,0,0,2392,2718,0,0,0,2003,0,0,0,4824,1769,0,2138,0
333,75341,16.769565217391303,513349424.88,19,REDONDO BEACH UNIFIED SCH DT,"103,289,495.22","9,632.86","10,722.62",Unified,139858,5538,445,2441,214,0,22,121,1559,950,0,0,0,0,56132,38902,62,3987,710,0,0,0,53,0,0,8980,0,0,3438,0,78188,0,59378,0,0,0,0,178,605,614,0,1306,0,0,0,0,996,0,917,0
334,75366,0.7374999999999999,170247880.97,24,DELHI UNIFIED SCHOOL DISTRICT,"32,689,459.85","2,465.10","13,260.91",Unified,39093,3127,1045,428,104,0,18,99,90,1447,0,0,0,0,31803,25479,21,606,241,0,0,3,107,0,0,4382,0,0,964,0,4163,0,3513,0,0,0,0,4,0,0,0,89,0,0,0,40,2,0,166,0
335,75374,0.0,22402691.9,12,FERNDALE UNIFIED SCHOOL DISTRICT,"6,593,766.84",450.64,"14,632.01",Unified,7148,468,226,91,0,0,0,0,49,102,0,0,0,0,4493,3386,4,0,33,0,0,17,81,0,0,810,0,0,162,0,2187,0,1916,0,0,0,0,170,0,0,0,28,0,0,0,0,0,0,41,0
336,75382,58.3,21490338.6,12,MATTOLE UNIFIED SCHOOL DISTRICT,"1,699,397.98",48.79,"34,830.87",Unified,1923,39,0,31,1,0,0,0,0,8,0,0,0,0,1009,458,1,0,4,0,0,0,1,0,0,511,0,0,34,0,875,0,742,0,0,0,0,38,0,0,0,11,0,0,0,0,0,0,68,0
337,75408,0.7928571428571428,100269056.33,10,RIVERDALE JOINT UNIFIED SCHOOL DISTRICT,"20,726,992.18","1,506.65","13,757.01",Unified,24836,2113,664,282,69,0,0,87,129,951,0,0,0,0,16819,13857,11,0,111,0,0,14,71,0,0,2237,0,0,518,0,5904,0,4532,0,0,0,0,667,1,0,0,71,0,0,0,0,4,0,269,0
338,75416,32.72727272727273,21306702.03,37,WARNER UNIFIED SCHOOL DISTRICT,"4,095,062.81",180.97,"22,628.41",Unified,5144,487,79,44,10,0,2,0,44,132,0,175,11,0,2917,2372,3,0,12,0,0,8,64,0,0,357,0,0,101,0,1740,0,1408,0,0,0,0,0,3,0,0,3,0,0,0,0,1,0,38,0
339,75440,5.012962962962963,315445605.08,27,SOLEDAD UNIFIED SCHOOL DISTRICT,"60,495,166.91","4,622.05","13,088.38",Unified,77561,5854,1142,1157,133,0,32,216,561,2746,0,0,0,0,54554,45286,41,0,319,0,0,19,199,0,0,6883,0,0,1807,0,17153,0,10922,0,0,0,0,2413,686,7,0,34,0,0,0,10,1,0,594,0
340,75457,6.633750000000001,375140515.0,40,PASO ROBLES JOINT UNIFIED SCHOOL DISTRICT,"78,893,149.23","6,433.66","12,262.56",Unified,94356,5159,1802,1215,209,0,53,171,519,1399,0,0,0,0,35353,19116,54,1,390,0,0,10,109,0,0,13403,0,0,2270,0,53844,0,46739,0,0,0,0,1539,1453,0,116,670,0,0,0,0,110,0,881,0
341,75465,4.116,56013516.11,40,COAST UNIFIED SCHOOL DISTRICT,"11,575,788.78",535.36,"21,622.44",Unified,15237,509,93,104,16,0,0,27,66,219,0,0,0,0,2125,802,9,0,43,0,0,7,17,0,0,903,0,0,344,0,12603,0,11747,0,0,0,0,255,0,0,0,48,0,0,0,0,54,0,116,0
342,75473,3.986111111111111,125823021.38,27,GONZALES UNIFIED SCHOOL DISTRICT,"30,370,795.07","2,257.99","13,450.37",Unified,35585,3178,1152,384,103,0,22,40,240,1340,0,0,0,0,20335,16146,18,0,165,0,0,11,99,0,0,2994,0,0,902,0,12072,0,9344,0,0,0,0,1005,990,12,4,11,0,0,0,5,15,0,309,0
343,75481,8.70625,118550172.95,11,ORLAND JOINT UNIFIED SCHOOL DISTRICT,"25,846,507.24","2,133.82","12,112.79",Unified,31588,2547,788,279,86,0,24,83,163,1194,0,0,0,16,21577,18029,15,0,158,0,0,20,93,0,0,2555,0,0,707,0,7464,0,6035,0,0,0,0,562,0,0,0,55,0,0,0,0,11,0,161,0
344,75499,9.627333333333333,953302232.92,39,TRACY JOINT UNIFIED SCHOOL DISTRICT,"162,366,066.49","13,971.60","11,621.15",Unified,203780,11329,3459,2491,344,0,113,526,496,4217,0,0,27,0,133354,106421,92,0,1032,0,0,16,266,260,0,20428,0,0,4839,0,59097,0,44009,0,0,0,0,0,2921,1,107,1201,0,0,0,0,0,0,2334,0
345,75507,14.176315789473682,103245906.89999999,4,GRIDLEY UNIFIED SCHOOL DISTRICT,"23,369,909.91","1,981.06","11,796.67",Unified,28197,1919,461,230,56,0,19,36,280,889,0,0,0,4,21345,16835,15,764,141,0,0,18,61,0,0,2812,0,0,699,0,4933,0,3777,0,0,0,0,220,301,0,0,98,0,0,0,0,11,0,201,0
346,75515,10.772159090909092,226718948.02,12,EUREKA CITY UNIFIED SCHOOL DISTRICT,"42,610,085.71","3,387.66","12,578.03",Unified,56785,6244,1438,721,170,0,57,74,1815,1973,0,0,91,75,29635,21933,35,0,250,0,0,17,127,0,0,6106,0,0,1167,0,20906,0,17258,0,0,0,0,1186,1048,7,0,109,0,0,0,0,17,0,425,0
347,75580,12.811764705882354,85082489.52,20,GOLDEN VALLEY UNIFIED SCHOOL DISTRICT,"21,014,692.99","1,917.59","10,958.91",Unified,28254,864,242,123,46,0,11,11,26,451,0,0,0,0,16522,13276,14,0,144,0,0,19,35,0,0,2419,0,0,615,0,10868,0,7409,0,0,0,230,433,0,0,0,316,0,0,0,0,0,0,108,0
348,75598,4.905263157894737,121437978.3,10,CARUTHERS UNIFIED SCHOOL DISTRICT,"18,017,826.49","1,443.35","12,483.34",Unified,24594,2454,619,270,0,0,0,26,32,1507,0,0,0,0,17248,14662,0,0,95,0,0,12,104,0,0,1867,0,0,508,0,4892,0,3225,0,0,0,0,1245,0,0,0,7,0,0,0,2,31,0,303,0
349,75606,2.5637254901960786,99658784.31,20,CHAWANAKEE JOINT UNIFIED SCHOOL DISTRICT,"9,028,332.83",693.51,"13,018.32",Unified,33902,689,180,69,39,0,9,0,52,299,0,0,38,42,11525,9359,10,0,82,0,0,24,23,0,0,1640,0,0,387,0,21688,0,4680,0,0,0,0,242,0,0,0,117,0,0,0,5,24,0,92,0
350,75713,8.113709677419354,1542189271.59,19,ALHAMBRA UNIFIED SCHOOL DISTRICT,"210,900,295.93","15,966.72","13,208.74",Unified,319149,32429,4936,18397,856,0,205,480,2307,6104,0,0,0,0,208034,134984,157,214,1177,0,0,0,379,0,0,64735,0,0,6388,0,78686,0,47048,0,0,0,0,13912,5847,0,112,1023,0,0,0,3,424,0,2303,0
351,76414,14.683582089552239,78472589.29,20,YOSEMITE UNIFIED SCHOOL DISTRICT,"18,536,563.22","1,451.42","12,771.33",Unified,23569,1441,626,131,34,0,11,0,182,428,0,0,0,63,13214,10049,15,0,169,0,0,3,33,0,0,2422,0,0,523,0,8914,0,8205,0,0,0,0,0,0,0,0,141,0,0,0,0,7,0,130,0
352,76505,22.014427860696518,1799754523.09,34,TWIN RIVERS UNIFIED SCHOOL DISTRICT,"340,385,281.10","24,149.91","14,094.68",Unified,432046,42991,14581,6314,1836,0,422,1251,1046,19199,0,0,0,178,303971,239497,207,0,1782,0,0,9,1273,0,0,51479,0,0,9724,0,85084,0,63098,0,0,0,0,2695,5267,0,0,95,0,0,0,229,343,3988,2465,0
353,76562,7.010714285714286,40093587.12,11,HAMILTON UNIFIED SCHOOL DISTRICT,"7,881,946.74",687.79,"11,459.82",Unified,9661,728,186,0,25,0,7,18,93,422,0,0,0,2,7099,6096,4,0,51,0,0,20,28,0,0,652,0,0,248,0,1834,0,1618,0,0,0,0,13,0,2,0,32,0,0,0,0,0,0,44,0
354,76687,19.34468085106383,75224438.05,14,BISHOP UNIFIED SCHOOL DISTRICT,"22,035,265.35","1,862.56","11,830.63",Unified,25414,2733,294,470,50,0,0,26,5,431,0,1353,116,38,8640,6291,5,300,132,0,0,9,32,0,0,1193,0,0,678,0,14041,0,12675,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,86,0
355,76760,1.6,352692296.05,39,LAMMERSVILLE JOINT UNIFIED SCHOOL DISTRICT,"52,688,591.97","5,198.23","10,135.87",Unified,77309,1401,259,517,48,0,0,77,0,548,0,0,0,0,39571,34996,22,0,381,0,0,0,35,0,0,4137,0,0,0,0,36337,0,22479,0,0,0,0,756,0,0,0,1010,0,0,0,23,377,0,423,0
356,76778,20.86913580246914,150394459.77,10,WASHINGTON UNIFIED SCHOOL DISTRICT,"34,915,218.23","2,461.02","14,187.30",Unified,44926,4689,1884,535,153,0,61,160,410,1639,0,0,0,0,31459,25320,18,0,176,0,0,16,121,0,0,4908,0,0,900,0,8778,0,4268,0,0,0,0,779,1631,0,0,0,0,0,0,10,22,0,241,0
357,76786,5.807258064516129,1217206821.76,42,SANTA BARBARA UNIFIED SCHOOL DISTRICT,"166,324,897.83","12,603.35","13,196.88",Unified,214817,12677,2574,2903,349,0,100,545,908,5647,0,0,0,0,42902,14932,90,0,956,0,0,0,496,432,0,20812,0,0,5184,0,159238,0,131500,0,0,0,0,0,10437,0,0,2413,0,0,0,524,531,0,3001,0
358,76851,16.96875,91012770.52,37,BONSALL UNIFIED SCHOOL DISTRICT,"25,237,742.54","2,616.76","9,644.65",Unified,32896,2349,502,593,49,0,0,37,48,391,0,738,40,0,14260,10010,17,0,175,0,0,0,29,0,0,3242,0,0,787,0,16287,0,12208,0,0,0,0,1837,1,0,108,180,0,0,0,0,5,0,141,0
359,76869,8.296666666666667,199782300.69,19,WISEBURN UNIFIED SCHOOL DISTRICT,"28,145,161.09","2,446.43","11,504.58",Unified,47983,1400,391,472,52,0,0,32,98,407,0,0,0,0,19007,14294,18,995,179,0,0,0,26,0,0,2565,0,0,930,0,27576,0,19062,0,0,0,1982,0,1894,0,0,419,0,0,0,2170,268,0,436,0
360,76976,13.745714285714286,77588130.24,17,UPPER LAKE UNIFIED SCHOOL DISTRICT,"10,287,378.07",760.23,"13,531.93",Unified,12734,1300,345,172,44,0,12,0,97,510,0,38,0,126,7857,6168,8,0,58,0,0,12,38,0,0,1297,0,0,276,0,3577,0,2605,0,0,0,0,351,96,0,1,2,0,0,0,0,0,0,117,0
