,Dcode,avg_dropout_rate,total_fund,CO Code,District,EDP 365,Current Expense ADA,Current Expense Per ADA,LEA Type,TOTALREV,TFEDREV,C14,C15,C16,C17,C19,B11,C20,C25,C36,B10,B12,B13,TSTREV,C01,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C24,C35,C38,C39,TLOCREV,T02,T06,T09,T15,T40,T99,D11,D23,A07,A08,A09,A11,A13,A15,A20,A40,U11,U22,U30
146,65607,16.525000000000002,47832447.19,23,ROUND VALLEY UNIFIED SCH DIST,"7,960,364.91",381.05,"20,890.60",Unified,9219,2614,273,78,21,0,6,0,52,226,0,1849,63,67,4803,3816,4,0,29,0,0,8,18,0,0,715,0,0,213,0,1802,0,1260,0,0,0,0,367,0,0,0,3,0,0,0,0,1,0,108,0
147,65615,7.037128712871287,310209289.35,23,UKIAH UNIFIED SCH DIST,"75,204,715.36","5,592.26","13,448.00",Unified,95125,7697,1888,1459,358,0,57,146,777,3130,0,138,98,4,55007,42433,49,0,345,0,0,14,262,0,0,9610,0,0,2294,0,32421,0,22830,0,0,0,0,4721,2945,99,0,89,0,0,0,56,7,0,269,0
148,65623,18.97906976744186,72003068.32,23,WILLITS UNIF SCH DIST,"20,169,877.18","1,402.11","14,385.37",Unified,23392,1780,426,409,67,0,16,18,219,691,0,0,0,1,13745,10438,17,0,105,0,0,9,62,0,0,2575,0,0,539,0,7867,0,6256,0,0,0,0,732,425,0,0,20,0,0,0,0,6,0,62,0
149,65698,1.825,109730268.94,24,HILMAR UNIFIED SCH DIST,"27,435,691.56","2,249.43","12,196.73",Unified,30109,1663,424,311,51,0,12,62,119,735,0,0,0,0,21134,16000,14,552,166,0,0,19,55,0,0,3506,0,0,822,0,7312,0,6177,0,0,0,0,50,0,0,0,164,0,0,0,0,0,0,131,0
150,65730,8.09047619047619,33554684.69,24,LE GRAND UNION HIGH SCHOOL DIST,"7,339,517.27",470.84,"15,588.13",High,9386,1256,535,77,34,0,22,8,343,271,0,0,0,0,5847,4251,6,116,35,0,0,18,19,0,0,1213,0,0,189,0,2283,0,1985,0,0,0,0,31,0,0,0,33,0,0,0,0,0,0,71,0
151,65755,5.194318181818182,580920243.7,24,LOS BANOS UNIFIED SCH DIST,"123,537,113.74","10,450.78","11,820.85",Unified,159281,11290,4001,2000,227,0,80,386,492,4331,0,0,0,0,117564,100716,72,2574,787,0,0,60,338,0,0,9324,0,0,3693,0,30427,0,16907,0,0,0,141,78,985,0,0,702,0,0,0,0,69,0,3067,0
152,65789,7.3587677725118485,607526731.93,24,MERCED UNION HIGH SCHOOL DIST,"137,544,105.40","9,945.13","13,830.30",High,175714,13449,5338,1567,439,0,334,99,2452,3590,0,0,0,69,126508,101312,73,2461,737,0,0,97,284,0,0,17568,0,0,3976,0,35757,0,25603,0,0,0,0,107,834,1,0,411,0,0,0,41,13,0,916,0
153,65979,89.13076923076923,6302779.17,27,BRADLEY UNION ELEM SCH DIST,"1,405,736.42",71.40,"19,688.19",Elementary,1342,35,0,8,1,0,0,0,14,13,0,0,0,0,891,741,1,0,6,0,0,0,1,0,0,109,0,0,33,0,416,0,370,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,20,0
154,65987,6.488372093023256,256935798.94,27,CARMEL UNIFIED SCH DIST,"56,264,100.31","2,359.12","23,849.61",Unified,68885,747,181,312,44,0,8,0,57,186,0,0,0,3,9432,2388,27,0,142,0,0,0,13,0,0,5172,0,0,1690,0,58706,0,54564,0,0,0,0,1067,2,67,105,516,0,0,0,1257,79,0,545,0
155,66068,10.208988764044944,248853656.22,27,SOUTH MONTEREY COUNTY JOINT UNION HIGH SCHOOL DISTRICT,"30,055,679.87","2,200.76","13,656.95",High,37632,2008,681,494,107,0,81,38,98,611,0,0,0,5,23927,20296,14,0,173,0,0,32,46,0,0,2524,0,0,842,0,11697,0,8382,0,0,0,0,1011,412,0,0,202,0,0,0,44,260,0,447,0
156,66092,9.96736111111111,1170681297.32,27,MONTEREY PENINSULA UNIF SCH DIST,"117,786,078.57","9,011.46","13,070.70",Unified,157398,11334,2184,1997,335,0,80,305,2087,3835,0,846,0,0,68140,50705,90,416,698,0,0,0,268,0,0,12295,0,0,3668,0,77924,0,56798,0,0,0,0,0,10364,7,72,588,0,0,0,320,520,0,2790,0
157,66134,6.7105263157894735,136411330.36,27,PACIFIC GROVE UNIFIED SCH DIST,"33,796,400.62","1,904.30","17,747.41",Unified,43231,900,135,395,33,0,18,16,158,178,0,0,0,0,8458,3020,16,0,179,0,0,0,12,0,0,4031,0,0,1200,0,33873,0,30043,0,0,0,1,854,0,245,15,429,0,0,0,0,263,0,248,0
158,66159,21.133333333333333,923847002.58,27,SALINAS UNION HIGH SCHOOL DIST,"190,887,922.52","14,887.63","12,821.91",High,227915,13894,6124,2545,757,0,286,475,954,3510,0,0,0,0,157951,129608,87,0,1092,0,0,25,243,0,0,21095,0,0,5801,0,56070,0,41163,0,0,0,0,7080,874,211,0,2042,0,0,0,1250,0,0,2145,0
159,66241,0.0,72544173.45,28,CALISTOGA JT UNI SCH DIST,"16,625,776.24",833.56,"19,945.51",Unified,19941,704,196,163,57,0,0,0,40,305,0,0,0,0,3083,734,6,0,60,0,0,0,22,0,0,1784,0,0,477,0,16154,0,15361,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,133,0
160,66266,14.491836734693878,1051009631.41,28,NAPA VALLEY UNIFIED SCHOOL DIST,"192,879,519.21","15,697.36","12,287.39",Unified,251411,13418,1905,3498,403,0,0,470,4410,3117,0,0,18,0,87483,52701,118,432,1300,0,0,4,239,0,0,26416,0,0,6273,0,150510,0,133282,0,0,0,0,464,4392,112,0,979,0,0,0,234,494,0,3989,0
161,66290,15.9125,176464771.54,28,ST HELENA UNIF SCH DIST,"33,564,781.54","1,262.10","26,594.39",Unified,43445,1336,220,222,38,0,0,23,647,224,0,0,0,0,5539,982,10,0,88,0,0,21,16,0,0,3473,0,0,949,0,36570,0,34515,0,0,0,0,263,0,0,0,104,0,0,0,0,51,0,375,0
162,66357,8.21975806451613,316258205.85,29,NEVADA JT UNION HIGH SCHOOL DIST,"37,324,644.10","2,383.46","15,659.86",High,48395,1728,421,698,73,0,62,0,169,343,0,0,0,35,14408,8021,23,1,181,0,0,22,26,0,0,5054,0,0,1080,0,32259,0,29683,0,0,0,0,0,231,0,0,271,0,0,0,16,63,0,627,0
163,66431,7.6182130584192445,2275847056.7,30,ANAHEIM UNION HIGH SCHOOL DIST,"364,477,147.08","28,683.00","12,707.08",High,471521,39890,9110,5740,971,0,532,767,3638,20103,0,0,0,0,290212,223862,195,14853,2123,0,0,0,1382,1302,0,35580,0,0,10915,0,141419,0,112855,0,0,0,0,3632,10286,0,805,2220,0,0,192,25,269,0,5167,0
164,66449,17.565,296017206.37,30,BREA OLINDA UNIFIED SCHOOL DIST,"57,997,560.68","5,776.97","10,039.44",Unified,72732,2701,349,1212,102,0,24,104,111,901,0,0,0,0,23556,14445,29,3121,424,0,0,0,61,0,0,3592,0,0,1884,0,46475,0,38443,0,0,0,594,0,2032,0,0,868,0,0,0,0,140,0,857,0
165,66464,9.957421875,1850339605.0,30,CAPISTRANO UNIFIED SCH DIST,"473,897,665.40","45,170.98","10,491.20",Unified,602238,22938,4809,10139,700,0,245,456,1968,5283,0,0,38,0,191350,96177,2,25928,3350,0,0,0,401,0,0,50857,0,0,14635,0,387950,0,360056,0,0,0,0,0,6462,0,319,4543,0,0,0,19,2475,0,2482,0
166,66514,12.92311320754717,1108760445.54,30,FULLERTON JT UNION HIGH SCHOOL DIST,"154,360,657.94","13,012.74","11,862.27",High,200142,9086,2828,2381,545,0,279,125,824,2649,0,0,0,0,86048,65825,67,0,956,0,0,58,185,0,0,14418,0,0,4539,0,105008,0,74822,0,0,0,0,10833,9798,0,0,443,0,0,0,793,389,0,2826,0
167,66522,7.323469387755103,3484541090.73,30,GARDEN GROVE UNIF SCHOOL DIST,"529,652,657.80","40,854.24","12,964.45",Unified,647989,50729,16804,8964,1278,386,385,1879,5344,17353,0,0,0,0,401845,297982,280,24030,3012,0,0,0,1241,0,0,58597,0,0,16703,0,195415,0,148011,0,0,0,0,663,29692,15,0,2449,0,0,0,99,845,0,6826,0
168,66548,4.084403669724771,1000056033.82,30,HUNTINGTON BEACH UHS DIST,"191,539,816.73","15,164.13","12,631.11",High,267103,16551,2215,9759,170,0,270,169,1795,2335,0,0,8,0,99526,37471,84,27780,1122,0,0,9,289,0,0,26866,0,0,5905,0,151026,0,121323,0,0,0,0,3539,16686,602,0,971,0,0,0,218,1954,0,1383,0
169,66555,0.0,304356917.0,30,LAGUNA BEACH UNIF SCHOOL DIST,"57,162,920.90","2,737.99","20,877.70",Unified,69557,1019,192,636,50,0,0,20,14,157,0,0,0,0,7071,1391,26,0,201,0,0,0,8,0,0,3832,0,0,1613,0,61467,0,56569,0,0,0,0,1414,0,0,322,511,0,0,0,2,50,0,742,0
170,66597,11.118791946308725,1704432460.16,30,NEWPORT MESA UNIFIED SCH DIST,"292,042,176.01","19,606.46","14,895.20",Unified,364641,16958,3740,4915,503,0,124,631,1815,5733,0,0,0,0,52423,13067,166,11806,1464,0,0,0,371,903,0,15312,0,0,9334,0,295260,0,271495,0,0,0,0,0,7469,0,0,1750,0,0,0,53,1007,0,4189,0
171,66621,9.021854304635761,2204939044.25,30,ORANGE UNIFIED SCH DIST,"279,010,634.57","24,206.80","11,526.13",Unified,361923,17691,5035,5951,842,0,191,707,271,5517,0,0,19,0,130747,72908,280,14791,1889,0,0,5,405,992,0,30271,0,0,9206,0,213485,0,170826,0,0,0,0,0,17387,0,158,1502,0,0,0,3,527,0,6772,0
172,66670,6.560698689956332,3290256116.44,30,SANTA ANA UNI SCH DIST,"625,032,698.53","44,928.91","13,911.59",Unified,802702,77401,17486,11882,2183,0,498,445,9587,33690,0,0,0,3813,505276,376650,274,28425,3350,0,0,0,2349,0,0,75334,0,0,18894,0,220025,0,175578,0,0,0,0,0,23450,0,0,810,0,0,0,88,2482,0,5680,0
173,66845,3.6,103877609.2,31,LOOMIS UNION SCHOOL DISTRICT,"23,524,758.93","2,410.17","9,760.62",Elementary,36807,730,107,377,33,0,0,0,14,232,0,0,0,0,19541,14825,0,0,209,0,0,0,14,0,0,3667,0,0,826,0,16536,0,14455,0,0,0,0,0,399,0,0,301,0,0,0,210,93,0,120,0
174,66894,4.854418604651163,453469266.25,31,PLACER UNION HIGH SCHOOL DIST,"47,448,637.17","3,679.26","12,896.24",High,61073,1602,312,586,99,0,61,0,164,442,0,0,0,37,19744,10525,26,0,272,0,0,16,34,0,0,7428,0,0,1443,0,39727,0,31661,0,0,0,0,1826,792,214,0,487,0,0,0,1,334,0,749,0
175,66928,12.511458333333332,989265368.74,31,ROSEVILLE JT UNION HIGH SCH,"118,922,913.32","9,797.62","12,137.94",High,160879,4431,745,1582,132,0,140,55,558,1279,0,0,0,72,56732,33144,49,0,718,0,0,0,89,0,0,19046,0,0,3686,0,99716,0,77880,0,0,0,0,6421,1862,9,50,2040,0,0,0,33,367,0,2268,0
176,66944,19.8234375,711525163.4399999,31,TAHOE TRUCKEE UNIFIED SCHOOL DISTRICT,"69,497,224.88","3,675.66","18,907.41",Unified,95255,2269,243,705,63,0,17,71,205,887,0,0,0,141,18724,3027,24,0,272,0,0,0,73,0,0,13301,0,0,2027,0,74262,0,58622,0,0,0,5139,490,2004,0,220,288,0,0,0,151,114,0,2255,0
177,66951,17.066666666666666,729977201.14,31,WESTERN PLACER UNIFIED SCHOOL DIST,"74,358,031.53","6,764.79","10,991.92",Unified,108523,3451,823,1375,142,0,39,50,155,1009,0,0,0,0,35301,22365,40,0,499,0,0,14,71,0,0,10180,0,0,2132,0,69771,0,56898,0,0,0,5756,0,1044,0,72,675,0,0,0,0,162,0,1956,0
178,66969,12.407377049180328,265208733.39,32,PLUMAS UNIFIED SCH DIST,"27,008,743.89","1,701.58","15,872.74",Unified,36423,3308,502,526,77,0,18,4,760,693,0,0,22,783,8823,2688,22,1171,158,0,0,0,98,526,0,3436,0,0,724,0,24292,0,22808,0,0,0,0,0,0,0,0,9,0,0,0,0,27,0,311,0
179,66977,5.6191489361702125,762744232.68,33,ALVORD UNIF SCH DIST,"233,776,019.91","17,539.61","13,328.46",Unified,273937,19768,5442,3515,446,0,173,653,975,9010,0,0,0,0,197855,164750,114,0,1277,0,0,15,603,0,0,24061,0,0,7035,0,56314,0,35552,0,0,0,0,2535,14925,0,0,678,0,0,0,2,237,0,945,0
180,66985,15.05287356321839,329290736.35,33,BANNING UNIFIED SCH DIST,"57,967,453.27","4,244.92","13,655.72",Unified,75081,7059,2143,914,254,0,53,73,631,3128,0,0,86,31,49923,39261,40,0,312,0,0,0,207,3000,0,5455,0,0,1648,0,18099,0,11892,0,0,0,0,2432,2138,0,0,87,0,0,0,0,0,0,814,0
181,66993,5.720454545454545,628212820.06,33,BEAUMONT UNIFIED SCH DIST,"113,392,474.64","9,960.32","11,384.42",Unified,147366,11600,1649,1974,231,0,55,132,3899,3891,0,0,0,0,90782,75444,55,0,704,0,0,0,261,0,0,11039,0,0,3279,0,44984,0,22996,0,0,0,64,6748,3552,263,20,679,0,0,0,0,160,0,1559,0
182,67033,7.249789029535865,2500004440.49,33,CORONA NORCO UNIFIED SCHOOL DISTRICT,"576,153,307.81","50,989.66","11,299.41",Unified,714673,36687,8606,9822,1223,0,303,702,4105,13134,0,0,0,15,467514,354194,270,27969,3754,0,0,25,827,2113,0,59655,0,0,18707,0,210472,0,141456,0,0,0,0,0,21945,0,217,4754,0,0,0,0,1181,0,7541,0
183,67058,7.786904761904762,2178049098.5,33,DESERT SANDS UNIFIED SCHOOL DIST,"328,383,803.36","24,772.64","13,255.91",Unified,452537,26178,7952,4818,1049,0,230,864,1815,10473,0,0,23,3,249649,187473,174,0,1960,0,0,7,675,17712,0,31141,0,0,10507,0,176710,0,88914,0,0,0,81,19320,55576,0,0,2383,0,0,14,22,109,0,4134,0
184,67082,9.734375,1213912561.34,33,HEMET UNIFIED SCH DIST,"272,916,593.57","20,074.85","13,594.95",Unified,359136,30397,7719,4777,1112,0,219,254,4355,12989,0,0,19,65,236544,195259,197,0,1535,0,0,37,994,0,0,29988,0,0,8534,0,92195,0,42139,0,0,0,0,11384,7404,22,0,586,0,0,0,23314,223,0,1258,0
185,67090,7.771551724137931,1263642854.51,33,JURUPA UNIF SCHOOL DIST,"227,215,666.25","18,355.50","12,378.61",Unified,278320,19866,6162,3449,666,0,172,682,2295,7106,0,0,0,0,201300,168650,133,0,1339,0,0,15,534,0,0,23363,0,0,7266,0,57154,0,30509,0,0,0,0,6501,16267,0,0,1159,0,0,0,2,159,0,2557,0
186,67116,0.0,624998951.67,33,MENIFEE UNION ELEM SCHOOL DIST,"100,731,791.61","9,973.77","10,099.67",Elementary,130230,6206,1520,2039,254,0,0,99,211,2337,0,0,0,0,88597,74580,61,0,736,0,0,0,182,0,0,9862,0,0,3176,0,35427,0,19209,0,0,0,0,2523,1893,0,0,945,0,0,0,153,333,0,1015,0
187,67124,7.732203389830508,2365938435.36,33,MORENO VALLEY UNIFIED SCH DIST,"418,387,905.20","30,564.66","13,688.62",Unified,496797,43345,12386,6710,1374,0,341,658,2960,17794,0,0,0,2496,375236,306772,230,18467,1852,0,0,0,1208,0,0,34191,0,0,12516,0,78216,0,43651,0,0,0,0,0,18631,0,0,472,0,0,0,119,270,0,5400,0
188,67157,0.0,107753399.27,33,NUVIEW UNION SCHOOL DISTRICT,"17,444,835.34","1,471.45","11,855.54",Elementary,30821,1903,388,316,91,0,0,66,63,1070,0,0,0,0,23584,19560,14,0,154,0,0,0,81,0,0,3025,0,0,750,0,5334,0,2729,0,0,0,0,809,390,0,0,86,0,0,0,0,0,0,196,0
189,67173,6.566883116883116,1828648749.63,33,PALM SPRINGS UNIFIED SCHOOL DISTRICT,"299,003,247.04","20,338.86","14,701.08",Unified,389677,32988,11349,4053,1396,0,239,1054,3142,13082,0,0,0,69,226884,182856,153,0,1582,0,0,0,920,1919,0,30426,0,0,9028,0,129805,0,76046,0,0,0,0,14389,28045,0,0,94,0,0,0,23,467,0,4179,0
190,67181,10.128070175438598,176137321.78,33,PALO VERDE UNIF SCH DIST,"35,111,393.77","2,761.97","12,712.45",Unified,40883,4587,1060,511,109,0,22,46,84,1527,0,0,0,1337,26219,23289,27,120,80,0,0,8,116,0,0,1505,0,0,1074,0,10077,0,7073,0,0,0,0,1359,1125,0,0,111,0,0,0,0,0,0,191,0
191,67207,8.175657894736842,549401161.77,33,PERRIS UNION HIGH SCHOOL DIST,"122,746,122.80","9,008.25","13,625.97",High,164188,12108,3643,2325,307,0,274,341,1475,4050,0,0,0,0,101700,86060,67,0,739,0,0,34,272,0,0,10657,0,0,3871,0,50380,0,36946,0,0,0,0,3081,3284,0,0,582,0,0,0,0,401,0,1056,0
192,67215,4.710121457489879,2402625586.0,33,RIVERSIDE UNIFIED SCHOOL DIST,"498,809,655.54","38,720.17","12,882.42",Unified,580251,44883,11491,8451,1177,0,292,986,4920,18568,0,0,0,175,390751,297801,263,21738,2860,0,0,0,1262,0,0,51406,0,0,15421,0,144617,0,101402,0,0,0,0,0,26145,0,36,2601,0,0,0,27,592,0,4510,0
193,67249,1.1832535885167466,537548264.12,33,SAN JACINTO UNIFIED SCH DIST,"123,520,040.12","9,605.69","12,859.05",Unified,152357,13783,3489,2226,562,0,99,408,3,6031,0,0,0,1527,112729,96240,60,0,704,0,0,15,591,0,0,11480,0,0,3639,0,25845,0,14416,0,0,0,0,4522,3459,0,0,11,0,0,0,0,8,0,1002,0
194,67314,8.35030599755202,3474764054.65,34,ELK GROVE UNIFIED SCHOOL DISTRICT,"733,618,038.49","60,022.32","12,222.42",Unified,867759,59449,15611,12043,2408,0,510,1356,7224,19178,0,0,63,3464,616202,450459,395,35919,5168,0,0,81,1488,0,0,100711,0,0,21981,0,192108,0,154434,0,0,0,0,0,0,0,265,4446,0,0,0,13,209,0,5713,0
195,67355,16.648684210526316,194097112.53,34,GALT JT UNION HIGH SCHOOL DIST,"27,835,247.62","2,071.02","13,440.36",High,36579,1751,468,419,47,0,0,12,16,836,0,0,0,0,23136,16570,16,0,153,0,0,44,70,0,0,5438,0,0,845,0,11692,0,9602,0,0,0,0,638,186,0,0,229,0,0,0,0,0,0,518,0
196,67413,6.463636363636363,105836231.25,34,RIVER DELTA UNIFIED SCHOOL DIST,"23,790,801.14","1,849.39","12,864.13",Unified,31529,1579,368,410,65,0,0,52,0,749,0,0,0,0,13697,9242,18,0,134,0,0,26,46,0,0,3573,0,0,658,0,16253,0,13659,0,0,0,0,0,210,0,0,108,0,0,0,0,49,0,233,0
197,67421,23.143478260869564,375505749.47,34,ROBLA ELEM SCH DIST,"27,339,773.28","1,947.56","14,037.96",Elementary,37168,2921,815,428,97,0,0,209,66,1329,0,0,0,74,23625,17452,16,0,163,0,0,0,226,0,0,4939,0,0,829,0,10622,0,8166,0,0,0,0,282,285,0,0,0,0,0,0,0,17,0,541,0
198,67439,10.56300578034682,2701692526.53,34,SACRAMENTO CITY UNIF SCH DIST,"521,831,152.21","38,125.12","13,687.33",Unified,709875,83515,30197,10210,2098,0,763,763,5939,23893,0,0,30,11720,446244,321976,267,23061,3150,0,0,0,1493,0,0,81366,0,0,14931,0,180116,0,139659,0,0,0,1756,0,11664,2360,0,925,0,0,0,40,2617,1360,7692,0
199,67447,14.34527027027027,3854787527.1,34,SAN JUAN UNIF SCH DIST,"475,626,254.48","37,400.58","12,717.08",Unified,655894,39947,12978,10921,1404,0,382,929,3487,11016,0,0,38,196,397978,274620,303,29797,2682,0,0,4,831,0,0,75347,0,0,14394,0,217969,0,184702,0,0,0,0,0,261,190,0,4318,0,0,0,1591,1648,0,7508,0
200,67538,10.14090909090909,360258249.96,35,SAN BENITO CO SPL SCHS OPER BY CO SUPT,"36,403,245.68","2,908.26","12,517.19",High,17683,718,164,395,1,0,0,0,83,51,0,0,0,25,8966,1904,5,5449,116,0,0,0,4,0,0,1488,0,0,0,0,7999,2542,0,0,0,0,0,4540,338,0,0,5,0,0,0,88,0,0,338,0
201,67587,62.532500000000006,422249103.52,36,ADELANTO ELEM SCH DIST,"95,938,828.56","7,705.92","12,450.02",Elementary,119481,11514,3561,1443,462,0,0,214,511,5785,0,0,0,0,95075,78987,60,0,580,0,0,0,402,0,0,12319,0,0,2727,0,12892,0,8342,0,0,0,0,308,2314,0,0,9,0,0,0,0,295,0,691,0
202,67611,18.873611111111114,465033061.81,36,BARSTOW UNIFIED SCH DIST,"75,006,946.74","5,858.64","12,802.79",Unified,88237,8913,4087,1133,412,0,72,74,350,3161,0,36,0,0,68741,58227,49,0,428,0,0,0,142,0,0,7860,0,0,2035,0,10583,0,6733,0,0,0,0,0,1559,0,0,164,0,0,0,0,203,372,1010,0
203,67637,9.529411764705882,121321351.28,36,BEAR VALLEY UNIF SCHOOL DIST,"27,423,963.79","2,282.28","12,016.04",Unified,34716,2112,633,421,89,0,0,33,73,932,0,0,0,20,16310,13154,21,0,171,0,0,0,71,0,0,2056,0,0,837,0,16294,0,11870,0,0,0,0,465,3264,0,0,99,0,0,0,0,29,0,209,0
204,67652,9.44779411764706,2127467891.01,36,CHAFFEY UNION HIGH SCHOOL DIST,"293,120,630.13","22,608.79","12,964.90",High,380668,19291,5801,3673,1158,0,568,348,2845,6051,0,0,0,5,225449,167532,135,0,1690,0,0,0,463,2929,0,43959,0,0,8741,0,135928,0,69886,0,0,0,0,9380,41715,84,0,1757,0,0,240,24,373,0,4308,0
205,67678,11.117261904761905,2299810890.5,36,CHINO UNIFIED SCHOOL DISTRICT,"283,900,834.93","26,516.36","10,706.63",Unified,370206,17621,5175,4465,994,0,168,312,1557,5867,0,0,0,77,221629,181048,142,0,2011,0,0,19,406,0,0,29068,0,0,8935,0,130956,0,88359,0,0,0,0,7432,14811,33,230,2086,0,0,0,1913,503,0,7532,0
206,67686,7.835,1341803328.36,36,COLTON JOINT UNIFIED SCHOOL DISTRICT,"258,065,325.40","20,829.13","12,389.64",Unified,342974,23962,7709,4415,1087,0,64,593,699,10482,0,0,0,0,259933,205333,151,0,1573,0,0,0,753,20881,0,23518,0,0,7724,0,59079,0,25005,0,0,0,715,7386,19809,0,0,470,0,0,0,11,685,8,1843,0
207,67710,9.501136363636364,2770373874.77,36,FONTANA UNIFIED SCH DIST,"490,696,592.89","34,877.72","14,069.06",Unified,600625,47750,14712,7587,1561,0,335,1267,2365,21484,0,0,0,0,464533,357233,298,20222,2596,0,0,0,1428,0,0,68535,0,0,14221,0,88342,0,32212,0,0,0,0,2422,33043,20,0,924,0,0,0,63,32,0,5378,0
208,67736,30.914583333333336,109938039.76,36,HELENDALE ELEM SCH DIST,"7,092,792.65",601.57,"11,790.47",Elementary,14686,580,144,213,27,0,0,0,10,213,0,0,0,0,11244,9401,5,0,94,0,0,0,16,0,0,1405,0,0,323,0,2862,0,1537,0,0,0,0,0,0,0,0,41,0,0,0,0,307,0,111,0
209,67777,20.89281045751634,413423626.38,36,MORONGO UNIFIED SCH DIST,"103,824,160.95","7,941.35","13,073.87",Unified,121432,12945,2831,2283,376,0,90,28,522,5371,0,1820,0,0,95306,74710,60,4539,548,0,0,0,457,0,0,12075,0,0,2917,0,13181,0,9631,0,0,0,0,0,1261,0,0,107,0,0,0,0,274,0,662,0
210,67801,0.7962962962962963,48899483.68,36,NEEDLES UNIF SCH DIST,"12,449,126.19",917.44,"13,569.42",Unified,17858,2429,447,146,45,0,0,0,59,410,0,1009,0,358,10749,9043,8,0,67,0,0,0,31,0,0,1239,0,0,361,0,4680,0,3891,0,0,0,0,306,205,0,0,30,0,0,0,0,17,0,63,0
211,67827,17.279333333333334,111907728.84,36,ORO GRANDE ELEM SCH DIST,"5,402,203.90",90.09,"59,964.52",Elementary,39240,1301,51,344,1,0,0,27,55,824,0,0,0,0,26498,22894,4,0,7,0,0,0,69,0,0,2857,0,0,667,0,11441,0,339,0,0,0,0,9053,409,0,0,105,0,0,0,0,0,0,287,0
212,67843,6.9324324324324325,1025047544.03,36,REDLANDS UNIF SCH DIST,"234,187,470.66","19,876.22","11,782.29",Unified,279737,18416,5291,4287,455,0,89,465,1314,6928,0,0,0,42,189632,150139,105,373,1466,0,0,6,465,0,0,29967,0,0,7111,0,71689,0,35539,0,0,0,350,11266,17800,0,58,866,0,0,0,1,269,0,1833,0
213,67850,6.76,1373944268.51,36,RIALTO UNIFIED SCH DIST,"324,271,619.14","23,921.22","13,555.81",Unified,385302,32125,9019,4779,935,0,254,563,2026,15460,0,0,0,24,296768,245430,123,0,1773,0,0,0,1111,0,0,39346,0,0,8985,0,56409,0,22799,0,0,0,0,8630,18347,0,0,573,0,0,0,0,91,0,2447,0
214,67868,19.944230769230767,162136688.47,36,RIM WORLD UNIFIED SCH DIST,"35,790,037.76","3,015.46","11,868.85",Unified,46231,2564,982,638,140,0,35,44,207,599,0,0,0,59,27471,18062,24,0,225,0,0,0,46,4221,0,3923,0,0,970,0,16196,0,13302,0,0,0,0,1521,212,0,139,117,0,0,0,17,129,0,294,0
215,67876,15.71918294849023,3318105703.05,36,SAN BERNARDINO CITY UNIF SCHOOL DIST,"711,904,641.44","45,957.02","15,490.66",Unified,821309,82183,31489,11240,3472,0,685,1447,9030,28228,0,0,64,0,649547,496532,397,27523,3403,0,0,0,2026,0,0,100418,0,0,19248,0,89579,0,46747,0,0,0,0,6014,23907,143,0,1196,0,0,0,27,148,0,4696,0
216,67892,66.37457627118644,110211420.86,36,TRONA JOINT UNIFIED SCH.DIST,"7,416,804.71",264.78,"28,011.20",Unified,13563,4192,123,80,0,0,0,0,3812,177,0,0,0,0,4176,3551,5,0,17,0,0,0,14,0,0,407,0,0,182,0,5195,0,322,0,0,0,0,4282,0,0,0,3,0,0,0,0,3,0,330,0
217,67934,27.417718446601942,725828925.78,36,VICTOR VALLEY JT UNION HIGH SCHOOL DIST,"136,183,180.21","9,773.36","13,934.12",High,174792,16417,7792,2018,898,0,390,120,1147,4950,0,0,0,0,123723,104011,66,0,725,0,0,0,361,0,0,14891,0,0,3669,0,34652,0,22778,0,0,0,0,0,6399,0,0,161,0,0,0,0,120,0,1236,0
218,67959,11.393827160493826,335999718.94,36,YUCAIPA JT UNIFIED SCHOOL DIST,"91,353,178.14","7,855.50","11,629.20",Unified,112310,7458,2162,2099,374,0,83,83,234,2797,0,0,0,0,83836,70205,58,0,643,0,0,0,216,0,0,9617,0,0,3097,0,21016,0,11930,0,0,0,1355,3776,978,19,0,715,0,0,0,0,64,0,414,0
219,67983,22.085496183206107,117350727.57,37,BORREGO SPRINGS UNIF SCH DIST,"6,543,356.21",370.68,"17,652.30",Unified,9332,638,108,93,14,0,0,17,39,381,0,0,0,0,5467,4596,5,0,26,0,0,0,31,0,0,643,0,0,166,0,3227,0,2177,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,76,0
220,68023,2.3807692307692307,1562612689.45,37,CHULA VISTA ELEM SCH DIST,"284,868,628.54","22,365.97","12,736.70",Elementary,416423,27291,6601,6469,992,0,0,1197,1862,10398,0,756,0,8,222181,163339,167,0,2118,0,0,0,715,0,0,45276,0,0,10566,0,166951,0,110473,0,0,0,0,23981,5143,0,0,1910,0,0,14,30,258,0,2558,0
221,68031,3.6166666666666663,187826671.74,37,CORONADO UNIF SCH DIST,"39,984,983.80","2,941.52","13,593.31",Unified,45380,3430,190,569,53,0,10,0,525,132,0,2004,0,0,20599,14305,19,0,204,0,0,0,7,0,0,4989,0,0,1075,0,21351,0,4540,0,0,0,0,1348,10273,40,0,654,0,0,0,0,418,0,300,0
