DistrictCode,CountyName,DistrictName,SEDcount,SEDpct,CountyMedianIncome,MedianIncome
71217,Stanislaus,Patterson Joint Unified,4504,74.9,36771,"81,758"
71233,Stanislaus,Roberts Ferry Union Elementary,105,61.4,36771,"46,458"
71266,Stanislaus,Salida Union Elementary,1837,60.1,36771,"81,989"
71274,Stanislaus,Shiloh Elementary,126,69.2,36771,"89,688"
71282,Stanislaus,Stanislaus Union Elementary,2603,75.9,36771,"74,082"
71290,Stanislaus,Sylvan Union Elementary,3960,50,36771,"77,037"
71324,Stanislaus,Valley Home Joint Elementary,54,37.2,36771,"123,542"
73601,Stanislaus,Newman-Crows Landing Unified,2276,70.8,36771,"73,375"
75549,Stanislaus,Hughson Unified,976,47.4,36771,"87,769"
75556,Stanislaus,Riverbank Unified,2022,68.8,36771,"66,282"
75564,Stanislaus,Oakdale Joint Unified,2194,41.5,36771,"77,236"
75572,Stanislaus,Waterford Unified,2047,71.1,36771,"68,092"
75739,Stanislaus,Turlock Unified,7783,55.9,36771,"64,966"
71357,Sutter,Brittan Elementary,180,42.2,35901,"88,292"
71365,Sutter,Browns Elementary,58,45.3,35901,"108,958"
71373,Sutter,East Nicolaus Joint Union High,72,23.3,35901,"80,000"
71381,Sutter,Franklin Elementary,121,26.1,35901,"77,431"
71399,Sutter,Live Oak Unified,1365,71.8,35901,"63,733"
71407,Sutter,Marcum-Illinois Union Elementary,1034,36.8,35901,"54,375"
71415,Sutter,Meridian Elementary,955,64.4,35901,"66,625"
71423,Sutter,Nuestro Elementary,272,35.7,35901,"84,583"
71431,Sutter,Pleasant Grove Joint Union,42,26.4,35901,"78,393"
71449,Sutter,Sutter Union High,230,28.5,35901,"83,057"
71456,Sutter,Winship-Robbins,589,47.4,35901,"67,188"
71464,Sutter,Yuba City Unified,9770,76.8,35901,"66,022"
71472,Tehama,Antelope Elementary,484,59.2,33357,"56,266"
71498,Tehama,Corning Union Elementary,1567,78.9,33357,"47,434"
71506,Tehama,Corning Union High,762,69.7,33357,"49,397"
71522,Tehama,Evergreen Union,674,57.4,33357,"67,396"
71530,Tehama,Flournoy Union Elementary,27,64.3,33357,"61,786"
71548,Tehama,Gerber Union Elementary,285,74.6,33357,"37,337"
71555,Tehama,Kirkwood Elementary,55,55,33357,"78,750"
71563,Tehama,Lassen View Union Elementary,192,54.1,33357,"65,494"
71571,Tehama,Los Molinos Unified,421,75.7,33357,"52,500"
71621,Tehama,Red Bluff Union Elementary,1543,83.5,33357,"50,539"
71639,Tehama,Red Bluff Joint Union High,1215,67.6,33357,"53,863"
71647,Tehama,Reeds Creek Elementary,107,53.2,33357,"81,563"
71654,Tehama,Richfield Elementary,129,55.1,33357,"67,454"
71662,Trinity,Burnt Ranch Elementary,51,76.1,32164,"51,544"
71670,Trinity,Coffee Creek Elementary,5,62.5,32164,"51,500"
71696,Trinity,Douglas City Elementary,79,46.2,32164,"48,199"
71738,Trinity,Junction City Elementary,51,71.8,32164,"55,828"
71746,Trinity,Lewiston Elementary,57,79.2,32164,"51,402"
71761,Trinity,Trinity Center Elementary,5,27.8,32164,"41,111"
73833,Trinity,Southern Trinity Joint Unified,52,60.5,32164,"27,500"
75028,Trinity,Mountain Valley Unified,251,81.5,32164,"37,197"
76513,Trinity,Trinity Alps Unified,396,57,32164,"50,563"
71795,Tulare,Allensworth Elementary,67,100,30151,"48,906"
71803,Tulare,Alpaugh Unified,659,69,30151,"36,442"
71811,Tulare,Alta Vista Elementary,885,61.3,30151,"31,713"
71829,Tulare,Buena Vista Elementary,131,64.5,30151,"76,750"
71837,Tulare,Burton Elementary,3552,73.4,30151,"70,690"
71852,Tulare,Columbine Elementary,109,58.6,30151,"46,136"
71860,Tulare,Cutler-Orosi Joint Unified,3812,95.1,30151,"51,326"
71894,Tulare,Ducor Union Elementary,104,73.2,30151,"41,429"
71902,Tulare,Earlimart Elementary,1527,96.6,30151,"41,456"
71944,Tulare,Hope Elementary,175,73.2,30151,"77,837"
71951,Tulare,Hot Springs Elementary,20,100,30151,"35,000"
71969,Tulare,Kings River Union Elementary,358,90.2,30151,"51,667"
71985,Tulare,Liberty Elementary,356,52.6,30151,"54,034"
71993,Tulare,Lindsay Unified,3554,87.4,30151,"43,953"
72009,Tulare,Monson-Sultana Joint Union Elementary,370,83.5,30151,"48,750"
72017,Tulare,Oak Valley Union Elementary,423,73.4,30151,"58,281"
72025,Tulare,Outside Creek Elementary,72,60.5,30151,"65,750"
72033,Tulare,Palo Verde Union Elementary,451,86.2,30151,"59,844"
72041,Tulare,Pixley Union Elementary,860,97.1,30151,"44,596"
72058,Tulare,Pleasant View Elementary,353,80.4,30151,"41,481"
72082,Tulare,Richgrove Elementary,537,96.4,30151,"20,089"
72090,Tulare,Rockford Elementary,182,56.9,30151,"43,661"
72108,Tulare,Saucelito Elementary,62,80.5,30151,"30,151"
72116,Tulare,Sequoia Union Elementary,142,41.8,30151,"74,821"
72132,Tulare,Springville Union Elementary,137,48.4,30151,"76,103"
72140,Tulare,Stone Corral Elementary,619,90.1,30151,"42,734"
72157,Tulare,Strathmore Union Elementary,682,95,30151,"38,147"
72173,Tulare,Sundale Union Elementary,292,38.6,30151,"62,283"
72181,Tulare,Sunnyside Union Elementary,305,86.2,30151,"45,542"
72199,Tulare,Terra Bella Union Elementary,796,97.8,30151,"45,243"
72207,Tulare,Three Rivers Union Elementary,30,28.8,30151,"73,720"
72215,Tulare,Tipton Elementary,495,93.9,30151,"38,021"
72223,Tulare,Traver Joint Elementary,207,91.6,30151,"56,563"
72231,Tulare,Tulare City,7324,78.6,30151,"61,889"
72249,Tulare,Tulare Joint Union High,4281,75.1,30151,"59,801"
72256,Tulare,Visalia Unified,19512,67.6,30151,"69,103"
72264,Tulare,Waukena Joint Union Elementary,180,80.4,30151,"63,659"
72298,Tulare,Woodville Union Elementary,412,97.6,30151,"32,935"
75325,Tulare,Farmersville Unified,2302,92.7,30151,"45,349"
75523,Tulare,Porterville Unified,12556,87.4,30151,"51,520"
75531,Tulare,Dinuba Unified,5617,84.6,30151,"49,893"
76794,Tulare,Woodlake Unified,1844,89.1,30151,"42,306"
76836,Tulare,Exeter Unified,1840,69.8,30151,"67,480"
72306,Tuolumne,Belleview Elementary,79,48.2,39102,"59,519"
72348,Tuolumne,Columbia Union,209,48.3,39102,"53,575"
72355,Tuolumne,Curtis Creek Elementary,231,53.6,39102,"62,361"
72363,Tuolumne,Jamestown Elementary,257,75.6,39102,"53,106"
72371,Tuolumne,Sonora Elementary,305,43.7,39102,"62,083"
72389,Tuolumne,Sonora Union High,365,35.7,39102,"63,177"
72397,Tuolumne,Soulsbyville Elementary,157,33,39102,"97,831"
72405,Tuolumne,Summerville Elementary,210,54.5,39102,"63,841"
72413,Tuolumne,Summerville Union High,393,35.7,39102,"75,120"
72421,Tuolumne,Twain Harte,132,52.2,39102,"80,363"
75184,Tuolumne,Big Oak Flat-Groveland Unified,152,54.7,39102,"67,708"
72447,Ventura,Briggs Elementary,316,63.3,44494,"90,820"
72454,Ventura,Fillmore Unified,2978,82.1,44494,"74,885"
72462,Ventura,Hueneme Elementary,6312,83.7,44494,"73,681"
72470,Ventura,Mesa Union Elementary,435,39.9,44494,"164,792"
72504,Ventura,Mupu Elementary,67,42.1,44494,"97,813"
72512,Ventura,Ocean View,1865,81.5,44494,"75,781"
72520,Ventura,Ojai Unified,1074,44.8,44494,"81,753"
72538,Ventura,Oxnard,13753,90.9,44494,"80,821"
72546,Ventura,Oxnard Union High,12403,68.4,44494,"87,804"
72553,Ventura,Pleasant Valley,2194,32.3,44494,"105,234"
72561,Ventura,Rio Elementary,3535,67.9,44494,"89,333"
72579,Ventura,Santa Clara Elementary,7,12.7,44494,"136,250"
72603,Ventura,Simi Valley Unified,4955,31.1,44494,"102,121"
72611,Ventura,Somis Union,165,71.7,44494,"105,729"
72652,Ventura,Ventura Unified,8636,54.4,44494,"86,333"
73759,Ventura,Conejo Valley Unified,4111,23.6,44494,"116,188"
73874,Ventura,Oak Park Unified,374,8.6,44494,"143,153"
73940,Ventura,Moorpark Unified,1946,32.9,44494,"125,951"
76828,Ventura,Santa Paula Unified,4316,84.9,44494,"91,726"
72678,Yolo,Davis Joint Unified,1675,20.4,44881,"77,963"
72686,Yolo,Esparto Unified,720,77.1,44881,"86,959"
72694,Yolo,Washington Unified,5467,65.9,44881,"77,393"
72702,Yolo,Winters Joint Unified,1194,55.6,44881,"87,426"
72710,Yolo,Woodland Joint Unified,5521,57.2,44881,"76,950"
72728,Yuba,Camptonville Elementary,252,44.1,37086,"61,500"
72736,Yuba,Marysville Joint Unified,7278,73.3,37086,"56,161"
72744,Yuba,Plumas Lake Elementary,485,36,37086,"103,502"
72751,Yuba,Wheatland,535,41.9,37086,75436
72769,Yuba,Wheatland Union High,473,50.8,37086,"91,611"
