,SchoolCode,Value,CohortStudents,Dropout (Count),Dropout Rate,Unnamed: 0,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName
1343,1030295,,3676.0,72.0,0.01958650707290533,1030295,Erma Duncan Polytechnical High,62166,Fresno Unified,10,Fresno
1344,4135075,,1984.0,32.0,0.016129032258064516,4135075,Oceana High,68924,Jefferson Union High,41,San Mateo
1345,3037348,,8104.0,100.0,0.012339585389930898,3037348,Sunny Hills High,66514,Fullerton Joint Union High,30,Orange
1346,1530021,,1488.0,452.0,0.30376344086021506,1530021,Central Valley High (Continuation),63529,Kern High,15,Kern
1347,3930278,,1168.0,196.0,0.1678082191780822,3930278,Plaza Robles Continuation High,68585,Lodi Unified,39,San Joaquin
1348,1931435,,688.0,108.0,0.1569767441860465,1931435,Robert H. Lewis Continuation,64733,Los Angeles Unified,19,Los Angeles
1349,735407,,14276.0,672.0,0.047072008966096944,735407,Pittsburg Senior High,61788,Pittsburg Unified,7,Contra Costa
1350,3430584,,3256.0,148.0,0.045454545454545456,3430584,Natomas High,75283,Natomas Unified,34,Sacramento
1351,1931450,,704.0,16.0,0.022727272727272728,1931450,Jack London Continuation,64733,Los Angeles Unified,19,Los Angeles
1352,3930302,,8196.0,1408.0,0.17179111761835042,3930302,Merrill F. West High,75499,Tracy Joint Unified,39,San Joaquin
1353,1530047,,1060.0,312.0,0.2943396226415094,1530047,Nueva Continuation High,63529,Kern High,15,Kern
1354,3430592,,6940.0,204.0,0.029394812680115272,3430592,Laguna Creek High,67314,Elk Grove Unified,34,Sacramento
1355,3733698,,3044.0,0.0,0.0,3733698,Madison High,68338,San Diego Unified,37,San Diego
1356,1530054,,956.0,356.0,0.3723849372384937,1530054,Mesquite Continuation High,73742,Sierra Sands Unified,15,Kern
1357,3930310,,4576.0,60.0,0.013111888111888112,3930310,Sierra High,68593,Manteca Unified,39,San Joaquin
1358,137414,,88.0,8.0,0.09090909090909091,137414,Corning Independent Study,71506,Corning Union High,52,Tehama
1359,1931468,,776.0,240.0,0.30927835051546393,1931468,Metropolitan Continuation,64733,Los Angeles Unified,19,Los Angeles
1360,1030352,,356.0,148.0,0.4157303370786517,1030352,Rio Del Rey High (Continuation),75234,Golden Plains Unified,10,Fresno
1361,1931476,,5464.0,660.0,0.12079062957540264,1931476,Canoga Park Senior High,64733,Los Angeles Unified,19,Los Angeles
1362,3135704,,4392.0,212.0,0.0482695810564663,3135704,Placer High,66894,Placer Union High,31,Placer
1363,3430618,,8900.0,288.0,0.032359550561797755,3430618,Sheldon High,67314,Elk Grove Unified,34,Sacramento
1364,1931484,,1768.0,0.0,0.0,1931484,Mission Continuation,64733,Los Angeles Unified,19,Los Angeles
1365,1939677,,536.0,16.0,0.029850746268656716,1939677,Whitcomb Continuation High,64576,Glendora Unified,19,Los Angeles
1366,5036256,,6232.0,252.0,0.04043645699614891,5036256,Patterson High,71217,Patterson Joint Unified,50,Stanislaus
1367,3430626,,1156.0,32.0,0.02768166089965398,3430626,Discovery High,75283,Natomas Unified,34,Sacramento
1368,2431203,,1908.0,104.0,0.05450733752620545,2431203,Dos Palos High,75317,Dos Palos Oro Loma Joint Unified,24,Merced
1369,1931492,,7424.0,28.0,0.003771551724137931,1931492,Canyon High,65136,William S. Hart Union High,19,Los Angeles
1370,112870,,1772.0,500.0,0.28216704288939054,112870,Contreras Learning Center-Los Angeles School of Global Studies,64733,Los Angeles Unified,19,Los Angeles
1371,1931500,,984.0,284.0,0.2886178861788618,1931500,Owensmouth Continuation,64733,Los Angeles Unified,19,Los Angeles
1372,1939701,,6880.0,176.0,0.02558139534883721,1939701,Whittier High,65128,Whittier Union High,19,Los Angeles
1373,1931518,,592.0,176.0,0.2972972972972973,1931518,George S. Patton Continuation,64733,Los Angeles Unified,19,Los Angeles
1374,121087,,5468.0,192.0,0.03511338697878566,121087,American Canyon High,66266,Napa Valley Unified,28,Napa
1375,1530112,,3636.0,1220.0,0.3355335533553355,1530112,Vista West Continuation High,63529,Kern High,15,Kern
1376,112896,,,,,112896,Monterey Peninsula Unified School District Community Day,66092,Monterey Peninsula Unified,27,Monterey
1377,3332350,,5988.0,164.0,0.02738810955243821,3332350,Elsinore High,75176,Lake Elsinore Unified,33,Riverside
1378,1931526,,5640.0,328.0,0.05815602836879433,1931526,Carson Senior High,64733,Los Angeles Unified,19,Los Angeles
1379,1235209,,1480.0,0.0,0.0,1235209,McKinleyville High,62687,Northern Humboldt Union High,12,Humboldt
1380,1931534,,1768.0,356.0,0.20135746606334842,1931534,Will Rogers Continuation,64733,Los Angeles Unified,19,Los Angeles
1381,4331799,,6900.0,152.0,0.022028985507246378,4331799,Cupertino High,69468,Fremont Union High,43,Santa Clara
1382,1530138,,576.0,48.0,0.08333333333333333,1530138,Buena Vista High (Continuation),63818,Taft Union High,15,Kern
1383,1530146,,452.0,172.0,0.3805309734513274,1530146,San Joaquin High (Continuation),73908,McFarland Unified,15,Kern
1384,1931559,,1076.0,32.0,0.02973977695167286,1931559,Stoney Point Continuation,64733,Los Angeles Unified,19,Los Angeles
1385,129320,,1564.0,200.0,0.1278772378516624,129320,Bonsall High,76851,Bonsall Unified,37,San Diego
1386,121129,,8088.0,16.0,0.0019782393669634025,121129,Joseph A. Gregori High,71175,Modesto City High,50,Stanislaus
1387,1931567,,3412.0,392.0,0.11488862837045721,1931567,Centennial High,73437,Compton Unified,19,Los Angeles
1388,3430709,,308.0,12.0,0.03896103896103896,3430709,Folsom Lake High,67330,Folsom-Cordova Unified,34,Sacramento
1389,1333558,,1224.0,172.0,0.14052287581699346,1333558,Desert Oasis High (Continuation),63115,Central Union High,13,Imperial
1390,3037496,,8604.0,36.0,0.0041841004184100415,3037496,Troy High,66514,Fullerton Joint Union High,30,Orange
1391,3930427,,1284.0,32.0,0.024922118380062305,3930427,Weber Institute,68676,Stockton Unified,39,San Joaquin
1392,1939784,,244.0,0.0,0.0,1939784,Joseph Pomeroy Widney Career Preparatory and Transition Center,64733,Los Angeles Unified,19,Los Angeles
1393,3930443,,828.0,0.0,0.0,3930443,Middle College High,68585,Lodi Unified,39,San Joaquin
1394,1030477,,148.0,56.0,0.3783783783783784,1030477,Chesnut High (Continuation),62125,Coalinga-Huron Unified,10,Fresno
1395,137562,5026216.75,2188.0,1036.0,0.473491773308958,137562,Matrix for Success Academy,64733,Los Angeles Unified,19,Los Angeles
1396,1030493,,3412.0,368.0,0.10785463071512309,1030493,Mendota High,75127,Mendota Unified,10,Fresno
1397,1931617,,1452.0,96.0,0.06611570247933884,1931617,Fairvalley High (Continuation),64436,Covina-Valley Unified,19,Los Angeles
1398,1030501,,8968.0,32.0,0.003568242640499554,1030501,Buchanan High,62117,Clovis Unified,10,Fresno
1399,1931625,,3936.0,652.0,0.16565040650406504,1931625,Columbus (Christopher) High,64451,Downey Unified,19,Los Angeles
1400,4430187,7653659.100000001,872.0,264.0,0.30275229357798167,4430187,Delta Charter,69823,Santa Cruz City High,44,Santa Cruz
1401,1931633,,,,,1931633,Diane S. Leichman Career Preparatory and Transition Center,64733,Los Angeles Unified,19,Los Angeles
1402,3037553,,8848.0,168.0,0.0189873417721519,3037553,Tustin High,73643,Tustin Unified,30,Orange
1403,137588,,9236.0,396.0,0.04287570376786488,137588,San Leandro High,61291,San Leandro Unified,1,Alameda
1404,1530229,,,,,1530229,McFarland Independent,73908,McFarland Unified,15,Kern
1405,1931641,,1884.0,576.0,0.3057324840764331,1931641,Tracy (Wilbur) High (Continuation),64212,ABC Unified,19,Los Angeles
1406,1939834,,4944.0,124.0,0.025080906148867314,1939834,Glen A. Wilson High,73445,Hacienda la Puente Unified,19,Los Angeles
1407,4430203,,300.0,40.0,0.13333333333333333,4430203,New School Community Day,69799,Pajaro Valley Unified,44,Santa Cruz
1408,4733309,,464.0,0.0,0.0,4733309,Etna Union High,76455,Scott Valley Unified,47,Siskiyou
1409,4430211,,2452.0,36.0,0.01468189233278956,4430211,Scotts Valley High,75432,Scotts Valley Unified,44,Santa Cruz
1410,1530245,,708.0,16.0,0.022598870056497175,1530245,Monroe High (Continuation),63826,Tehachapi Unified,15,Kern
1411,1030535,,2328.0,20.0,0.00859106529209622,1030535,Caruthers High,75598,Caruthers Unified,10,Fresno
1412,1530252,,9392.0,824.0,0.08773424190800681,1530252,Arvin High,63529,Kern High,15,Kern
1413,121228,,,,,121228,Young Adult Program,61259,Oakland Unified,1,Alameda
1414,137612,9535218.86,784.0,12.0,0.015306122448979591,137612,Valley International Preparatory High,64733,Los Angeles Unified,19,Los Angeles
1415,1030543,,96.0,24.0,0.25,1030543,MARC High,75598,Caruthers Unified,10,Fresno
1416,4037008,,236.0,0.0,0.0,4037008,Shandon High,68833,Shandon Joint Unified,40,San Luis Obispo
1417,2734481,,3092.0,228.0,0.07373868046571798,2734481,Mount Toro High,66159,Salinas Union High,27,Monterey
1418,1931666,,5352.0,32.0,0.005979073243647235,1931666,Charter Oak High,64378,Charter Oak Unified,19,Los Angeles
1419,1939859,,5800.0,416.0,0.07172413793103448,1939859,Woodrow Wilson Senior High,64733,Los Angeles Unified,19,Los Angeles
1420,137620,,,,,137620,Pathways for Adult Life Skills,67207,Perris Union High,33,Riverside
1421,1931682,,560.0,76.0,0.1357142857142857,1931682,Zane Grey Continuation,64733,Los Angeles Unified,19,Los Angeles
1422,1939875,,14420.0,1520.0,0.10540915395284327,1939875,Wilson High,64725,Long Beach Unified,19,Los Angeles
1423,4135331,,316.0,0.0,0.0,4135331,Pescadero High,68940,La Honda-Pescadero Unified,41,San Mateo
1424,4430245,,,,,4430245,Diamond Technology Institute,69799,Pajaro Valley Unified,44,Santa Cruz
1425,1931690,,908.0,16.0,0.01762114537444934,1931690,Independence Continuation,64733,Los Angeles Unified,19,Los Angeles
1426,2439602,,2704.0,592.0,0.21893491124260356,2439602,Yosemite High (Continuation),65789,Merced Union High,24,Merced
1427,4331955,,5120.0,232.0,0.0453125,4331955,Del Mar High,69401,Campbell Union High,43,Santa Clara
1428,1030584,,6060.0,2540.0,0.41914191419141916,1030584,Cambridge Continuation High,62166,Fresno Unified,10,Fresno
1429,1931708,,5632.0,228.0,0.040482954545454544,1931708,Chatsworth Charter High,64733,Los Angeles Unified,19,Los Angeles
1430,2030013,,1828.0,320.0,0.175054704595186,2030013,Yosemite High,76414,Yosemite Unified,20,Madera
1431,1833409,,164.0,52.0,0.3170731707317073,1833409,Herlong High,75036,Fort Sage Unified,18,Lassen
1432,3733953,,5552.0,556.0,0.10014409221902017,3733953,Mar Vista Senior High,68411,Sweetwater Union High,37,San Diego
1433,121285,46719610.3,2156.0,36.0,0.016697588126159554,121285,Alliance Cindy and Bill Simon Technology Academy High,64733,Los Angeles Unified,19,Los Angeles
1434,121293,12580520.53,968.0,32.0,0.03305785123966942,121293,Alliance Tennenbaum Family Technology High,64733,Los Angeles Unified,19,Los Angeles
1435,6060495,,,,,6060495,Benjamin Banneker Career and Transition Center,64733,Los Angeles Unified,19,Los Angeles
1436,3430865,,2884.0,0.0,0.0,3430865,West Campus,67439,Sacramento City Unified,34,Sacramento
1437,1931732,,4668.0,3484.0,0.7463581833761782,1931732,Desert Winds Continuation High,64246,Antelope Valley Union High,19,Los Angeles
1438,1939925,,3304.0,32.0,0.009685230024213076,1939925,William Workman High,73445,Hacienda la Puente Unified,19,Los Angeles
1439,2030039,,300.0,192.0,0.64,2030039,Ahwahnee High,76414,Yosemite Unified,20,Madera
1440,3430873,,9844.0,48.0,0.004876066639577408,3430873,Franklin High,67314,Elk Grove Unified,34,Sacramento
1441,1931740,,8180.0,24.0,0.00293398533007335,1931740,Saugus High,65136,William S. Hart Union High,19,Los Angeles
1442,2734556,,9556.0,652.0,0.06822938467978233,2734556,Salinas High,66159,Salinas Union High,27,Monterey
1443,113118,,10376.0,112.0,0.01079414032382421,113118,Dougherty Valley High,61804,San Ramon Valley Unified,7,Contra Costa
1444,2030047,,136.0,44.0,0.3235294117647059,2030047,Gateway High (Continuation),65201,Chowchilla Union High,20,Madera
1445,4930012,,6108.0,144.0,0.023575638506876228,4930012,Casa Grande High,70862,Petaluma Joint Union High,49,Sonoma
1446,3430881,,1696.0,160.0,0.09433962264150944,3430881,Vista Nueva Career and Technology High,76505,Twin Rivers Unified,34,Sacramento
1447,1030626,,13904.0,632.0,0.045454545454545456,1030626,Central High East Campus,73965,Central Unified,10,Fresno
1448,1939941,,8600.0,324.0,0.037674418604651164,1939941,John F. Kennedy High,64733,Los Angeles Unified,19,Los Angeles
1449,1530344,,8848.0,352.0,0.039783001808318265,1530344,Stockdale High,63529,Kern High,15,Kern
1450,1530351,,2132.0,248.0,0.11632270168855535,1530351,Wasco Independence High,63859,Wasco Union High,15,Kern
1451,1030642,,872.0,184.0,0.21100917431192662,1030642,School of Unlimited Learning,62166,Fresno Unified,10,Fresno
1452,5634548,,10984.0,652.0,0.05935906773488711,5634548,Oxnard High,72546,Oxnard Union High,56,Ventura
1453,1931765,,1948.0,356.0,0.18275154004106775,1931765,Sierra High,64279,Azusa Unified,19,Los Angeles
1454,2030070,,,,,2030070,Raymond Granite High,76414,Yosemite Unified,20,Madera
1455,4930046,,1240.0,144.0,0.11612903225806452,4930046,El Camino High,73882,Cotati-Rohnert Park Unified,49,Sonoma
1456,129536,,648.0,28.0,0.043209876543209874,129536,"Boyle Heights Science, Technology, Engineering and Math Magnet",64733,Los Angeles Unified,19,Los Angeles
1457,1530369,,7104.0,352.0,0.04954954954954955,1530369,Centennial High,63529,Kern High,15,Kern
1458,2333185,,492.0,12.0,0.024390243902439025,2333185,Mendocino High,65581,Mendocino Unified,23,Mendocino
1459,2431492,,936.0,124.0,0.13247863247863248,2431492,San Luis High (Continuation),65755,Los Banos Unified,24,Merced
1460,1931781,,6004.0,132.0,0.021985343104596936,1931781,Calabasas High,64683,Las Virgenes Unified,19,Los Angeles
1461,4930053,,,,,4930053,Buena Vista High,70706,Geyserville Unified,49,Sonoma
1462,113159,,6148.0,236.0,0.038386467143786594,113159,Tahquitz High,67082,Hemet Unified,33,Riverside
1463,1530385,,11080.0,640.0,0.05776173285198556,1530385,Ridgeview High,63529,Kern High,15,Kern
1464,1030675,,10780.0,492.0,0.04564007421150278,1030675,Sunnyside High,62166,Fresno Unified,10,Fresno
1465,2030104,,264.0,40.0,0.15151515151515152,2030104,Evergreen High,76414,Yosemite Unified,20,Madera
1466,1030683,,9212.0,84.0,0.00911854103343465,1030683,Clovis East High,62117,Clovis Unified,10,Fresno
1467,1931807,,320.0,92.0,0.2875,1931807,San Antonio High (Continuation),64394,Claremont Unified,19,Los Angeles
1468,1530401,,980.0,16.0,0.0163265306122449,1530401,Frazier Mountain High,75168,El Tejon Unified,15,Kern
1469,113191,,10344.0,384.0,0.037122969837587005,113191,Heritage High,67207,Perris Union High,33,Riverside
1470,5732904,,1020.0,16.0,0.01568627450980392,5732904,Esparto High,72686,Esparto Unified,57,Yolo
1471,1931823,,8272.0,72.0,0.008704061895551257,1931823,Claremont High,64394,Claremont Unified,19,Los Angeles
1472,129585,,2768.0,168.0,0.06069364161849711,129585,Nava College Preparatory Academy,64733,Los Angeles Unified,19,Los Angeles
1473,4930103,,92.0,8.0,0.08695652173913043,4930103,Carpe Diem High (Continuation),70862,Petaluma Joint Union High,49,Sonoma
1474,1030717,,,,,1030717,Florence E. Rata,62166,Fresno Unified,10,Fresno
1475,4930111,,168.0,0.0,0.0,4930111,Sonoma Mountain High (Continuation),70862,Petaluma Joint Union High,49,Sonoma
1476,3332673,,8840.0,168.0,0.019004524886877826,3332673,Hemet High,67082,Hemet Unified,33,Riverside
1477,1530435,,5008.0,1220.0,0.24361022364217252,1530435,Kern Workforce 2000 Academy,63529,Kern High,15,Kern
1478,4332110,,2356.0,1040.0,0.44142614601018676,4332110,Broadway High,69666,San Jose Unified,43,Santa Clara
1479,1931856,,556.0,148.0,0.26618705035971224,1931856,Whitman Continuation,64733,Los Angeles Unified,19,Los Angeles
1480,2030161,,112.0,32.0,0.2857142857142857,2030161,Independence Continuation High,75580,Golden Valley Unified,20,Madera
1481,137810,,5948.0,272.0,0.04572965702757229,137810,San Lorenzo High,61309,San Lorenzo Unified,1,Alameda
1482,1931864,,11608.0,572.0,0.049276361130255,1931864,Grover Cleveland Charter High,64733,Los Angeles Unified,19,Los Angeles
1483,129627,26905868.86,1584.0,280.0,0.17676767676767677,129627,TEACH Tech Charter High,64733,Los Angeles Unified,19,Los Angeles
1484,3431012,,7364.0,672.0,0.09125475285171103,3431012,Luther Burbank High,67439,Sacramento City Unified,34,Sacramento
1485,4930152,,792.0,92.0,0.11616161616161616,4930152,Creekside High,70953,Sonoma Valley Unified,49,Sonoma
1486,1530476,,7132.0,188.0,0.026360067302299495,1530476,Liberty High,63529,Kern High,15,Kern
1487,4930160,,4064.0,980.0,0.24114173228346455,4930160,Elsie Allen High,70920,Santa Rosa High,49,Sonoma
1488,2030203,,1596.0,12.0,0.007518796992481203,2030203,Liberty High,75580,Golden Valley Unified,20,Madera
1489,3635844,,6092.0,508.0,0.08338804990151018,3635844,San Bernardino High,67876,San Bernardino City Unified,36,San Bernardino
1490,1931930,,616.0,144.0,0.23376623376623376,1931930,Dan M. Issacs Avalon High,64733,Los Angeles Unified,19,Los Angeles
1491,2030237,3214592.12,240.0,32.0,0.13333333333333333,2030237,Glacier High School Charter,76414,Yosemite Unified,20,Madera
1492,735902,,6352.0,468.0,0.07367758186397985,735902,Richmond High,61796,West Contra Costa Unified,7,Contra Costa
1493,137901,,1676.0,64.0,0.03818615751789976,137901,Hanford Online Charter,63925,Hanford Joint Union High,16,Kings
1494,1931955,,352.0,148.0,0.42045454545454547,1931955,Ellington (Duke) High (Continuation),64733,Los Angeles Unified,19,Los Angeles
1495,4930228,,5808.0,212.0,0.03650137741046832,4930228,Windsor High,75358,Windsor Unified,49,Sonoma
1496,4430518,,4716.0,296.0,0.06276505513146735,4430518,Aptos High,69799,Pajaro Valley Unified,44,Santa Cruz
1497,1931963,,6472.0,544.0,0.08405438813349815,1931963,Compton High,73437,Compton Unified,19,Los Angeles
1498,1931971,,1040.0,336.0,0.3230769230769231,1931971,John Hope Continuation,64733,Los Angeles Unified,19,Los Angeles
1499,4930244,,4712.0,364.0,0.07724957555178268,4930244,Maria Carrillo High,70920,Santa Rosa High,49,Sonoma
1500,3431111,,3732.0,176.0,0.04715969989281887,3431111,Casa Roble Fundamental High,67447,San Juan Unified,34,Sacramento
1501,5634761,,8620.0,548.0,0.06357308584686774,5634761,Rio Mesa High,72546,Oxnard Union High,56,Ventura
1502,4930251,,192.0,20.0,0.10416666666666667,4930251,Marce Becerra Academy,75390,Healdsburg Unified,49,Sonoma
1503,1931989,,568.0,204.0,0.3591549295774648,1931989,Monterey Continuation,64733,Los Angeles Unified,19,Los Angeles
1504,137943,,5056.0,312.0,0.061708860759493674,137943,Skyline High,61259,Oakland Unified,1,Alameda
1505,432856,,596.0,96.0,0.1610738255033557,432856,Ridgeview High (Continuation),61531,Paradise Unified,4,Butte
1506,1931997,,1116.0,160.0,0.14336917562724014,1931997,Odyssey Continuation,64733,Los Angeles Unified,19,Los Angeles
1507,4930269,,320.0,60.0,0.1875,4930269,Windsor Oaks Academy,75358,Windsor Unified,49,Sonoma
1508,129759,,1580.0,40.0,0.02531645569620253,129759,Design Tech High,69047,San Mateo Union High,41,San Mateo
1509,2530020,,128.0,40.0,0.3125,2530020,Warner High,73585,Modoc Joint Unified,25,Modoc
1510,113381,,9700.0,64.0,0.006597938144329897,113381,San Juan Hills High,66464,Capistrano Unified,30,Orange
1511,5536503,,2224.0,196.0,0.08812949640287769,5536503,Sonora High,72389,Sonora Union High,55,Tuolumne
1512,4135687,,2672.0,376.0,0.1407185628742515,4135687,Redwood High,69062,Sequoia Union High,41,San Mateo
1513,4930327,,1008.0,112.0,0.1111111111111111,4930327,Laguna High,70607,West Sonoma County Union High,49,Sonoma
1514,4332318,,2812.0,524.0,0.18634423897581792,4332318,Foothill High,69427,East Side Union High,43,Santa Clara
1515,5430046,,5672.0,140.0,0.02468265162200282,5430046,Golden West High,72256,Visalia Unified,54,Tulare
1516,138032,,500.0,196.0,0.392,138032,Come Back Charter,10249,Merced County Office of Education,24,Merced
1517,5036850,,2948.0,36.0,0.012211668928086838,5036850,Riverbank High,75556,Riverbank Unified,50,Stanislaus
1518,1932086,,4500.0,84.0,0.018666666666666668,1932086,Covina High,64436,Covina-Valley Unified,19,Los Angeles
1519,2431807,,1784.0,72.0,0.04035874439461883,2431807,Gustine High,73619,Gustine Unified,24,Merced
1520,3038023,,10336.0,156.0,0.015092879256965945,3038023,Valencia High,66647,Placentia-Yorba Linda Unified,30,Orange
1521,121673,,672.0,16.0,0.023809523809523808,121673,NOVA Academy - Coachella,73676,Coachella Valley Unified,33,Riverside
1522,1833805,,2292.0,48.0,0.020942408376963352,1833805,Lassen High,64139,Lassen Union High,18,Lassen
1523,4930384,,952.0,36.0,0.037815126050420166,4930384,Technology High,73882,Cotati-Rohnert Park Unified,49,Sonoma
1524,1530708,,11096.0,1160.0,0.10454217736121124,1530708,Bakersfield High,63529,Kern High,15,Kern
1525,1833813,,,,,1833813,Credence High,64139,Lassen Union High,18,Lassen
1526,5036884,,2896.0,536.0,0.1850828729281768,5036884,Roselawn High,75739,Turlock Unified,50,Stanislaus
1527,1031004,,1724.0,432.0,0.2505800464037123,1031004,Gateway High (Continuation),62117,Clovis Unified,10,Fresno
1528,1932128,,3208.0,436.0,0.13591022443890274,1932128,"Crenshaw Science, Technology, Engineering, Math and Medicine Magnet",64733,Los Angeles Unified,19,Los Angeles
1529,138081,,760.0,16.0,0.021052631578947368,138081,Maidu Virtual Charter Academy,66894,Placer Union High,31,Placer
1530,4930400,,3996.0,12.0,0.003003003003003003,4930400,Analy High,70607,West Sonoma County Union High,49,Sonoma
1531,1932144,,8952.0,16.0,0.0017873100983020554,1932144,Crescenta Valley High,64568,Glendale Unified,19,Los Angeles
1532,3636081,,6960.0,496.0,0.07126436781609195,3636081,San Gorgonio High,67876,San Bernardino City Unified,36,San Bernardino
1533,138107,,,,,138107,Elite Academic Academy - Adult Work Force Investment,75051,Lucerne Valley Unified,36,San Bernardino
1534,5430145,,,,,5430145,Tulare Technical Preparatory High,72249,Tulare Joint Union High,54,Tulare
1535,1031053,,9452.0,96.0,0.010156580617858655,1031053,Clovis High,62117,Clovis Unified,10,Fresno
1536,3038098,,7752.0,212.0,0.027347781217750257,3038098,Villa Park High,66621,Orange Unified,30,Orange
1537,113555,,8608.0,28.0,0.0032527881040892194,113555,Clovis North High,62117,Clovis Unified,10,Fresno
1538,932756,,3828.0,108.0,0.02821316614420063,932756,El Dorado High,61853,El Dorado Union High,9,El Dorado
1539,5135256,,2052.0,28.0,0.01364522417153996,5135256,Live Oak High,71399,Live Oak Unified,51,Sutter
1540,3734431,,3988.0,104.0,0.026078234704112337,3734431,Mission Bay High,68338,San Diego Unified,37,San Diego
1541,334755,,1388.0,28.0,0.020172910662824207,334755,Argonaut High,73981,Amador County Unified,3,Amador
1542,113571,,5624.0,0.0,0.0,113571,Vista del Lago High,67330,Folsom-Cordova Unified,34,Sacramento
1543,3636131,,3720.0,952.0,0.25591397849462366,3636131,Slover Mountain High (Continuation),67686,Colton Joint Unified,36,San Bernardino
1544,1932201,,8248.0,368.0,0.0446168768186227,1932201,Culver City High,64444,Culver City Unified,19,Los Angeles
1545,5634993,,1192.0,172.0,0.14429530201342283,5634993,Apollo High,72603,Simi Valley Unified,56,Ventura
1546,5430194,,604.0,12.0,0.019867549668874173,5430194,John J. Cairns Continuation,71993,Lindsay Unified,54,Tulare
1547,4332474,,8636.0,648.0,0.07503473830477073,4332474,Fremont High,69468,Fremont Union High,43,Santa Clara
1548,5635008,,7348.0,248.0,0.033750680457267285,5635008,Royal High,72603,Simi Valley Unified,56,Ventura
1549,5430210,,2504.0,36.0,0.01437699680511182,5430210,Farmersville High,75325,Farmersville Unified,54,Tulare
1550,2333649,,128.0,0.0,0.0,2333649,Point Arena High,65599,Point Arena Joint Union High,23,Mendocino
1551,4537304,,3936.0,80.0,0.02032520325203252,4537304,Shasta High,70136,Shasta Union High,45,Shasta
1552,1932250,,776.0,48.0,0.061855670103092786,1932250,Henry David Thoreau Continuation,64733,Los Angeles Unified,19,Los Angeles
1553,2235356,,1180.0,32.0,0.02711864406779661,2235356,Mariposa County High,65532,Mariposa County Unified,22,Mariposa
1554,5430251,,5888.0,272.0,0.04619565217391304,5430251,Granite Hills High,75523,Porterville Unified,54,Tulare
1555,5536750,,1328.0,0.0,0.0,5536750,Summerville High,72413,Summerville Union High,55,Tuolumne
1556,3136504,,6692.0,600.0,0.08965929468021518,3136504,Roseville High,66928,Roseville Joint Union High,31,Placer
1557,130047,,,,,130047,Roy A. Johnson High,61150,Castro Valley Unified,1,Alameda
1558,4832259,,3416.0,208.0,0.06088992974238876,4832259,Dixon High,70532,Dixon Unified,48,Solano
1559,5430277,,564.0,124.0,0.2198581560283688,5430277,Deep Creek Academy,75325,Farmersville Unified,54,Tulare
1560,130054,,6328.0,496.0,0.07838179519595449,130054,Newark Memorial High,61234,Newark Unified,1,Alameda
1561,130062,,7668.0,308.0,0.040166927490871154,130062,American High,61176,Fremont Unified,1,Alameda
1562,3734548,,6008.0,600.0,0.09986684420772303,3734548,Monte Vista High,68130,Grossmont Union High,37,San Diego
1563,3030038,,11040.0,32.0,0.002898550724637681,3030038,Cypress High,66431,Anaheim Union High,30,Orange
1564,5430301,,288.0,16.0,0.05555555555555555,5430301,Alpaugh -Senior High,71803,Alpaugh Unified,54,Tulare
1565,1932318,,648.0,304.0,0.4691358024691358,1932318,Eagle Tree Continuation,64733,Los Angeles Unified,19,Los Angeles
1566,3038239,,6980.0,16.0,0.002292263610315186,3038239,Western High,66431,Anaheim Union High,30,Orange
1567,3030046,,7328.0,152.0,0.02074235807860262,3030046,Canyon High,66621,Orange Unified,30,Orange
1568,3030053,,5468.0,100.0,0.018288222384784197,3030053,Esperanza High,66647,Placentia-Yorba Linda Unified,30,Orange
1569,1932326,,6868.0,584.0,0.0850320326150262,1932326,Dominguez High,73437,Compton Unified,19,Los Angeles
1570,3030061,,8256.0,240.0,0.029069767441860465,3030061,El Toro High,73635,Saddleback Valley Unified,30,Orange
1571,1932334,,2012.0,36.0,0.017892644135188866,1932334,Jane Addams Continuation,64733,Los Angeles Unified,19,Los Angeles
1572,130096,,7000.0,188.0,0.026857142857142857,130096,Foothill High,75101,Pleasanton Unified,1,Alameda
1573,138289,,,,,138289,Latitude 37.8 High,77180,SBE - Latitude 37.8 High,1,Alameda
1574,433201,,1140.0,36.0,0.031578947368421054,433201,Durham High,61432,Durham Unified,4,Butte
1575,1932342,,1368.0,184.0,0.13450292397660818,1932342,Evergreen Continuation,64733,Los Angeles Unified,19,Los Angeles
1576,3030079,,2896.0,608.0,0.20994475138121546,3030079,Silverado High,73635,Saddleback Valley Unified,30,Orange
1577,4037701,,2240.0,60.0,0.026785714285714284,4037701,Templeton High,68841,Templeton Unified,40,San Luis Obispo
1578,3333192,,7736.0,344.0,0.04446742502585315,3333192,Indio High,67058,Desert Sands Unified,33,Riverside
1579,130138,,1996.0,804.0,0.4028056112224449,130138,Robertson High (Continuation),61176,Fremont Unified,1,Alameda
1580,1932383,,3736.0,708.0,0.18950749464668093,1932383,Susan Miller Dorsey Senior High,64733,Los Angeles Unified,19,Los Angeles
1581,5430368,,6148.0,36.0,0.005855562784645413,5430368,El Diamante High,72256,Visalia Unified,54,Tulare
1582,130146,,3720.0,696.0,0.1870967741935484,130146,Rudsdale Continuation,61259,Oakland Unified,1,Alameda
1583,138339,,6864.0,2180.0,0.3175990675990676,138339,Tennyson High,61192,Hayward Unified,1,Alameda
