SchoolCode,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName,TotalFTE,ClearFTE,OtherFTE
1938513,Coronado High (Continuation),65094,West Covina Unified,19,Los Angeles,18.32,14.78,3.33
3732559,Chaparral High,68130,Grossmont Union High,37,San Diego,7,5.31,1.69
1234004,Hoopa Valley High,62901,Klamath-Trinity Joint Unified,12,Humboldt,19,14.77,3.83
4330585,Downtown College Preparatory,69666,San Jose Unified,43,Santa Clara,23.31,14.64,6.65
1995869,International Polytechnic High,10199,Los Angeles County Office of Education,19,Los Angeles,21.08,19.88,1.21
5231709,Corning High,71506,Corning Union High,52,Tehama,52.08,39.27,9.34
5330014,Alps View High (Continuation),76513,Trinity Alps Unified,53,Trinity,1,1,0
2430049,Independence High (Alternative),65789,Merced Union High,24,Merced,7.2,0.83,6.2
1930338,Frontier High (Continuation),65128,Whittier Union High,19,Los Angeles,24.49,15.16,3.33
136291,Career Technical Education Charter,10108,Fresno County Office of Education,10,Fresno,22,13.87,4
4330593,Middle College High,69666,San Jose Unified,43,Santa Clara,2,2,0
4936803,Santa Rosa High,70920,Santa Rosa High,49,Sonoma,83.39,71.78,5.47
5330022,Valley High,75028,Mountain Valley Unified,53,Trinity,1,0,1
4838504,Vallejo High,70581,Vallejo City Unified,48,Solano,56.18,41.59,10.42
3839081,Washington (George) High,68478,San Francisco Unified,38,San Francisco,82.55,68.27,4.66
5330030,Mt. Lassic High (Continuation),73833,Southern Trinity Joint Unified,53,Trinity,0.09,0.01,0.08
2430064,Granada High,65730,Le Grand Union High,24,Merced,2.57,1.58,0.49
1930353,Arena High (Continuation),64535,El Segundo Unified,19,Los Angeles,1.45,1.07,0.38
4338802,Adrian Wilcox High,69674,Santa Clara Unified,43,Santa Clara,95.25,78.81,5.9
4437109,Santa Cruz High,69823,Santa Cruz City High,44,Santa Cruz,47,40.95,5.18
1930361,Artesia High,64212,ABC Unified,19,Los Angeles,73.39,52.73,3.99
1938554,Sylmar Charter High,64733,Los Angeles Unified,19,Los Angeles,71.01,51.47,12.09
2733178,North Salinas High,66159,Salinas Union High,27,Monterey,86.24,73.91,5.27
1995901,Diamond Ranch High,64907,Pomona Unified,19,Los Angeles,69.61,55.44,10.84
3937406,Stagg Senior High,68676,Stockton Unified,39,San Joaquin,80.58,59.96,9.83
2430080,Irwin High (Continuation),65698,Hilmar Unified,24,Merced,2.02,1.31,0.69
1037456,Tranquillity High,75234,Golden Plains Unified,10,Fresno,25.01,12.98,10.18
3732625,Grossmont High,68130,Grossmont Union High,37,San Diego,90.29,69.88,10.55
2430098,Golden Valley High,65789,Merced Union High,24,Merced,83.69,57.63,19.73
1930387,Central High,64733,Los Angeles Unified,19,Los Angeles,27.03,9.87,15.63
119958,Academy (The)- SF @McAteer,68478,San Francisco Unified,38,San Francisco,18,15.34,2.49
119966,Felicitas and Gonzalo Mendez High,64733,Los Angeles Unified,19,Los Angeles,52.83,39.43,9.66
1995935,Cabrillo High,64725,Long Beach Unified,19,Los Angeles,88.59,69.2,9.21
734368,Monte Vista High,61804,San Ramon Valley Unified,7,Contra Costa,105.91,99.37,4.24
2430114,Delhi High,75366,Delhi Unified,24,Merced,29.18,25.73,2.06
1930403,Whitney Young Continuation,64733,Los Angeles Unified,19,Los Angeles,2.51,1.51,1
4035754,Paso Robles High,75457,Paso Robles Joint Unified,40,San Luis Obispo,91.31,77.65,5.8
4330668,Latino College Preparatory Academy,69427,East Side Union High,43,Santa Clara,14.85,11.42,3.25
4035762,Liberty High (Continuation),75457,Paso Robles Joint Unified,40,San Luis Obispo,6.51,5.3,1.22
1938612,Taft Charter High,64733,Los Angeles Unified,19,Los Angeles,100.48,72.13,28.37
4330676,San Jose Conservation Corps Charter,69427,East Side Union High,43,Santa Clara,5.5,4.44,1
111799,East Bay Arts High,61309,San Lorenzo Unified,1,Alameda,15.61,14.46,1.15
1930429,View Park Continuation,64733,Los Angeles Unified,19,Los Angeles,2.5,1.32,1.18
1995968,Phoenix High Community Day,64246,Antelope Valley Union High,19,Los Angeles,7.21,2.13,3.57
3134657,Lincoln High,66951,Western Placer Unified,31,Placer,87.01,79.43,4.45
4330692,Evergreen Valley High,69427,East Side Union High,43,Santa Clara,110.93,106.22,3.95
3036357,Santa Ana High,66670,Santa Ana Unified,30,Orange,136.2,112.45,5.64
111831,Olympian High,68411,Sweetwater Union High,37,San Diego,91.34,73.29,9.32
128215,Harvest High,68650,Ripon Unified,39,San Joaquin,1.99,0.83,1.17
5633250,Moorpark High,73940,Moorpark Unified,56,Ventura,80.51,68.79,6.97
6034664,Laurel Ruff Transition,67447,San Juan Unified,34,Sacramento,13,3.16,5.67
111856,American Indian Public High,61259,Oakland Unified,1,Alameda,16.56,6.13,10.34
4830451,Armijo High,70540,Fairfield-Suisun Unified,48,Solano,93.36,76.67,13.11
1930486,Moneta Continuation,64733,Los Angeles Unified,19,Los Angeles,3,1.65,1.2
1938679,Temple City High,65052,Temple City Unified,19,Los Angeles,77.22,70.76,3.88
2635001,Lee Vining High,73668,Eastern Sierra Unified,26,Mono,5.66,4.34,0
3732732,Helix High,68130,Grossmont Union High,37,San Diego,100.32,64.06,17.1
2430205,Buhach Colony High,65789,Merced Union High,24,Merced,87.16,63.55,19.9
111872,SOAR High (Students On Academic Rise),64246,Antelope Valley Union High,19,Los Angeles,14.9,14.7,0.2
4338950,Willow Glen High,69666,San Jose Unified,43,Santa Clara,78.7,70.87,4.75
4330759,Boynton High,69401,Campbell Union High,43,Santa Clara,15.12,11.1,4
1332501,Calipatria High,63107,Calipatria Unified,13,Imperial,20,18.16,0.6
1635606,Lemoore High,63982,Lemoore Union High,16,Kings,86.09,65.07,8.52
1930528,Azusa High,64279,Azusa Unified,19,Los Angeles,54.48,45.66,4.99
3036456,Valley High,66670,Santa Ana Unified,30,Orange,99.14,69,7.31
3732781,Henry High,68338,San Diego Unified,37,San Diego,107.42,102.09,0.48
1996081,Del Mar High,75291,San Gabriel Unified,19,Los Angeles,4,1.78,2.22
3634482,Ontario High,67652,Chaffey Joint Union High,36,San Bernardino,103.03,94.44,3.61
1930551,San Antonio Continuation,64733,Los Angeles Unified,19,Los Angeles,6.01,4.86,1
1938752,Torrance High,65060,Torrance Unified,19,Los Angeles,75.6,62.85,8.23
136515,Piedmont High,61275,Piedmont City Unified,1,Alameda,48.31,41.72,4.05
1930577,Pueblo de Los Angeles Continuation,64733,Los Angeles Unified,19,Los Angeles,3.51,1.66,1.66
1996123,El Monte Union High School Community Day,64519,El Monte Union High,19,Los Angeles,4,0.92,1.05
1996131,Anderson W. Clark Magnet High,64568,Glendale Unified,19,Los Angeles,43.8,39.03,2.77
734566,Mt. Diablo High,61754,Mt. Diablo Unified,7,Contra Costa,77.54,62.79,9.81
1930601,Baldwin Park High,64287,Baldwin Park Unified,19,Los Angeles,76.88,69.12,2.2
2930030,North Point Academy,66357,Nevada Joint Union High,29,Nevada,6,3.17,2.84
3732849,Hilltop Senior High,68411,Sweetwater Union High,37,San Diego,77.36,58.53,9.55
4330866,Branham High,69401,Campbell Union High,43,Santa Clara,79.45,67.05,4.63
5731708,Delta High,67413,River Delta Joint Unified,34,Sacramento,11.75,9.32,1.49
136572,Santa Cruz County Career Advancement Charter,10447,Santa Cruz County Office of Education,44,Santa Cruz,6,1,5
5830013,Lindhurst High,72736,Marysville Joint Unified,58,Yuba,58.51,44.55,9.93
2930048,Bear River High,66357,Nevada Joint Union High,29,Nevada,27.45,22.85,3.05
3036555,Santiago High,66522,Garden Grove Unified,30,Orange,86.52,62.53,4.13
128397,Come Back Kids,10330,Riverside County Office of Education,33,Riverside,26.5,14,12.5
431502,Fair View High (Continuation),61424,Chico Unified,4,Butte,10.06,6.42,2.12
4838801,Vanden High,70565,Travis Unified,48,Solano,71.72,64.47,3.64
2930071,Silver Springs High (Continuation),66357,Nevada Joint Union High,29,Nevada,12.4,8.12,4.28
1930650,Phineas Banning Senior High,64733,Los Angeles Unified,19,Los Angeles,110.51,90.67,13.79
112029,School of Business and Tourism at Contreras Learning Complex,64733,Los Angeles Unified,19,Los Angeles,21.69,19.14,0.88
4437406,Soquel High,69823,Santa Cruz City High,44,Santa Cruz,44.4,34.84,6.12
112037,East Valley Senior High,64733,Los Angeles Unified,19,Los Angeles,27.51,17.08,5.4
112045,Arleta High,64733,Los Angeles Unified,19,Los Angeles,61.5,50.89,9.68
112052,Panorama High,64733,Los Angeles Unified,19,Los Angeles,66.99,49.92,10.55
128447,The Education Corps,10140,Inyo County Office of Education,14,Inyo,6.61,2.67,3.94
1938885,University High School Charter,64733,Los Angeles Unified,19,Los Angeles,69.5,52.65,16.38
128454,College Bridge Academy,10140,Inyo County Office of Education,14,Inyo,12.46,4.27,7.2
1930700,Bassett Senior High,64295,Bassett Unified,19,Los Angeles,38,31.05,1.37
5830096,South Lindhurst Continuation High,72736,Marysville Joint Unified,58,Yuba,6,3.21,2.75
5838305,Wheatland Union High,72769,Wheatland Union High,58,Yuba,38.74,30.47,5.24
2930147,John Muir Charter,10298,Nevada County Office of Education,29,Nevada,33.08,18.58,14.5
1938919,Fernando R. Ledesma Continuation High,64519,El Monte Union High,19,Los Angeles,16.49,13.18,3.31
128488,Family First Charter,64352,Centinela Valley Union High,19,Los Angeles,11,2,8
833004,Del Norte High,61820,Del Norte County Unified,8,Del Norte,42.25,27.86,9.88
1930734,Angel's Gate (Continuation),64733,Los Angeles Unified,19,Los Angeles,4,2.78,1.11
1938927,Vail High (Continuation),64808,Montebello Unified,19,Los Angeles,11,6.4,4.6
128496,New Opportunities Charter,64352,Centinela Valley Union High,19,Los Angeles,7,2,4
4232690,La Cuesta Continuation High,76786,Santa Barbara Unified,42,Santa Barbara,7.01,4.77,2.24
1938935,Valley Alternative High (Continuation),73445,Hacienda la Puente Unified,19,Los Angeles,8.51,5.33,2.85
3634680,Pacific High,67876,San Bernardino City Unified,36,San Bernardino,53.99,42.93,4.32
136697,Rancho San Juan High,66159,Salinas Union High,27,Monterey,51.51,43.11,5.08
136705,Odyssey STEM Academy,64873,Paramount Unified,19,Los Angeles,18.5,12.16,6.34
3732997,Hoover High,68338,San Diego Unified,37,San Diego,102.34,93.18,5.09
3331600,Corona High,67033,Corona-Norco Unified,33,Riverside,94.35,85.66,2.25
1938968,Van Nuys Senior High,64733,Los Angeles Unified,19,Los Angeles,118.52,106.74,7.49
1996313,Animo Leadership High,64709,Lennox,19,Los Angeles,29.1,26.43,1.81
1930783,Phoenix Continuation,64733,Los Angeles Unified,19,Los Angeles,2.51,1.11,1.4
4331039,Calaveras Hills,73387,Milpitas Unified,43,Santa Clara,8.3,7.77,0.54
1996321,Academy of the Canyons,65136,William S. Hart Union High,19,Los Angeles,14.05,13.07,0.98
1930791,Mt. Lukens Continuation,64733,Los Angeles Unified,19,Los Angeles,3,1.96,1.04
120360,Daniel Pearl Journalism & Communications Magnet,64733,Los Angeles Unified,19,Los Angeles,16.99,14.05,1.73
3036712,Savanna High,66431,Anaheim Union High,30,Orange,65.46,47.73,10.12
4937256,Sonoma Valley High,70953,Sonoma Valley Unified,49,Sonoma,65.21,58.77,5.77
734764,Olympic Continuation High,61754,Mt. Diablo Unified,7,Contra Costa,23.51,17.08,6.26
431676,Chico High,61424,Chico Unified,4,Butte,76.2,67.92,4.73
1930825,Bell Gardens High,64808,Montebello Unified,19,Los Angeles,104.78,79.81,11.13
120394,Inspire School of Arts and Sciences,61424,Chico Unified,4,Butte,22.1,14.33,4.99
120402,Alta Vista Alternative High,76786,Santa Barbara Unified,42,Santa Barbara,9.71,4.81,4.9
2733657,Pacific Grove High,66134,Pacific Grove Unified,27,Monterey,35.9,29.17,2.75
120410,iHigh Virtual Academy,68338,San Diego Unified,37,San Diego,6.91,4.55,2.36
530014,Vallecito Continuation High,61556,Bret Harte Union High,5,Calaveras,1.87,0.46,1.41
1939040,Venice Senior High,64733,Los Angeles Unified,19,Los Angeles,98.87,66.67,25.09
2332260,Laytonville High,73916,Laytonville Unified,23,Mendocino,9.07,6.54,0.92
136804,Oxnard Middle College High,72546,Oxnard Union High,56,Ventura,4,3.92,0
530022,Gold Strike High,61564,Calaveras Unified,5,Calaveras,1.01,0.08,0.92
1930866,Bell Senior High,64733,Los Angeles Unified,19,Los Angeles,103.81,89.6,9.97
5035654,Oakdale High,75564,Oakdale Joint Unified,50,Stanislaus,70.66,63.77,3.26
2430601,Atwater High,65789,Merced Union High,24,Merced,91.93,72.36,14.53
1996438,Environmental Charter High,64691,Lawndale Elementary,19,Los Angeles,27,22.07,4.93
4134557,Mills High,69047,San Mateo Union High,41,San Mateo,55.52,50.26,2.03
3430048,Mesa Verde High,67447,San Juan Unified,34,Sacramento,38.33,23.37,9.66
1939107,Verdugo Hills Senior High,64733,Los Angeles Unified,19,Los Angeles,68.32,49.15,14.14
1930924,Belmont Senior High,64733,Los Angeles Unified,19,Los Angeles,37.33,33.3,2.52
136887,Sanhedrin Alternative,65623,Willits Unified,23,Mendocino,3.6,0.5,3.1
1930940,John R. Wooden High,64733,Los Angeles Unified,19,Los Angeles,6.01,3.58,2.35
1939149,Walnut High,73460,Walnut Valley Unified,19,Los Angeles,99.46,83.05,14.96
1996495,Village Academy High School at Indian Hill,64907,Pomona Unified,19,Los Angeles,17.83,14.86,1.74
3430097,La Entrada Continuation High,67447,San Juan Unified,34,Sacramento,4.01,0.43,3.56
5633748,Newbury Park High,73759,Conejo Valley Unified,56,Ventura,98.41,84.57,9.38
1734359,Kelseyville High,64014,Kelseyville Unified,17,Lake,26.06,17,6.06
1996503,Renaissance High School for the Arts,64725,Long Beach Unified,19,Los Angeles,20.81,18.61,1.63
3938008,Tracy High,75499,Tracy Joint Unified,39,San Joaquin,80.08,65.74,9.74
1939164,Warren (Earl) High,64451,Downey Unified,19,Los Angeles,142.99,119.63,19.82
1930973,Simon Rodia Continuation,64733,Los Angeles Unified,19,Los Angeles,11,8.14,2.72
3733219,Julian High,68171,Julian Union High,37,San Diego,8.01,4.08,4.03
1930981,Beverly Hills High,64311,Beverly Hills Unified,19,Los Angeles,82.69,66.5,7.2
112367,William & Marian Ghidotti High,66357,Nevada Joint Union High,29,Nevada,6.33,5.83,0.5
1996529,City Honors International Preparatory High,64634,Inglewood Unified,19,Los Angeles,15.31,9.88,2.3
136952,Entrepreneur High,67876,San Bernardino City Unified,36,San Bernardino,15,11,4
1996537,Desert Sands Charter,64246,Antelope Valley Union High,19,Los Angeles,38.6,18.3,19.29
1996552,Palos Verdes High,64865,Palos Verdes Peninsula Unified,19,Los Angeles,67.08,56.58,6.95
128777,Gateway College and Career Academy,10330,Riverside County Office of Education,33,Riverside,3.25,3,0.25
3430154,American Legion High (Continuation),67439,Sacramento City Unified,34,Sacramento,14.57,9.21,5.36
1333004,Central Union High,63115,Central Union High,13,Imperial,88.72,69.6,12.28
1931021,Moreno High (Continuation),64311,Beverly Hills Unified,19,Los Angeles,1.39,0.53,0.86
128793,MERIT Academy,68130,Grossmont Union High,37,San Diego,6.11,5.05,0.1
3430170,Valley High,67314,Elk Grove Unified,34,Sacramento,81.97,72.65,7.66
4831004,Benicia High,70524,Benicia Unified,48,Solano,67.01,62.44,4.32
4437794,Renaissance High Continuation,69799,Pajaro Valley Unified,44,Santa Cruz,14.32,10.2,4.12
4732707,Dunsmuir High,70250,Dunsmuir Joint Union High,47,Siskiyou,7.11,4.47,2.66
1931047,Birmingham Community Charter High,64733,Los Angeles Unified,19,Los Angeles,133.62,49.01,81.55
112425,Natomas Pacific Pathways Prep,75283,Natomas Unified,34,Sacramento,33,30.92,2.08
1996586,Animo Inglewood Charter High,64634,Inglewood Unified,19,Los Angeles,31.22,30.16,1.06
3634995,Orangewood High (Continuation),67843,Redlands Unified,36,San Bernardino,17.31,11.47,5.83
128819,REACH Academy,68130,Grossmont Union High,37,San Diego,3,2.75,0.25
1431352,Big Pine High,63248,Big Pine Unified,14,Inyo,5.07,4.4,0.67
120634,"Architecture, Construction & Engineering Charter High (ACE)",72546,Oxnard Union High,56,Ventura,13.15,2.41,11.15
4233029,Maple High,69229,Lompoc Unified,42,Santa Barbara,10,6.88,2.94
3135308,Oakmont High,66928,Roseville Joint Union High,31,Placer,81.43,71,7.5
1931088,Bonita High,64329,Bonita Unified,19,Los Angeles,75.04,67.37,4.32
137042,Mt. SAC Early College Academy at West Covina,65094,West Covina Unified,19,Los Angeles,9.34,8.58,0.76
120659,Visalia Technical Early College,72256,Visalia Unified,54,Tulare,14.5,12.05,2.44
3635042,Redlands Senior High,67843,Redlands Unified,36,San Bernardino,100,81.52,14.11
1996644,R. Rex Parris High,64246,Antelope Valley Union High,19,Los Angeles,24.4,12.99,11.41
4233060,Lompoc High,69229,Lompoc Unified,42,Santa Barbara,75.67,48.01,21.05
1939305,George Washington Preparatory High,64733,Los Angeles Unified,19,Los Angeles,45,33.29,7.32
5732201,Davis Senior High,72678,Davis Joint Unified,57,Yolo,78.35,65.95,2.43
137067,High Tech High Mesa,76471,SBC - High Tech High,37,San Diego,15,10.88,4.14
3430261,Pacific Career and Technology High,76505,Twin Rivers Unified,34,Sacramento,10.45,8.45,1.99
137083,University Pathways Medical Magnet Academy,64733,Los Angeles Unified,19,Los Angeles,10,6.56,3.44
112508,Bright Star Secondary Charter Academy,64733,Los Angeles Unified,19,Los Angeles,22.83,16.83,6
5732219,King (Martin Luther) High (Continuation),72678,Davis Joint Unified,57,Yolo,6.2,4.25,1.95
5035902,Orestimba High,73601,Newman-Crows Landing Unified,50,Stanislaus,45.13,38.56,4.45
137091,University Pathways Public Service Academy,64733,Los Angeles Unified,19,Los Angeles,14.01,10,3.96
4437901,Watsonville High,69799,Pajaro Valley Unified,44,Santa Cruz,97.01,66.22,21.38
3037090,Sonora High,66514,Fullerton Joint Union High,30,Orange,70.27,63.13,3.08
3430311,Calvine High,67314,Elk Grove Unified,34,Sacramento,8.5,4.15,4.36
3438504,San Juan High,67447,San Juan Unified,34,Sacramento,31.57,18.78,8.68
1931187,Burbank High,64337,Burbank Unified,19,Los Angeles,97.22,80.07,4.28
112565,New Vision High,68593,Manteca Unified,39,San Joaquin,7.99,6.67,1.32
120758,Jurupa Hills High,67710,Fontana Unified,36,San Bernardino,86.7,53.86,29.19
3430329,Rio Cazadero High (Continuation),67314,Elk Grove Unified,34,Sacramento,10.66,8.58,2.08
112573,Adelante High,75556,Riverbank Unified,50,Stanislaus,4.15,2.56,1.42
3930054,Vista High (Continuation),68502,Escalon Unified,39,San Joaquin,2,2,0
128967,Mountain House High,76760,Lammersville Joint Unified,39,San Joaquin,73.7,50.07,20.34
3831765,Galileo High,68478,San Francisco Unified,38,San Francisco,85.28,68.38,5.9
1038298,Easton Continuation High,76778,Washington Unified,10,Fresno,0.78,0,0.03
1030113,Cambridge High,62125,Coalinga-Huron Unified,10,Fresno,2.99,1.69,1.3
1038306,Washington High,76778,Washington Unified,10,Fresno,53.84,44.15,6
1931237,Burroughs High,64337,Burbank Unified,19,Los Angeles,100.31,77.06,10.32
120808,Dorothy V. Johnson Community Day,64733,Los Angeles Unified,19,Los Angeles,3.51,2.02,1.35
1030121,Firebaugh High,73809,Firebaugh-Las Deltas Unified,10,Fresno,35.38,31.72,1.67
3430378,Center High,73973,Center Joint Unified,34,Sacramento,62.51,53.09,8.76
3430386,El Sereno Alternative Education,67447,San Juan Unified,34,Sacramento,19.65,6.38,12.89
1030139,Sandy Bluffs Alternative Education Center,75275,Sierra Unified,10,Fresno,1.67,0.14,1.53
129023,Stanislaus Alternative Charter,10504,Stanislaus County Office of Education,50,Stanislaus,37.01,5.24,31.77
1030147,El Puente High,73809,Firebaugh-Las Deltas Unified,10,Fresno,1.19,0.85,0.34
3733508,La Jolla High,68338,San Diego Unified,37,San Diego,53.8,49,2.8
1939479,WESM Health/Sports Medicine,64733,Los Angeles Unified,19,Los Angeles,38.45,30.21,7.91
5634076,Nordhoff High,72520,Ojai Unified,56,Ventura,28.4,24.08,4.57
1931302,California High,65128,Whittier Union High,19,Los Angeles,102.81,96.66,3.71
1431600,Bishop Union High,76687,Bishop Unified,14,Inyo,32.53,25.92,4.32
3430451,McClellan High (Continuation),73973,Center Joint Unified,34,Sacramento,5,3.04,1.96
1030196,Clovis West High,62117,Clovis Unified,10,Fresno,91.66,76.75,13.45
2332724,Leggett Valley High,75218,Leggett Valley Unified,23,Mendocino,3.14,1.64,0.49
3635265,Rim of the World Senior High,67868,Rim of the World Unified,36,San Bernardino,43.86,35.69,8.58
1931336,Cheviot Hills Continuation,64733,Los Angeles Unified,19,Los Angeles,3.5,0.99,2.45
3430477,Florin High,67314,Elk Grove Unified,34,Sacramento,87.59,80.47,5.61
1939537,West Covina High,65094,West Covina Unified,19,Los Angeles,90,76.1,7.3
112722,Summit Preparatory Charter High,69062,Sequoia Union High,41,San Mateo,17.8,12.8,5
735316,Pinole Valley High,61796,West Contra Costa Unified,7,Contra Costa,51.79,43.82,8
120923,Pacheco High,65755,Los Banos Unified,24,Merced,76.09,59.38,8.97
3430493,Bella Vista High,67447,San Juan Unified,34,Sacramento,78.96,65.73,11.9
4036703,San Luis Obispo High,68809,San Luis Coastal Unified,40,San Luis Obispo,76.54,67.72,4.43
3930211,Jane Frederick High,68676,Stockton Unified,39,San Joaquin,12.09,6.21,5.21
137315,KIPP Navigate College Prep,77149,SBE - KIPP Navigate College Prep,43,Santa Clara,18,13.4,4.6
1030253,Horizon High,75408,Riverdale Joint Unified,10,Fresno,1,1,0
3537008,San Benito High,67538,San Benito High,35,San Benito,128.41,94.4,18.56
1931377,Amelia Earhart Continuation,64733,Los Angeles Unified,19,Los Angeles,4.52,2.62,1.75
1030261,Mendota Continuation High,75127,Mendota Unified,10,Fresno,3,1.07,1.93
1931385,Albert Einstein Continuation,64733,Los Angeles Unified,19,Los Angeles,3.01,1.61,1.39
3930237,Bear Creek High,68585,Lodi Unified,39,San Joaquin,106.78,92.88,8.95
1931393,Highland Park Continuation,64733,Los Angeles Unified,19,Los Angeles,3.49,2.26,1.18
1030279,Bullard High,62166,Fresno Unified,10,Fresno,94.67,78.06,14.18
1939602,West High,65060,Torrance Unified,19,Los Angeles,74.16,67.32,5.16
3430550,Mokelumne High (Continuation),67413,River Delta Joint Unified,34,Sacramento,1.17,0.45,1
1030295,Erma Duncan Polytechnical High,62166,Fresno Unified,10,Fresno,48.96,37.86,8.14
4135075,Oceana High,68924,Jefferson Union High,41,San Mateo,32.03,25.01,6.92
3037348,Sunny Hills High,66514,Fullerton Joint Union High,30,Orange,85.47,79.82,3.6
1530021,Central Valley High (Continuation),63529,Kern High,15,Kern,6.12,2.35,3.44
3930278,Plaza Robles Continuation High,68585,Lodi Unified,39,San Joaquin,11.16,7.5,2.66
1931435,Robert H. Lewis Continuation,64733,Los Angeles Unified,19,Los Angeles,3,2.03,0.97
735407,Pittsburg Senior High,61788,Pittsburg Unified,7,Contra Costa,154.87,128.99,17.68
3430584,Natomas High,75283,Natomas Unified,34,Sacramento,53.18,42.62,6.46
1931450,Jack London Continuation,64733,Los Angeles Unified,19,Los Angeles,5.34,4.53,0.79
3930302,Merrill F. West High,75499,Tracy Joint Unified,39,San Joaquin,90.54,63.69,17.81
1530047,Nueva Continuation High,63529,Kern High,15,Kern,6.73,4.79,1.94
3430592,Laguna Creek High,67314,Elk Grove Unified,34,Sacramento,97.44,86.51,6.76
3733698,Madison High,68338,San Diego Unified,37,San Diego,49.4,40.66,3.94
1530054,Mesquite Continuation High,73742,Sierra Sands Unified,15,Kern,5.24,1.15,4.09
3930310,Sierra High,68593,Manteca Unified,39,San Joaquin,67.33,56.16,11.15
137414,Corning Independent Study,71506,Corning Union High,52,Tehama,2.24,0.86,1.38
1931468,Metropolitan Continuation,64733,Los Angeles Unified,19,Los Angeles,3.51,1.94,1.57
1030352,Rio Del Rey High (Continuation),75234,Golden Plains Unified,10,Fresno,1,0,1
1931476,Canoga Park Senior High,64733,Los Angeles Unified,19,Los Angeles,79,62.04,11.37
3135704,Placer High,66894,Placer Union High,31,Placer,56.85,50.04,1.86
3430618,Sheldon High,67314,Elk Grove Unified,34,Sacramento,108.77,99.8,6
1931484,Mission Continuation,64733,Los Angeles Unified,19,Los Angeles,3.5,0.76,2.72
1939677,Whitcomb Continuation High,64576,Glendora Unified,19,Los Angeles,6.91,3.62,3.27
5036256,Patterson High,71217,Patterson Joint Unified,50,Stanislaus,85.43,70.85,6.71
3430626,Discovery High,75283,Natomas Unified,34,Sacramento,10.25,7.18,3.07
2431203,Dos Palos High,75317,Dos Palos Oro Loma Joint Unified,24,Merced,31.51,28.59,2.42
1931492,Canyon High,65136,William S. Hart Union High,19,Los Angeles,81.69,70.61,7.96
112870,Contreras Learning Center-Los Angeles School of Global Studies,64733,Los Angeles Unified,19,Los Angeles,19.21,15.59,2.23
1931500,Owensmouth Continuation,64733,Los Angeles Unified,19,Los Angeles,5,2.32,2.69
1939701,Whittier High,65128,Whittier Union High,19,Los Angeles,76.82,71.82,1.62
1931518,George S. Patton Continuation,64733,Los Angeles Unified,19,Los Angeles,3.51,2.41,1.07
121087,American Canyon High,66266,Napa Valley Unified,28,Napa,69.69,62.27,3.82
1530112,Vista West Continuation High,63529,Kern High,15,Kern,17.26,10.53,6.53
112896,Monterey Peninsula Unified School District Community Day,66092,Monterey Peninsula Unified,27,Monterey,1.83,0.13,1.71
3332350,Elsinore High,75176,Lake Elsinore Unified,33,Riverside,92.03,83.47,2.1
1931526,Carson Senior High,64733,Los Angeles Unified,19,Los Angeles,66.83,47.6,7.74
1235209,McKinleyville High,62687,Northern Humboldt Union High,12,Humboldt,28.67,23.39,3.11
1931534,Will Rogers Continuation,64733,Los Angeles Unified,19,Los Angeles,8,4.14,3.84
4331799,Cupertino High,69468,Fremont Union High,43,Santa Clara,92.37,79.95,3.9
1530138,Buena Vista High (Continuation),63818,Taft Union High,15,Kern,5.41,4.6,0.81
1530146,San Joaquin High (Continuation),73908,McFarland Unified,15,Kern,2.51,0.61,1.91
1931559,Stoney Point Continuation,64733,Los Angeles Unified,19,Los Angeles,5.01,2.19,2.78
129320,Bonsall High,76851,Bonsall Unified,37,San Diego,16.07,13.45,0.13
121129,Joseph A. Gregori High,71175,Modesto City High,50,Stanislaus,85.72,74.47,8.52
1931567,Centennial High,73437,Compton Unified,19,Los Angeles,43.99,40.7,1.5
3430709,Folsom Lake High,67330,Folsom-Cordova Unified,34,Sacramento,5.4,2.22,0.96
1333558,Desert Oasis High (Continuation),63115,Central Union High,13,Imperial,9.4,8.2,1
3037496,Troy High,66514,Fullerton Joint Union High,30,Orange,107.68,96.56,3.26
3930427,Weber Institute,68676,Stockton Unified,39,San Joaquin,23.84,18.5,4.67
1939784,Joseph Pomeroy Widney Career Preparatory and Transition Center,64733,Los Angeles Unified,19,Los Angeles,31.5,10.79,17.67
3930443,Middle College High,68585,Lodi Unified,39,San Joaquin,9.4,9.25,0
1030477,Chesnut High (Continuation),62125,Coalinga-Huron Unified,10,Fresno,1.99,0.94,1.05
137562,Matrix for Success Academy,64733,Los Angeles Unified,19,Los Angeles,5,3.75,1.25
1030493,Mendota High,75127,Mendota Unified,10,Fresno,43.01,35.15,3.84
1931617,Fairvalley High (Continuation),64436,Covina-Valley Unified,19,Los Angeles,14.7,5.94,8.66
1030501,Buchanan High,62117,Clovis Unified,10,Fresno,117.35,99.78,12.6
1931625,Columbus (Christopher) High,64451,Downey Unified,19,Los Angeles,16.47,9.76,4.69
4430187,Delta Charter,69823,Santa Cruz City High,44,Santa Cruz,6.85,4.6,2.25
1931633,Diane S. Leichman Career Preparatory and Transition Center,64733,Los Angeles Unified,19,Los Angeles,22.52,6.42,8.53
3037553,Tustin High,73643,Tustin Unified,30,Orange,86.57,73.24,7.34
137588,San Leandro High,61291,San Leandro Unified,1,Alameda,121.04,101.46,14.96
