SchoolCode,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName,Latitude,Longitude
3737905,Santana High,68130,Grossmont Union High,37,San Diego,32.857363,-116.9692
1132851,Willows High,62661,Willows Unified,11,Glenn,39.52239,-122.20183
125237,Leadership Military Academy,10330,Riverside County Office of Education,33,Riverside,33.92122,-117.22549
117051,Edward R. Roybal Learning Center,64733,Los Angeles Unified,19,Los Angeles,34.06141,-118.25502
5630272,Pacific High,72652,Ventura Unified,56,Ventura,34.26806,-119.24243
100677,High Tech LA,64733,Los Angeles Unified,19,Los Angeles,34.18726,-118.50619
117069,Helen Bernstein High,64733,Los Angeles Unified,19,Los Angeles,34.09507,-118.31396
108878,CHAMPS - Charter HS of Arts-Multimedia & Performing,64733,Los Angeles Unified,19,Los Angeles,34.19512,-118.44752
4335949,Pioneer High,69666,San Jose Unified,43,Santa Clara,37.24687,-121.88243
3230034,Almanor High (Continuation),66969,Plumas Unified,32,Plumas,40.3091,-121.2321
3230042,Beckwourth (Jim) High (Continuation),66969,Plumas Unified,32,Plumas,39.80173,-120.46634
5630298,El Camino High,72652,Ventura Unified,56,Ventura,34.27834,-119.22792
100701,MetWest High,61259,Oakland Unified,1,Alameda,37.79531,-122.25786
108894,Alliance Judy Ivie Burton Technology Academy High,64733,Los Angeles Unified,19,Los Angeles,33.94418,-118.27876
1935717,Joaquin Miller Career and Transition Center,64733,Los Angeles Unified,19,Los Angeles,34.22012,-118.54843
3737962,Garfield High,68338,San Diego Unified,37,San Diego,32.7184,-117.1492
936302,Ponderosa High,61853,El Dorado Union High,9,El Dorado,38.67382,-120.94203
5630322,Santa Susana High,72603,Simi Valley Unified,56,Ventura,34.27802,-118.72769
108936,Alliance Collins Family College-Ready High,64733,Los Angeles Unified,19,Los Angeles,33.97739,-118.23433
5630348,Foothill Technology High,72652,Ventura Unified,56,Ventura,34.27861,-119.22617
1935758,Millikan High,64725,Long Beach Unified,19,Los Angeles,33.80776,-118.10984
100750,Wallis Annenberg High,64733,Los Angeles Unified,19,Los Angeles,34.01081,-118.27372
108944,Lighthouse Community Charter High,61259,Oakland Unified,1,Alameda,37.73603,-122.19647
125328,Central Coast New Tech High,68759,Lucia Mar Unified,40,San Luis Obispo,35.04911,-120.48543
108951,Arthur A. Benjamin Health Professions High,67439,Sacramento City Unified,34,Sacramento,38.56206,-121.51137
5237151,Salisbury High (Continuation),71639,Red Bluff Joint Union High,52,Tehama,40.1577,-122.24247
5630371,The High School at Moorpark College,73940,Moorpark Unified,56,Ventura,34.298758,-118.83618
125351,Palm Canyon,73445,Hacienda la Puente Unified,19,Los Angeles,34.0119,-117.97801
2730414,Carmel High,65987,Carmel Unified,27,Monterey,36.55531,-121.90954
108977,Fowler Academy Community Day (9-12),62158,Fowler Unified,10,Fresno,36.63476,-119.6754
5630389,Pacifica High,72546,Oxnard Union High,56,Ventura,34.21729,-119.17031
100800,Central City Value,64733,Los Angeles Unified,19,Los Angeles,34.07513,-118.28837
108993,Easton Community Day,76778,Washington Unified,10,Fresno,36.65035,-119.7955
1935808,Mira Costa High,75333,Manhattan Beach Unified,19,Los Angeles,33.8747,-118.38943
5835202,Marysville High,72736,Marysville Joint Unified,58,Yuba,39.15502,-121.58541
3131851,Colfax High,66894,Placer Union High,31,Placer,39.10833,-120.96547
5237201,Red Bluff High,71639,Red Bluff Joint Union High,52,Tehama,40.1769,-122.24988
117218,Dozier-Libbey Medical High,61648,Antioch Unified,7,Contra Costa,37.94836,-121.76842
3631587,Boys Republic High,67678,Chino Valley Unified,36,San Bernardino,33.99543,-117.72243
3033578,La Quinta High,66522,Garden Grove Unified,30,Orange,33.7371,-117.94879
125419,Adelanto High,67934,Victor Valley Union High,36,San Bernardino,34.53141,-117.44
125427,Calero High,69427,East Side Union High,43,Santa Clara,37.24173,-121.82697
1935865,James Monroe High,64733,Los Angeles Unified,19,Los Angeles,34.238367,-118.4771
133629,Hayward High,61192,Hayward Unified,1,Alameda,37.6718,-122.0685
731646,College Park High,61754,Mt. Diablo Unified,7,Contra Costa,37.96502,-122.06987
4336137,Prospect High,69401,Campbell Union High,43,Santa Clara,37.29167,-122.00102
3033610,La Vista High (Continuation),66514,Fullerton Joint Union High,30,Orange,33.87916,-117.89027
125450,Indian Springs High,67876,San Bernardino City Unified,36,San Bernardino,34.11185,-117.25447
4934154,Montgomery High,70920,Santa Rosa High,49,Sonoma,38.44007,-122.68418
4532750,Enterprise High,70136,Shasta Union High,45,Shasta,40.55787,-122.3517
1935899,Canyon Oaks High,64790,Monrovia Unified,19,Los Angeles,34.141957,-117.98508
3934759,Tokay High,68585,Lodi Unified,39,San Joaquin,38.109594,-121.28443
1436203,Owens Valley High,63297,Owens Valley Unified,14,Inyo,36.80298,-118.19671
3934767,Liberty High,68585,Lodi Unified,39,San Joaquin,38.1312,-121.2812
1935923,Monrovia High,64790,Monrovia Unified,19,Los Angeles,34.14645,-118.01718
109108,Citrus Hill High,75242,Val Verde Unified,33,Riverside,33.85617,-117.33049
5139001,Yuba City High,71464,Yuba City Unified,51,Sutter,39.12923,-121.62319
125500,Grand Terrace High School at the Ray Abril Jr. Educational Complex,67686,Colton Joint Unified,36,San Bernardino,34.02011,-117.32929
3934783,Lodi High,68585,Lodi Unified,39,San Joaquin,38.13359,-121.29125
3730017,Carlsbad Village Academy,73551,Carlsbad Unified,37,San Diego,33.16366,-117.3293
2132587,Redwood High,65482,Tamalpais Union High,21,Marin,37.93799,-122.52418
2837102,Saint Helena High,66290,Saint Helena Unified,28,Napa,38.49679,-122.46251
3730033,Torrey Pines High,68346,San Dieguito Union High,37,San Diego,32.95792,-117.22533
3738226,Sweetwater High,68411,Sweetwater Union High,37,San Diego,32.65955,-117.09392
133751,Edward P. Duplex,72769,Wheatland Union High,58,Yuba,39.006614,-121.43035
3738234,Montgomery Senior High,68411,Sweetwater Union High,37,San Diego,32.5846,-117.06481
1935998,Montebello High,64808,Montebello Unified,19,Los Angeles,34.0155,-118.1228
3730058,San Pasqual High,68106,Escondido Union High,37,San Diego,33.07636,-117.05658
3730066,Valhalla High,68130,Grossmont Union High,37,San Diego,32.7606,-116.92147
3631769,Buena Vista Continuation High,67678,Chino Valley Unified,36,San Bernardino,34.00759,-117.70614
3730074,Mt. Carmel High,68296,Poway Unified,37,San Diego,32.96675,-117.12208
133793,Accelerated Charter High,72249,Tulare Joint Union High,54,Tulare,36.25191,-119.31068
4836003,Sem Yeto Continuation High,70540,Fairfield-Suisun Unified,48,Solano,38.27456,-122.03133
1936046,Morningside High,64634,Inglewood Unified,19,Los Angeles,33.93999,-118.33254
125617,ACE Charter High,69427,East Side Union High,43,Santa Clara,37.366775,-121.85791
4033205,Lopez Continuation High,68759,Lucia Mar Unified,40,San Luis Obispo,35.06615,-120.59455
3033784,Loara High,66431,Anaheim Union High,30,Orange,33.81167,-117.94381
731836,Concord High,61754,Mt. Diablo Unified,7,Contra Costa,37.97802,-121.98894
125633,California Heritage Youthbuild Academy II,10538,Trinity County Office of Education,53,Trinity,40.53602,-122.30357
133835,Ellen Ochoa Prep Academy,64527,El Rancho Unified,19,Los Angeles,33.97017,-118.11294
2935500,Nevada Union High,66357,Nevada Joint Union High,29,Nevada,39.23998,-121.05489
3730124,Southwest Senior High,68411,Sweetwater Union High,37,San Diego,32.56686,-117.08279
5032651,Hughson High,75549,Hughson Unified,50,Stanislaus,37.59561,-120.85907
1936079,Mt. Olive Innovation and Technology High,64469,Duarte Unified,19,Los Angeles,34.13726,-117.95519
5032669,Dickens (Billy Joe) High (Continuation),75549,Hughson Unified,50,Stanislaus,37.60231,-120.86633
1936103,John Muir High,64881,Pasadena Unified,19,Los Angeles,34.1783,-118.1602
125674,Condor High,72546,Oxnard Union High,56,Ventura,34.202,-119.19008
133868,Rise Kohyang High,64733,Los Angeles Unified,19,Los Angeles,34.06246,-118.28217
1034990,Parlier High,62364,Parlier Unified,10,Fresno,36.61529,-119.52601
3336955,Abraham Lincoln Continuation,67215,Riverside Unified,33,Riverside,33.97106,-117.36645
3730173,Serra High,68338,San Diego Unified,37,San Diego,32.82641,-117.10477
5434113,Porterville High,75523,Porterville Unified,54,Tulare,36.06486,-119.02781
3730181,Mira Mesa High,68338,San Diego Unified,37,San Diego,32.9107,-117.14184
133900,Prepa Tec Los Angeles High,76992,SBE - Prepa Tec Los Angeles High,19,Los Angeles,33.97835,-118.19214
125716,Fremont High,61259,Oakland Unified,1,Alameda,37.7744,-122.20972
1936160,Nathaniel Narbonne Senior High,64733,Los Angeles Unified,19,Los Angeles,33.80372,-118.30658
125732,Hillcrest High,66977,Alvord Unified,33,Riverside,33.88896,-117.48471
3730215,Twin Oaks High,73791,San Marcos Unified,37,San Diego,33.18018,-117.15882
101162,Pioneer High,72710,Woodland Joint Unified,57,Yolo,38.66061,-121.74111
1534775,North High,63529,Kern High,15,Kern,35.42948,-119.02597
3033917,Los Alamitos High,73924,Los Alamitos Unified,30,Orange,33.81109,-118.07
133959,Unity Middle College High,10306,Orange County Department of Education,30,Orange,33.78826,-117.87359
5630793,Buena High,72652,Ventura Unified,56,Ventura,34.27716,-119.21642
101196,ICEF View Park Preparatory High,64733,Los Angeles Unified,19,Los Angeles,33.99005,-118.33137
3033933,Los Amigos High,66522,Garden Grove Unified,30,Orange,33.72227,-117.92693
117598,Alliance Piera Barbaglia Shaheen Health Services Academy,64733,Los Angeles Unified,19,Los Angeles,33.96031,-118.29436
133983,Ednovate - Legacy College Prep.,10306,Orange County Department of Education,30,Orange,33.759599,-117.84693
1330018,Bill M. Manes High,63214,San Pasqual Valley Unified,13,Imperial,32.74958,-114.59828
1936228,Nogales High,73452,Rowland Unified,19,Los Angeles,34.00953,-117.88915
117606,Alliance Leichtman-Levine Family Foundation Environmental Science High,64733,Los Angeles Unified,19,Los Angeles,34.11402,-118.24649
1035112,Pershing Continuation High,73965,Central Unified,10,Fresno,36.74279,-119.82147
3935103,Manteca High,68593,Manteca Unified,39,San Joaquin,37.79596,-121.21194
2730885,Gonzales High,75473,Gonzales Unified,27,Monterey,36.51177,-121.44183
109447,Santee Education Complex,64733,Los Angeles Unified,19,Los Angeles,34.02911,-118.26283
3935111,Calla High,68593,Manteca Unified,39,San Joaquin,37.79722,-121.17943
3730314,University City High,68338,San Diego Unified,37,San Diego,32.86068,-117.20543
109454,South East High,64733,Los Angeles Unified,19,Los Angeles,33.945,-118.22276
1936277,North High,65060,Torrance Unified,19,Los Angeles,33.86389,-118.33642
109462,Maywood Academy High,64733,Los Angeles Unified,19,Los Angeles,33.98257,-118.18883
3435419,C. K. McClatchy High,67439,Sacramento City Unified,34,Sacramento,38.54869,-121.4907
125864,Ednovate - USC Hybrid High College Prep,64733,Los Angeles Unified,19,Los Angeles,34.01375,-118.29179
