SchoolCode,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName,Latitude,Longitude
1938356,South High,65060,Torrance Unified,19,Los Angeles,33.8115,-118.36381
136119,Animo City of Champions Charter High,10199,Los Angeles County Office of Education,19,Los Angeles,33.9524,-118.32482
1332154,Aurora High (Continuation),63099,Calexico Unified,13,Imperial,32.68074,-115.51707
119743,Stockton Early College Academy,68676,Stockton Unified,39,San Joaquin,37.96717,-121.28962
4830147,Jesse M. Bethel High,70581,Vallejo City Unified,48,Solano,38.12109,-122.20412
1938372,South Hills High,64436,Covina-Valley Unified,19,Los Angeles,34.06207,-117.88266
3331014,Nuview Bridge Early College High,67157,Nuview Union,33,Riverside,33.829207,-117.128765
127944,Silver Oak High Public Montessori Charter,61192,Hayward Unified,1,Alameda,37.672036,-122.098718
111575,Animo Ralph Bunche Charter High,64733,Los Angeles Unified,19,Los Angeles,34.01266,-118.24392
1995737,Malibu High,64980,Santa Monica-Malibu Unified,19,Los Angeles,34.0245,-118.82655
4830170,Angelo Rodriguez High,70540,Fairfield-Suisun Unified,48,Solano,38.19948,-122.14645
111583,Animo Jackie Robinson High,64733,Los Angeles Unified,19,Los Angeles,34.01794,-118.27544
4436960,Costanoa Continuation High,69823,Santa Cruz City High,44,Santa Cruz,36.98114,-122.01368
1995745,Dr. Doug Sears Learning Center,65052,Temple City Unified,19,Los Angeles,34.09408,-118.06706
1930213,Antelope Valley High,64246,Antelope Valley Union High,19,Los Angeles,34.69924,-118.12942
1995752,Patricia Dreizler Continuation High,75341,Redondo Beach Unified,19,Los Angeles,33.84775,-118.38044
119784,Stockton High,68676,Stockton Unified,39,San Joaquin,37.95213,-121.29565
1332204,Calexico High,63099,Calexico Unified,13,Imperial,32.67757,-115.48637
4830196,MIT Academy,70581,Vallejo City Unified,48,Solano,38.149611,-122.24322
3634169,Needles High,67801,Needles Unified,36,San Bernardino,34.84012,-114.61578
1930239,R. K. Lloyde High,64352,Centinela Valley Union High,19,Los Angeles,33.89603,-118.36683
3331071,Vista del Lago High,67124,Moreno Valley Unified,33,Riverside,33.90011,-117.20772
111625,Animo Watts College Preparatory Academy,64733,Los Angeles Unified,19,Los Angeles,33.91802,-118.26418
1995786,Vasquez High,75309,Acton-Agua Dulce Unified,19,Los Angeles,34.49363,-118.21607
1995794,Youth Opportunities Unlimited,64733,Los Angeles Unified,19,Los Angeles,33.96029,-118.29034
1938455,South Pasadena Senior High,65029,South Pasadena Unified,19,Los Angeles,34.10941,-118.15341
1995802,Valencia High,65136,William S. Hart Union High,19,Los Angeles,34.441727,-118.56259
5739552,Yolo High,72694,Washington Unified,57,Yolo,38.57788,-121.53103
1995810,Gabrielino High,75291,San Gabriel Unified,19,Los Angeles,34.08275,-118.0918
136226,Opportunity Academy,10017,Alameda County Office of Education,1,Alameda,37.78348,-122.23538
734244,Miramonte High,61630,Acalanes Union High,7,Contra Costa,37.841,-122.1461
1135656,Orland High,75481,Orland Joint Unified,11,Glenn,39.75148,-122.19081
3331113,Amistad High (Continuation),67058,Desert Sands Unified,33,Riverside,33.72532,-116.2086
136234,Lemoore Online College Preparatory High,63982,Lemoore Union High,16,Kings,36.29243,-119.82236
111658,Alliance Marc & Eva Stern Math and Science,64733,Los Angeles Unified,19,Los Angeles,34.06387,-118.16996
1930288,Arcadia High,64261,Arcadia Unified,19,Los Angeles,34.13004,-118.03877
3331121,Mt. San Jacinto High,67173,Palm Springs Unified,33,Riverside,33.82449,-116.47497
111666,Early College High,66597,Newport-Mesa Unified,30,Orange,33.68062,-117.92783
1930296,Harris Newmark Continuation,64733,Los Angeles Unified,19,Los Angeles,34.061536,-118.26328
5231675,Centennial Continuation High,71506,Corning Union High,52,Tehama,39.92095,-122.16568
1995836,Palisades Charter High,64733,Los Angeles Unified,19,Los Angeles,34.04704,-118.53106
2430015,Westside High,75317,Dos Palos Oro Loma Joint Unified,24,Merced,36.962103,-120.65385
3331139,Twin Palms Continuation,67181,Palo Verde Unified,33,Riverside,33.6179,-114.60637
1995844,Lancaster High,64246,Antelope Valley Union High,19,Los Angeles,34.69419,-118.18963
1930312,Arrow High (Continuation),64378,Charter Oak Unified,19,Los Angeles,34.11174,-117.84701
4330569,Community Day,69468,Fremont Union High,43,Santa Clara,37.352767,-122.03751
2430031,Pioneer High (Continuation),73619,Gustine Unified,24,Merced,37.26044,-121.00172
1930320,Arroyo High,64519,El Monte Union High,19,Los Angeles,34.0939,-118.02254
1938513,Coronado High (Continuation),65094,West Covina Unified,19,Los Angeles,34.04992,-117.9141
3732559,Chaparral High,68130,Grossmont Union High,37,San Diego,32.81728,-116.98066
1234004,Hoopa Valley High,62901,Klamath-Trinity Joint Unified,12,Humboldt,41.049687,-123.67481
4330585,Downtown College Preparatory,69666,San Jose Unified,43,Santa Clara,37.31663,-121.87237
1995869,International Polytechnic High,10199,Los Angeles County Office of Education,19,Los Angeles,34.05097,-117.81958
5231709,Corning High,71506,Corning Union High,52,Tehama,39.9346,-122.17268
5330014,Alps View High (Continuation),76513,Trinity Alps Unified,53,Trinity,40.73965,-122.94779
2430049,Independence High (Alternative),65789,Merced Union High,24,Merced,37.30082,-120.47384
1930338,Frontier High (Continuation),65128,Whittier Union High,19,Los Angeles,33.95249,-118.04524
136291,Career Technical Education Charter,10108,Fresno County Office of Education,10,Fresno,36.76011,-119.77878
4330593,Middle College High,69666,San Jose Unified,43,Santa Clara,37.315889,-121.92814
4936803,Santa Rosa High,70920,Santa Rosa High,49,Sonoma,38.4520300000001,-122.7184
5330022,Valley High,75028,Mountain Valley Unified,53,Trinity,40.55021,-123.19253
4838504,Vallejo High,70581,Vallejo City Unified,48,Solano,38.115,-122.24457
3839081,Washington (George) High,68478,San Francisco Unified,38,San Francisco,37.77771,-122.49106
5330030,Mt. Lassic High (Continuation),73833,Southern Trinity Joint Unified,53,Trinity,40.45664,-123.52887
2430064,Granada High,65730,Le Grand Union High,24,Merced,37.22764,-120.25374
1930353,Arena High (Continuation),64535,El Segundo Unified,19,Los Angeles,33.92471,-118.41176
4338802,Adrian Wilcox High,69674,Santa Clara Unified,43,Santa Clara,37.36602,-121.98684
4437109,Santa Cruz High,69823,Santa Cruz City High,44,Santa Cruz,36.97147,-122.0333
1930361,Artesia High,64212,ABC Unified,19,Los Angeles,33.84514,-118.07307
1938554,Sylmar Charter High,64733,Los Angeles Unified,19,Los Angeles,34.30738,-118.44219
2733178,North Salinas High,66159,Salinas Union High,27,Monterey,36.70619,-121.64552
1995901,Diamond Ranch High,64907,Pomona Unified,19,Los Angeles,34.02196,-117.77977
3937406,Stagg Senior High,68676,Stockton Unified,39,San Joaquin,37.9835,-121.3252
2430080,Irwin High (Continuation),65698,Hilmar Unified,24,Merced,37.397315,-120.85717
1037456,Tranquillity High,75234,Golden Plains Unified,10,Fresno,36.64577,-120.25425
3732625,Grossmont High,68130,Grossmont Union High,37,San Diego,32.7807,-116.98635
2430098,Golden Valley High,65789,Merced Union High,24,Merced,37.2889,-120.45028
1930387,Central High,64733,Los Angeles Unified,19,Los Angeles,34.03165,-118.25388
119958,Academy (The)- SF @McAteer,68478,San Francisco Unified,38,San Francisco,37.7451,-122.44939
119966,Felicitas and Gonzalo Mendez High,64733,Los Angeles Unified,19,Los Angeles,34.04854,-118.22695
1995935,Cabrillo High,64725,Long Beach Unified,19,Los Angeles,33.79366,-118.21585
734368,Monte Vista High,61804,San Ramon Valley Unified,7,Contra Costa,37.84379,-121.98167
2430114,Delhi High,75366,Delhi Unified,24,Merced,37.425574,-120.79053
1930403,Whitney Young Continuation,64733,Los Angeles Unified,19,Los Angeles,33.99518,-118.32603
4035754,Paso Robles High,75457,Paso Robles Joint Unified,40,San Luis Obispo,35.61735,-120.67028
4330668,Latino College Preparatory Academy,69427,East Side Union High,43,Santa Clara,37.35968,-121.81616
4035762,Liberty High (Continuation),75457,Paso Robles Joint Unified,40,San Luis Obispo,35.61484,-120.67238
1938612,Taft Charter High,64733,Los Angeles Unified,19,Los Angeles,34.169068,-118.57134
4330676,San Jose Conservation Corps Charter,69427,East Side Union High,43,Santa Clara,37.37245,-121.89665
111799,East Bay Arts High,61309,San Lorenzo Unified,1,Alameda,37.66953,-122.11493
1930429,View Park Continuation,64733,Los Angeles Unified,19,Los Angeles,34.0218,-118.34824
1995968,Phoenix High Community Day,64246,Antelope Valley Union High,19,Los Angeles,34.71054,-118.12881
3134657,Lincoln High,66951,Western Placer Unified,31,Placer,38.89465,-121.29773
4330692,Evergreen Valley High,69427,East Side Union High,43,Santa Clara,37.3238,-121.77873
3036357,Santa Ana High,66670,Santa Ana Unified,30,Orange,33.74392,-117.87362
111831,Olympian High,68411,Sweetwater Union High,37,San Diego,32.60916,-116.97299
128215,Harvest High,68650,Ripon Unified,39,San Joaquin,37.74131,-121.12898
5633250,Moorpark High,73940,Moorpark Unified,56,Ventura,34.27109,-118.89793
6034664,Laurel Ruff Transition,67447,San Juan Unified,34,Sacramento,38.66326,-121.33763
111856,American Indian Public High,61259,Oakland Unified,1,Alameda,37.81137,-122.24878
4830451,Armijo High,70540,Fairfield-Suisun Unified,48,Solano,38.25147,-122.03833
1930486,Moneta Continuation,64733,Los Angeles Unified,19,Los Angeles,33.86742,-118.29473
1938679,Temple City High,65052,Temple City Unified,19,Los Angeles,34.11817,-118.06399
2635001,Lee Vining High,73668,Eastern Sierra Unified,26,Mono,37.96123,-119.12143
3732732,Helix High,68130,Grossmont Union High,37,San Diego,32.75487,-117.0376
2430205,Buhach Colony High,65789,Merced Union High,24,Merced,37.34838,-120.57458
111872,SOAR High (Students On Academic Rise),64246,Antelope Valley Union High,19,Los Angeles,34.67532,-118.18466
4338950,Willow Glen High,69666,San Jose Unified,43,Santa Clara,37.29185,-121.89729
4330759,Boynton High,69401,Campbell Union High,43,Santa Clara,37.31038,-121.9669
1332501,Calipatria High,63107,Calipatria Unified,13,Imperial,33.12483,-115.52494
1635606,Lemoore High,63982,Lemoore Union High,16,Kings,36.29668,-119.77919
1930528,Azusa High,64279,Azusa Unified,19,Los Angeles,34.12552,-117.89761
3036456,Valley High,66670,Santa Ana Unified,30,Orange,33.72323,-117.89898
3732781,Henry High,68338,San Diego Unified,37,San Diego,32.79717,-117.05144
1996081,Del Mar High,75291,San Gabriel Unified,19,Los Angeles,34.09854,-118.0992
3634482,Ontario High,67652,Chaffey Joint Union High,36,San Bernardino,34.03978,-117.6655
1930551,San Antonio Continuation,64733,Los Angeles Unified,19,Los Angeles,33.9874,-118.2171
1938752,Torrance High,65060,Torrance Unified,19,Los Angeles,33.82997,-118.32159
136515,Piedmont High,61275,Piedmont City Unified,1,Alameda,37.82341,-122.23252
1930577,Pueblo de Los Angeles Continuation,64733,Los Angeles Unified,19,Los Angeles,34.076042,-118.20374
1996123,El Monte Union High School Community Day,64519,El Monte Union High,19,Los Angeles,34.09445,-118.0258
1996131,Anderson W. Clark Magnet High,64568,Glendale Unified,19,Los Angeles,34.23728,-118.25399
734566,Mt. Diablo High,61754,Mt. Diablo Unified,7,Contra Costa,37.98303,-122.03585
1930601,Baldwin Park High,64287,Baldwin Park Unified,19,Los Angeles,34.0839,-117.94863
2930030,North Point Academy,66357,Nevada Joint Union High,29,Nevada,39.24,-121.05311
3732849,Hilltop Senior High,68411,Sweetwater Union High,37,San Diego,32.63703,-117.05908
4330866,Branham High,69401,Campbell Union High,43,Santa Clara,37.25382,-121.89924
5731708,Delta High,67413,River Delta Joint Unified,34,Sacramento,38.41618,-121.52988
136572,Santa Cruz County Career Advancement Charter,10447,Santa Cruz County Office of Education,44,Santa Cruz,36.93832,-121.7717
5830013,Lindhurst High,72736,Marysville Joint Unified,58,Yuba,39.08318,-121.53616
2930048,Bear River High,66357,Nevada Joint Union High,29,Nevada,39.04669,-121.07574
3036555,Santiago High,66522,Garden Grove Unified,30,Orange,33.76618,-117.91372
128397,Come Back Kids,10330,Riverside County Office of Education,33,Riverside,33.97891,-117.38047
431502,Fair View High (Continuation),61424,Chico Unified,4,Butte,39.75938,-121.85842
4838801,Vanden High,70565,Travis Unified,48,Solano,38.28218,-121.96213
2930071,Silver Springs High (Continuation),66357,Nevada Joint Union High,29,Nevada,39.2114,-121.06325
1930650,Phineas Banning Senior High,64733,Los Angeles Unified,19,Los Angeles,33.79452,-118.26138
112029,School of Business and Tourism at Contreras Learning Complex,64733,Los Angeles Unified,19,Los Angeles,34.05787,-118.26119
4437406,Soquel High,69823,Santa Cruz City High,44,Santa Cruz,36.99113,-121.95955
112037,East Valley Senior High,64733,Los Angeles Unified,19,Los Angeles,34.17058,-118.37066
112045,Arleta High,64733,Los Angeles Unified,19,Los Angeles,34.25071,-118.44257
112052,Panorama High,64733,Los Angeles Unified,19,Los Angeles,34.21661,-118.44952
128447,The Education Corps,10140,Inyo County Office of Education,14,Inyo,33.82337,-118.18539
1938885,University High School Charter,64733,Los Angeles Unified,19,Los Angeles,34.04556,-118.46096
128454,College Bridge Academy,10140,Inyo County Office of Education,14,Inyo,33.94341,-118.23987
1930700,Bassett Senior High,64295,Bassett Unified,19,Los Angeles,34.05179,-117.97714
5830096,South Lindhurst Continuation High,72736,Marysville Joint Unified,58,Yuba,39.08306,-121.53603
5838305,Wheatland Union High,72769,Wheatland Union High,58,Yuba,39.00661,-121.43035
2930147,John Muir Charter,10298,Nevada County Office of Education,29,Nevada,39.24857,-121.01673
1938919,Fernando R. Ledesma Continuation High,64519,El Monte Union High,19,Los Angeles,34.0772,-118.00223
128488,Family First Charter,64352,Centinela Valley Union High,19,Los Angeles,33.919185,-118.356595
833004,Del Norte High,61820,Del Norte County Unified,8,Del Norte,41.76987,-124.20919
1930734,Angel's Gate (Continuation),64733,Los Angeles Unified,19,Los Angeles,33.71346,-118.29678
1938927,Vail High (Continuation),64808,Montebello Unified,19,Los Angeles,33.99347,-118.12931
128496,New Opportunities Charter,64352,Centinela Valley Union High,19,Los Angeles,33.96271,-118.35265
4232690,La Cuesta Continuation High,76786,Santa Barbara Unified,42,Santa Barbara,34.42129,-119.69591
1938935,Valley Alternative High (Continuation),73445,Hacienda la Puente Unified,19,Los Angeles,34.01081,-117.97205
3634680,Pacific High,67876,San Bernardino City Unified,36,San Bernardino,34.1299,-117.26457
136697,Rancho San Juan High,66159,Salinas Union High,27,Monterey,36.727165,-121.622279
136705,Odyssey STEM Academy,64873,Paramount Unified,19,Los Angeles,33.85719,-118.14814
3732997,Hoover High,68338,San Diego Unified,37,San Diego,32.75603,-117.098
3331600,Corona High,67033,Corona-Norco Unified,33,Riverside,33.872468,-117.5866
1938968,Van Nuys Senior High,64733,Los Angeles Unified,19,Los Angeles,34.18974,-118.45364
1996313,Animo Leadership High,64709,Lennox,19,Los Angeles,33.93476,-118.3477
1930783,Phoenix Continuation,64733,Los Angeles Unified,19,Los Angeles,33.99694,-118.44097
4331039,Calaveras Hills,73387,Milpitas Unified,43,Santa Clara,37.43647,-121.88308
1996321,Academy of the Canyons,65136,William S. Hart Union High,19,Los Angeles,34.39931,-118.57088
1930791,Mt. Lukens Continuation,64733,Los Angeles Unified,19,Los Angeles,34.259931,-118.30048
120360,Daniel Pearl Journalism & Communications Magnet,64733,Los Angeles Unified,19,Los Angeles,34.191,-118.5021
3036712,Savanna High,66431,Anaheim Union High,30,Orange,33.83464,-117.97041
4937256,Sonoma Valley High,70953,Sonoma Valley Unified,49,Sonoma,38.28261,-122.4585
734764,Olympic Continuation High,61754,Mt. Diablo Unified,7,Contra Costa,37.97978,-122.02821
431676,Chico High,61424,Chico Unified,4,Butte,39.73564,-121.84495
1930825,Bell Gardens High,64808,Montebello Unified,19,Los Angeles,33.97624,-118.15355
120394,Inspire School of Arts and Sciences,61424,Chico Unified,4,Butte,39.73464,-121.84759
120402,Alta Vista Alternative High,76786,Santa Barbara Unified,42,Santa Barbara,34.42134,-119.69565
2733657,Pacific Grove High,66134,Pacific Grove Unified,27,Monterey,36.61011,-121.92534
120410,iHigh Virtual Academy,68338,San Diego Unified,37,San Diego,32.75087,-117.1947
530014,Vallecito Continuation High,61556,Bret Harte Union High,5,Calaveras,38.07996,-120.55239
1939040,Venice Senior High,64733,Los Angeles Unified,19,Los Angeles,33.99693,-118.44405
2332260,Laytonville High,73916,Laytonville Unified,23,Mendocino,39.6897,-123.48898
136804,Oxnard Middle College High,72546,Oxnard Union High,56,Ventura,34.16516,-119.15828
530022,Gold Strike High,61564,Calaveras Unified,5,Calaveras,38.200545,-120.684169
1930866,Bell Senior High,64733,Los Angeles Unified,19,Los Angeles,33.97425,-118.19004
5035654,Oakdale High,75564,Oakdale Joint Unified,50,Stanislaus,37.76114,-120.85379
2430601,Atwater High,65789,Merced Union High,24,Merced,37.3653,-120.61725
1996438,Environmental Charter High,64691,Lawndale Elementary,19,Los Angeles,33.88201,-118.35526
4134557,Mills High,69047,San Mateo Union High,41,San Mateo,37.59427,-122.39059
3430048,Mesa Verde High,67447,San Juan Unified,34,Sacramento,38.70207,-121.29775
1939107,Verdugo Hills Senior High,64733,Los Angeles Unified,19,Los Angeles,34.26109,-118.29846
1930924,Belmont Senior High,64733,Los Angeles Unified,19,Los Angeles,34.06154,-118.26328
136887,Sanhedrin Alternative,65623,Willits Unified,23,Mendocino,39.4137,-123.35587
1930940,John R. Wooden High,64733,Los Angeles Unified,19,Los Angeles,34.21269,-118.5416
1939149,Walnut High,73460,Walnut Valley Unified,19,Los Angeles,34.02202,-117.85002
1996495,Village Academy High School at Indian Hill,64907,Pomona Unified,19,Los Angeles,34.06192,-117.72322
3430097,La Entrada Continuation High,67447,San Juan Unified,34,Sacramento,38.64544,-121.26393
5633748,Newbury Park High,73759,Conejo Valley Unified,56,Ventura,34.18455,-118.95197
1734359,Kelseyville High,64014,Kelseyville Unified,17,Lake,38.97447,-122.83002
1996503,Renaissance High School for the Arts,64725,Long Beach Unified,19,Los Angeles,33.77718,-118.19042
3938008,Tracy High,75499,Tracy Joint Unified,39,San Joaquin,37.74087,-121.41939
1939164,Warren (Earl) High,64451,Downey Unified,19,Los Angeles,33.93574,-118.14032
1930973,Simon Rodia Continuation,64733,Los Angeles Unified,19,Los Angeles,33.94249,-118.22307
3733219,Julian High,68171,Julian Union High,37,San Diego,33.0771,-116.59514
1930981,Beverly Hills High,64311,Beverly Hills Unified,19,Los Angeles,34.06168,-118.41224
112367,William & Marian Ghidotti High,66357,Nevada Joint Union High,29,Nevada,39.23652,-121.04632
1996529,City Honors International Preparatory High,64634,Inglewood Unified,19,Los Angeles,33.96387,-118.35626
136952,Entrepreneur High,67876,San Bernardino City Unified,36,San Bernardino,34.13483,-117.2228
1996537,Desert Sands Charter,64246,Antelope Valley Union High,19,Los Angeles,34.68483,-118.16402
1996552,Palos Verdes High,64865,Palos Verdes Peninsula Unified,19,Los Angeles,33.78056,-118.4196
128777,Gateway College and Career Academy,10330,Riverside County Office of Education,33,Riverside,33.97145,-117.38391
3430154,American Legion High (Continuation),67439,Sacramento City Unified,34,Sacramento,38.54788,-121.46452
1333004,Central Union High,63115,Central Union High,13,Imperial,32.78882,-115.56494
1931021,Moreno High (Continuation),64311,Beverly Hills Unified,19,Los Angeles,,
128793,MERIT Academy,68130,Grossmont Union High,37,San Diego,32.81728,-116.98066
3430170,Valley High,67314,Elk Grove Unified,34,Sacramento,38.45287,-121.42987
4831004,Benicia High,70524,Benicia Unified,48,Solano,38.06525,-122.17474
4437794,Renaissance High Continuation,69799,Pajaro Valley Unified,44,Santa Cruz,36.92649,-121.84643
4732707,Dunsmuir High,70250,Dunsmuir Joint Union High,47,Siskiyou,41.21024,-122.27653
1931047,Birmingham Community Charter High,64733,Los Angeles Unified,19,Los Angeles,34.19025,-118.50435
112425,Natomas Pacific Pathways Prep,75283,Natomas Unified,34,Sacramento,38.65463,-121.54614
1996586,Animo Inglewood Charter High,64634,Inglewood Unified,19,Los Angeles,33.96032,-118.33162
3634995,Orangewood High (Continuation),67843,Redlands Unified,36,San Bernardino,34.05989,-117.19196
128819,REACH Academy,68130,Grossmont Union High,37,San Diego,32.79334,-116.93543
1431352,Big Pine High,63248,Big Pine Unified,14,Inyo,37.16148,-118.2886
120634,"Architecture, Construction & Engineering Charter High (ACE)",72546,Oxnard Union High,56,Ventura,34.20624,-119.07448
4233029,Maple High,69229,Lompoc Unified,42,Santa Barbara,34.6945,-120.47053
3135308,Oakmont High,66928,Roseville Joint Union High,31,Placer,38.72873,-121.26117
1931088,Bonita High,64329,Bonita Unified,19,Los Angeles,34.10758,-117.76615
137042,Mt. SAC Early College Academy at West Covina,65094,West Covina Unified,19,Los Angeles,34.06648,-117.8979
120659,Visalia Technical Early College,72256,Visalia Unified,54,Tulare,36.31185,-119.34098
3635042,Redlands Senior High,67843,Redlands Unified,36,San Bernardino,34.05505,-117.17098
1996644,R. Rex Parris High,64246,Antelope Valley Union High,19,Los Angeles,34.58808,-118.12009
4233060,Lompoc High,69229,Lompoc Unified,42,Santa Barbara,34.64753,-120.46414
1939305,George Washington Preparatory High,64733,Los Angeles Unified,19,Los Angeles,33.93708,-118.30334
5732201,Davis Senior High,72678,Davis Joint Unified,57,Yolo,38.55633,-121.75091
137067,High Tech High Mesa,76471,SBC - High Tech High,37,San Diego,32.81496,-117.18109
3430261,Pacific Career and Technology High,76505,Twin Rivers Unified,34,Sacramento,38.68447,-121.37224
137083,University Pathways Medical Magnet Academy,64733,Los Angeles Unified,19,Los Angeles,33.93258,-118.26983
112508,Bright Star Secondary Charter Academy,64733,Los Angeles Unified,19,Los Angeles,33.928582,-118.305533
5732219,King (Martin Luther) High (Continuation),72678,Davis Joint Unified,57,Yolo,38.54887,-121.74631
5035902,Orestimba High,73601,Newman-Crows Landing Unified,50,Stanislaus,37.32205,-121.03141
137091,University Pathways Public Service Academy,64733,Los Angeles Unified,19,Los Angeles,33.96075,-118.24809
4437901,Watsonville High,69799,Pajaro Valley Unified,44,Santa Cruz,36.91312,-121.75241
3037090,Sonora High,66514,Fullerton Joint Union High,30,Orange,33.92717,-117.92526
3430311,Calvine High,67314,Elk Grove Unified,34,Sacramento,38.45332,-121.37877
3438504,San Juan High,67447,San Juan Unified,34,Sacramento,38.67942,-121.28725
1931187,Burbank High,64337,Burbank Unified,19,Los Angeles,34.18727,-118.31321
112565,New Vision High,68593,Manteca Unified,39,San Joaquin,37.89817,-121.30792
120758,Jurupa Hills High,67710,Fontana Unified,36,San Bernardino,34.05948,-117.45011
3430329,Rio Cazadero High (Continuation),67314,Elk Grove Unified,34,Sacramento,38.47026,-121.43335
112573,Adelante High,75556,Riverbank Unified,50,Stanislaus,37.73719,-120.92962
3930054,Vista High (Continuation),68502,Escalon Unified,39,San Joaquin,37.79987,-120.99633
128967,Mountain House High,76760,Lammersville Joint Unified,39,San Joaquin,37.76496,-121.54606
3831765,Galileo High,68478,San Francisco Unified,38,San Francisco,37.80389,-122.42364
1038298,Easton Continuation High,76778,Washington Unified,10,Fresno,36.6503400000001,-119.79552
1030113,Cambridge High,62125,Coalinga-Huron Unified,10,Fresno,36.14579,-120.36042
1038306,Washington High,76778,Washington Unified,10,Fresno,36.64735,-119.79144
1931237,Burroughs High,64337,Burbank Unified,19,Los Angeles,34.17002,-118.32756
120808,Dorothy V. Johnson Community Day,64733,Los Angeles Unified,19,Los Angeles,33.93977,-118.24498
1030121,Firebaugh High,73809,Firebaugh-Las Deltas Unified,10,Fresno,36.84667,-120.44641
3430378,Center High,73973,Center Joint Unified,34,Sacramento,38.71972,-121.39
3430386,El Sereno Alternative Education,67447,San Juan Unified,34,Sacramento,38.64544,-121.26393
1030139,Sandy Bluffs Alternative Education Center,75275,Sierra Unified,10,Fresno,37.03661,-119.45357
129023,Stanislaus Alternative Charter,10504,Stanislaus County Office of Education,50,Stanislaus,37.639463,-120.9962
1030147,El Puente High,73809,Firebaugh-Las Deltas Unified,10,Fresno,36.8539000000001,-120.44812
3733508,La Jolla High,68338,San Diego Unified,37,San Diego,32.83343,-117.27276
1939479,WESM Health/Sports Medicine,64733,Los Angeles Unified,19,Los Angeles,33.95862,-118.42887
5634076,Nordhoff High,72520,Ojai Unified,56,Ventura,34.44208,-119.26662
1931302,California High,65128,Whittier Union High,19,Los Angeles,33.94359,-118.02321
1431600,Bishop Union High,76687,Bishop Unified,14,Inyo,37.36311,-118.39941
3430451,McClellan High (Continuation),73973,Center Joint Unified,34,Sacramento,38.72763,-121.39304
1030196,Clovis West High,62117,Clovis Unified,10,Fresno,36.86086,-119.76323
2332724,Leggett Valley High,75218,Leggett Valley Unified,23,Mendocino,39.86515,-123.71671
3635265,Rim of the World Senior High,67868,Rim of the World Unified,36,San Bernardino,34.23145,-117.20842
1931336,Cheviot Hills Continuation,64733,Los Angeles Unified,19,Los Angeles,34.03557,-118.39261
3430477,Florin High,67314,Elk Grove Unified,34,Sacramento,38.46853,-121.39275
1939537,West Covina High,65094,West Covina Unified,19,Los Angeles,34.0623199999999,-117.9128
112722,Summit Preparatory Charter High,69062,Sequoia Union High,41,San Mateo,37.48677,-122.2102
735316,Pinole Valley High,61796,West Contra Costa Unified,7,Contra Costa,37.9905,-122.28632
120923,Pacheco High,65755,Los Banos Unified,24,Merced,37.06828,-120.81599
3430493,Bella Vista High,67447,San Juan Unified,34,Sacramento,38.66534,-121.25199
4036703,San Luis Obispo High,68809,San Luis Coastal Unified,40,San Luis Obispo,35.28362,-120.64909
3930211,Jane Frederick High,68676,Stockton Unified,39,San Joaquin,37.95636,-121.27647
137315,KIPP Navigate College Prep,77149,SBE - KIPP Navigate College Prep,43,Santa Clara,37.25395,-121.82001
1030253,Horizon High,75408,Riverdale Joint Unified,10,Fresno,36.43155,-119.8544
3537008,San Benito High,67538,San Benito High,35,San Benito,36.8395500000001,-121.40452
1931377,Amelia Earhart Continuation,64733,Los Angeles Unified,19,Los Angeles,34.1681,-118.38803
1030261,Mendota Continuation High,75127,Mendota Unified,10,Fresno,36.754982,-120.3903
1931385,Albert Einstein Continuation,64733,Los Angeles Unified,19,Los Angeles,34.23903,-118.47993
3930237,Bear Creek High,68585,Lodi Unified,39,San Joaquin,38.05051,-121.35359
1931393,Highland Park Continuation,64733,Los Angeles Unified,19,Los Angeles,34.11688,-118.20118
1030279,Bullard High,62166,Fresno Unified,10,Fresno,36.81763,-119.80992
1939602,West High,65060,Torrance Unified,19,Los Angeles,33.84641,-118.36809
3430550,Mokelumne High (Continuation),67413,River Delta Joint Unified,34,Sacramento,38.329731,-121.568437
1030295,Erma Duncan Polytechnical High,62166,Fresno Unified,10,Fresno,36.78412,-119.75205
4135075,Oceana High,68924,Jefferson Union High,41,San Mateo,37.63868,-122.48718
3037348,Sunny Hills High,66514,Fullerton Joint Union High,30,Orange,33.883453,-117.95486
1530021,Central Valley High (Continuation),63529,Kern High,15,Kern,35.50824,-119.26786
3930278,Plaza Robles Continuation High,68585,Lodi Unified,39,San Joaquin,38.03648,-121.33923
1931435,Robert H. Lewis Continuation,64733,Los Angeles Unified,19,Los Angeles,34.22614,-118.4042
735407,Pittsburg Senior High,61788,Pittsburg Unified,7,Contra Costa,38.019299,-121.88201
3430584,Natomas High,75283,Natomas Unified,34,Sacramento,38.6283,-121.49497
1931450,Jack London Continuation,64733,Los Angeles Unified,19,Los Angeles,34.17678,-118.41522
3930302,Merrill F. West High,75499,Tracy Joint Unified,39,San Joaquin,37.74821,-121.44711
1530047,Nueva Continuation High,63529,Kern High,15,Kern,35.25828,-118.90779
3430592,Laguna Creek High,67314,Elk Grove Unified,34,Sacramento,38.42893,-121.42887
3733698,Madison High,68338,San Diego Unified,37,San Diego,32.83111,-117.17385
1530054,Mesquite Continuation High,73742,Sierra Sands Unified,15,Kern,35.63843,-117.67192
3930310,Sierra High,68593,Manteca Unified,39,San Joaquin,37.79191,-121.24463
137414,Corning Independent Study,71506,Corning Union High,52,Tehama,39.92153,-122.16543
